product_id,product_name,category,product_weight_kg,fragility_index,shipping_type,weight_category,fragility_category
354,Wine Bottle - Classic Red,Drinkware,1.35,4,Sea,Light,High Fragility
355,Juice Pack - Tropical Mix,Drinkware,1.1,3,Road,Light,Medium Fragility
356,Energy Drink - Classic,Drinkware,0.58,2,Road,Light,Low Fragility
357,Snack Pack - Salted,Food,0.4,2,Road,Very Light,Low Fragility
358,Snack Bag - Barbecue,Food,0.3,2,Road,Very Light,Low Fragility
359,Snack Box - Movie Night,Food,1.0,2,Road,Light,Low Fragility
360,Chocolate Box - Milk,Food,0.6,2,Air,Light,Low Fragility
361,Cereal Box - Kids Chocolate,Food,0.55,2,Road,Light,Low Fragility
362,Cereal Packet - Honey,Food,0.5,2,Road,Very Light,Low Fragility
363,Tea Box - Masala,Food,0.34,2,Air,Very Light,Low Fragility
364,Coffee Pack - Medium Roast,Food,0.38,2,Air,Very Light,Low Fragility
365,Granola Pack - Nutty,Food,0.6,2,Road,Light,Low Fragility
366,Instant Noodles Pack - Family,Food,0.7,2,Road,Light,Low Fragility
367,Rice Bag 1kg,Food,1.0,1,Road,Light,Low Fragility
368,Sugar Pack 500g,Food,0.5,1,Road,Very Light,Low Fragility
369,Cookie Tin - Chocolate Chip,Food,1.0,2,Road,Light,Low Fragility
370,Protein Bar Pack - Chocolate,Food,0.45,2,Road,Very Light,Low Fragility
371,Snack Mix - Trail,Food,0.55,2,Road,Light,Low Fragility
372,Chocolate Bag - Mini Bites,Food,0.42,2,Air,Very Light,Low Fragility
373,Granola Pack - Coconut,Food,0.62,2,Road,Light,Low Fragility
374,Spice Jar Set - Indian,Food,0.9,2,Air,Light,Low Fragility
375,Frozen Veggie Pack - Mixed,Food,1.3,2,Air,Light,Low Fragility
376,Smartphone - Camera Edition,Electronics,0.32,5,Air,Very Light,Very High Fragility
377,Smartphone - Battery Plus,Electronics,0.33,5,Air,Very Light,Very High Fragility
378,Tablet - Pro,Electronics,0.7,4,Air,Light,High Fragility
379,Tablet Device - Creative,Electronics,0.65,4,Air,Light,High Fragility
380,Laptop - Creator Edition,Electronics,3.1,5,Air,Medium,Very High Fragility
381,Headphones - Noise Cancelling,Electronics,0.38,4,Air,Very Light,High Fragility
382,Bluetooth Speaker - Bass Boost,Electronics,0.95,4,Road,Light,High Fragility
383,Power Bank - Fast Charge,Electronics,0.3,3,Air,Very Light,Medium Fragility
384,USB Flash Drive - 256GB,Electronics,0.07,2,Air,Very Light,Low Fragility
385,Router - Office,Electronics,0.65,3,Road,Light,Medium Fragility
386,"LED Monitor 29""",Electronics,5.8,4,Sea,Heavy,High Fragility
387,"Smart TV 50""",Electronics,10.0,4,Sea,Heavy,High Fragility
388,Graphic Tablet - Designer,Electronics,1.2,4,Air,Light,High Fragility
389,Office Paper Ream - Copy,Paper Product,2.4,1,Road,Medium,Low Fragility
390,Notebook - Grid,Paper Product,0.48,1,Road,Very Light,Low Fragility
391,Book - History,Paper Product,0.9,1,Road,Light,Low Fragility
392,Diary - Classic,Paper Product,0.55,1,Road,Light,Low Fragility
393,Children Story Book - Animals,Paper Product,0.42,1,Road,Very Light,Low Fragility
394,Coloring Book Set - Numbers,Paper Product,1.05,1,Road,Light,Low Fragility
395,Recipe Book - Baking,Paper Product,0.68,1,Road,Light,Low Fragility
396,Planner Notebook - Work,Paper Product,0.52,1,Air,Light,Low Fragility
397,Hardcover Novel - Drama,Paper Product,1.05,1,Road,Light,Low Fragility
398,Magazine Bundle - Sports,Paper Product,0.88,1,Road,Light,Low Fragility
399,Perfume Bottle - Ocean Breeze,Cosmetics,0.24,4,Road,Very Light,High Fragility
400,Perfume Set - Signature,Cosmetics,0.82,4,Road,Light,High Fragility
401,Shampoo Bottle - Color Protect,Cosmetics,0.39,3,Road,Very Light,Medium Fragility
402,Shampoo Pack - Shine,Cosmetics,0.58,3,Road,Light,Medium Fragility
403,Face Serum Bottle - Hydrating,Cosmetics,0.18,4,Road,Very Light,High Fragility
404,Lipstick - Satin,Cosmetics,0.1,3,Road,Very Light,Medium Fragility
405,Compact Powder - Natural,Cosmetics,0.14,3,Road,Very Light,Medium Fragility
406,Eyeshadow Kit - Bright,Cosmetics,0.25,3,Road,Very Light,Medium Fragility
407,Nail Polish Set - Classic,Cosmetics,0.29,3,Road,Very Light,Medium Fragility
408,Sunscreen Lotion SPF15,Cosmetics,0.28,2,Road,Very Light,Low Fragility
409,Beard Oil Bottle - Vanilla,Cosmetics,0.16,3,Road,Very Light,Medium Fragility
410,Hair Gel Jar - Strong Hold,Cosmetics,0.37,2,Road,Very Light,Low Fragility
411,Medicine Pack - Allergy Relief,Pharmacy,0.17,3,Air,Very Light,Medium Fragility
412,Medicine Syrup - Sore Throat,Pharmacy,0.31,3,Air,Very Light,Medium Fragility
413,Vitamin Bottle - Daily Immunity,Pharmacy,0.27,3,Road,Very Light,Medium Fragility
414,Vitamin Box - Essentials,Pharmacy,0.53,3,Road,Light,Medium Fragility
415,First Aid Kit - Compact,Pharmacy,0.55,3,Road,Light,Medium Fragility
416,Digital Thermometer - Infrared,Pharmacy,0.1,3,Air,Very Light,Medium Fragility
417,Glucose Meter - Pro,Pharmacy,0.23,3,Air,Very Light,Medium Fragility
418,Eye Drop Bottle - Multi Action,Pharmacy,0.05,3,Air,Very Light,Medium Fragility
419,Nasal Spray - Herbal,Pharmacy,0.08,3,Air,Very Light,Medium Fragility
420,Bandage Roll - Adhesive,Pharmacy,0.21,2,Road,Very Light,Low Fragility
421,Water Bottle - Everyday,Drinkware,0.65,3,Road,Light,Medium Fragility
422,Travel Tumbler - Office,Drinkware,0.47,3,Road,Very Light,Medium Fragility
423,Thermos Flask - Slim,Drinkware,0.72,3,Road,Light,Medium Fragility
424,Glass Bottle - Decor,Drinkware,0.88,4,Sea,Light,High Fragility
425,Wine Bottle - White,Drinkware,1.3,4,Sea,Light,High Fragility
426,Juice Pack - Kids Mix,Drinkware,1.0,3,Road,Light,Medium Fragility
427,Energy Drink - Citrus,Drinkware,0.57,2,Road,Light,Low Fragility
428,Snack Pack - Spicy Mix,Food,0.43,2,Road,Very Light,Low Fragility
429,Snack Bag - Sour Cream,Food,0.29,2,Road,Very Light,Low Fragility
430,Snack Box - Student Pack,Food,0.85,2,Road,Light,Low Fragility
431,Chocolate Box - Assorted,Food,0.65,2,Air,Light,Low Fragility
432,Cereal Box - Protein,Food,0.6,2,Road,Light,Low Fragility
433,Cereal Packet - Strawberry,Food,0.47,2,Road,Very Light,Low Fragility
434,Tea Box - Lemon,Food,0.32,2,Air,Very Light,Low Fragility
435,Coffee Pack - Classic Blend,Food,0.37,2,Air,Very Light,Low Fragility
436,Granola Pack - Chocolate,Food,0.59,2,Road,Light,Low Fragility
437,Instant Noodles Pack - Cheese,Food,0.53,2,Road,Light,Low Fragility
438,Rice Bag 3kg,Food,3.0,1,Road,Medium,Low Fragility
439,Sugar Pack 3kg,Food,3.0,1,Road,Medium,Low Fragility
440,Cookie Tin - Butter,Food,1.05,2,Road,Light,Low Fragility
441,Protein Bar Pack - Nuts,Food,0.47,2,Road,Very Light,Low Fragility
442,Snack Mix - Sweet & Salty,Food,0.6,2,Road,Light,Low Fragility
443,Chocolate Bag - Caramel,Food,0.44,2,Air,Very Light,Low Fragility
444,Spice Jar Set - Grill,Food,0.92,2,Air,Light,Low Fragility
445,Frozen Veggie Pack - Peas,Food,1.1,2,Air,Light,Low Fragility
446,Smartphone - Plus Edition,Electronics,0.35,5,Air,Very Light,Very High Fragility
447,Smartphone - Compact,Electronics,0.26,5,Air,Very Light,Very High Fragility
448,Tablet - Office Edition,Electronics,0.62,4,Air,Light,High Fragility
449,Tablet Device - Kids Pro,Electronics,0.57,4,Air,Light,High Fragility
450,Laptop - Office Basic,Electronics,2.4,5,Air,Medium,Very High Fragility
451,Headphones - Gaming,Electronics,0.36,4,Air,Very Light,High Fragility
452,Bluetooth Speaker - Party,Electronics,1.3,4,Road,Light,High Fragility
453,Power Bank - Travel,Electronics,0.24,3,Air,Very Light,Medium Fragility
454,USB Flash Drive - 32GB,Electronics,0.05,2,Air,Very Light,Low Fragility
455,Router - Home Basic,Electronics,0.5,3,Road,Very Light,Medium Fragility
456,"LED Monitor 23""",Electronics,3.8,4,Sea,Medium,High Fragility
457,"Smart TV 42""",Electronics,8.5,4,Sea,Heavy,High Fragility
458,Graphic Tablet - Entry,Electronics,0.8,4,Air,Light,High Fragility
459,Office Paper Ream - Laser,Paper Product,2.5,1,Road,Medium,Low Fragility
460,Notebook - Plain,Paper Product,0.46,1,Road,Very Light,Low Fragility
461,Book - Biography,Paper Product,0.95,1,Road,Light,Low Fragility
462,Diary - Fabric Cover,Paper Product,0.53,1,Road,Light,Low Fragility
463,Children Story Book - Space,Paper Product,0.43,1,Road,Very Light,Low Fragility
464,Coloring Book Set - Vehicles,Paper Product,1.15,1,Road,Light,Low Fragility
465,Recipe Book - Family Dinners,Paper Product,0.72,1,Road,Light,Low Fragility
466,Planner Notebook - Monthly,Paper Product,0.51,1,Air,Light,Low Fragility
467,Hardcover Novel - Mystery,Paper Product,1.08,1,Road,Light,Low Fragility
468,Magazine Bundle - Tech,Paper Product,0.87,1,Road,Light,Low Fragility
469,Perfume Bottle - Rose,Cosmetics,0.22,4,Road,Very Light,High Fragility
470,Perfume Set - Classic,Cosmetics,0.78,4,Road,Light,High Fragility
471,Shampoo Bottle - Smoothening,Cosmetics,0.41,3,Road,Very Light,Medium Fragility
472,Shampoo Pack - Repair,Cosmetics,0.6,3,Road,Light,Medium Fragility
473,Face Serum Bottle - Vitamin C,Cosmetics,0.19,4,Road,Very Light,High Fragility
474,Lipstick - Nude,Cosmetics,0.11,3,Road,Very Light,Medium Fragility
475,Compact Powder - Sand,Cosmetics,0.13,3,Road,Very Light,Medium Fragility
476,Eyeshadow Kit - Colorful,Cosmetics,0.26,3,Road,Very Light,Medium Fragility
477,Nail Polish Set - Metallic,Cosmetics,0.28,3,Road,Very Light,Medium Fragility
478,Sunscreen Lotion SPF40,Cosmetics,0.34,2,Road,Very Light,Low Fragility
479,Beard Oil Bottle - Tea Tree,Cosmetics,0.17,3,Road,Very Light,Medium Fragility
480,Hair Gel Jar - Styling,Cosmetics,0.35,2,Road,Very Light,Low Fragility
481,Medicine Pack - Digestive,Pharmacy,0.15,3,Air,Very Light,Medium Fragility
482,Medicine Syrup - Immunity,Pharmacy,0.29,3,Air,Very Light,Medium Fragility
483,Vitamin Bottle - Teens,Pharmacy,0.25,3,Road,Very Light,Medium Fragility
484,Vitamin Box - Energy,Pharmacy,0.52,3,Road,Light,Medium Fragility
485,First Aid Kit - Outdoor,Pharmacy,0.8,3,Road,Light,Medium Fragility
486,Digital Thermometer - Flexible,Pharmacy,0.09,3,Air,Very Light,Medium Fragility
487,Glucose Meter - Home,Pharmacy,0.21,3,Air,Very Light,Medium Fragility
488,Eye Drop Bottle - Contact Lens,Pharmacy,0.05,3,Air,Very Light,Medium Fragility
489,Nasal Spray - Saline,Pharmacy,0.07,3,Air,Very Light,Medium Fragility
490,Bandage Roll - Kids,Pharmacy,0.19,2,Road,Very Light,Low Fragility
491,Water Bottle - Trek,Drinkware,0.8,3,Road,Light,Medium Fragility
492,Travel Tumbler - Grip,Drinkware,0.49,3,Road,Very Light,Medium Fragility
493,Thermos Flask - Compact,Drinkware,0.7,3,Road,Light,Medium Fragility
494,Glass Bottle - Designer,Drinkware,0.92,4,Sea,Light,High Fragility
495,Wine Bottle - Rose,Drinkware,1.33,4,Sea,Light,High Fragility
496,Juice Pack - Citrus Mix,Drinkware,1.05,3,Road,Light,Medium Fragility
497,Energy Drink - Berry,Drinkware,0.59,2,Road,Light,Low Fragility
498,Snack Pack - Corn Chips,Food,0.38,2,Road,Very Light,Low Fragility
499,Snack Bag - Tomato,Food,0.31,2,Road,Very Light,Low Fragility
500,Snack Box - Jumbo,Food,1.3,2,Road,Light,Low Fragility
501,Chocolate Box - Hazelnut,Food,0.68,2,Air,Light,Low Fragility
502,Cereal Box - Oats,Food,0.57,2,Road,Light,Low Fragility
503,Cereal Packet - Vanilla,Food,0.49,2,Road,Very Light,Low Fragility
504,Tea Box - Herbal Mix,Food,0.36,2,Air,Very Light,Low Fragility
505,Coffee Pack - Light Roast,Food,0.35,2,Air,Very Light,Low Fragility
506,Granola Pack - Almond,Food,0.61,2,Road,Light,Low Fragility
507,Instant Noodles Pack - Curry,Food,0.54,2,Road,Light,Low Fragility
508,Rice Bag 4kg,Food,4.0,1,Road,Medium,Low Fragility
509,Sugar Pack 4kg,Food,4.0,1,Road,Medium,Low Fragility
510,Cookie Tin - Festive,Food,1.2,2,Road,Light,Low Fragility
511,Protein Bar Pack - Vanilla,Food,0.46,2,Road,Very Light,Low Fragility
512,Snack Mix - Crunchy,Food,0.58,2,Road,Light,Low Fragility
513,Chocolate Bag - Almond,Food,0.43,2,Air,Very Light,Low Fragility
514,Spice Jar Set - Baking,Food,0.88,2,Air,Light,Low Fragility
515,Frozen Veggie Pack - Corn,Food,1.15,2,Air,Light,Low Fragility
516,Smartphone - Music Edition,Electronics,0.31,5,Air,Very Light,Very High Fragility
517,Smartphone - Photo Pro,Electronics,0.34,5,Air,Very Light,Very High Fragility
518,Tablet - Media,Electronics,0.63,4,Air,Light,High Fragility
519,Tablet Device - Study,Electronics,0.6,4,Air,Light,High Fragility
520,Laptop - Everyday,Electronics,2.6,5,Air,Medium,Very High Fragility
521,Headphones - On-Ear,Electronics,0.33,4,Air,Very Light,High Fragility
522,Bluetooth Speaker - Desk,Electronics,0.65,4,Road,Light,High Fragility
523,Power Bank - Pocket,Electronics,0.21,3,Air,Very Light,Medium Fragility
524,USB Flash Drive - 16GB,Electronics,0.05,2,Air,Very Light,Low Fragility
525,Router - Mini,Electronics,0.48,3,Road,Very Light,Medium Fragility
526,"LED Monitor 25""",Electronics,4.0,4,Sea,Medium,High Fragility
527,"Smart TV 48""",Electronics,9.5,4,Sea,Heavy,High Fragility
528,Graphic Tablet - Art,Electronics,1.0,4,Air,Light,High Fragility
529,Office Paper Ream - Bright,Paper Product,2.3,1,Road,Medium,Low Fragility
530,Notebook - Hard Cover,Paper Product,0.52,1,Road,Light,Low Fragility
531,Book - Fantasy,Paper Product,0.98,1,Road,Light,Low Fragility
532,Diary - Weekly,Paper Product,0.5,1,Road,Very Light,Low Fragility
533,Children Story Book - Jungle,Paper Product,0.44,1,Road,Very Light,Low Fragility
534,Coloring Book Set - Sea Life,Paper Product,1.12,1,Road,Light,Low Fragility
535,Recipe Book - Quick Snacks,Paper Product,0.66,1,Road,Light,Low Fragility
536,Planner Notebook - Daily,Paper Product,0.54,1,Air,Light,Low Fragility
537,Hardcover Novel - Adventure,Paper Product,1.02,1,Road,Light,Low Fragility
538,Magazine Bundle - Health,Paper Product,0.86,1,Road,Light,Low Fragility
539,Perfume Bottle - Musk,Cosmetics,0.23,4,Road,Very Light,High Fragility
540,Perfume Set - Elite,Cosmetics,0.85,4,Road,Light,High Fragility
541,Shampoo Bottle - Nourishing,Cosmetics,0.43,3,Road,Very Light,Medium Fragility
542,Shampoo Pack - Daily Use,Cosmetics,0.57,3,Road,Light,Medium Fragility
543,Face Serum Bottle - Repair,Cosmetics,0.17,4,Road,Very Light,High Fragility
544,Lipstick - Shine,Cosmetics,0.1,3,Road,Very Light,Medium Fragility
545,Compact Powder - Ivory,Cosmetics,0.12,3,Road,Very Light,Medium Fragility
546,Eyeshadow Kit - Party,Cosmetics,0.27,3,Road,Very Light,Medium Fragility
547,Nail Polish Set - Shimmer,Cosmetics,0.31,3,Road,Very Light,Medium Fragility
548,Sunscreen Lotion SPF60,Cosmetics,0.36,2,Road,Very Light,Low Fragility
549,Beard Oil Bottle - Sandal,Cosmetics,0.18,3,Road,Very Light,Medium Fragility
550,Hair Gel Jar - Volume,Cosmetics,0.39,2,Road,Very Light,Low Fragility
551,Medicine Pack - Balanced Diet,Pharmacy,0.16,3,Air,Very Light,Medium Fragility
552,Medicine Syrup - Kids Cough,Pharmacy,0.27,3,Air,Very Light,Medium Fragility
553,Vitamin Bottle - Multi,Pharmacy,0.28,3,Road,Very Light,Medium Fragility
554,Vitamin Box - Wellness,Pharmacy,0.54,3,Road,Light,Medium Fragility
555,First Aid Kit - Travel Plus,Pharmacy,0.65,3,Road,Light,Medium Fragility
556,Digital Thermometer - Smart,Pharmacy,0.1,3,Air,Very Light,Medium Fragility
557,Glucose Meter - Clinic,Pharmacy,0.24,3,Air,Very Light,Medium Fragility
558,Eye Drop Bottle - Refresh,Pharmacy,0.05,3,Air,Very Light,Medium Fragility
559,Nasal Spray - Night,Pharmacy,0.08,3,Air,Very Light,Medium Fragility
560,Bandage Roll - Wide,Pharmacy,0.23,2,Road,Very Light,Low Fragility
561,Water Bottle - Flip Cap,Drinkware,0.68,3,Road,Light,Medium Fragility
562,Travel Tumbler - Colored,Drinkware,0.46,3,Road,Very Light,Medium Fragility
563,Thermos Flask - Kids,Drinkware,0.65,3,Road,Light,Medium Fragility
564,Glass Bottle - Everyday,Drinkware,0.86,4,Sea,Light,High Fragility
565,Wine Bottle - Reserve White,Drinkware,1.32,4,Sea,Light,High Fragility
566,Juice Pack - Apple,Drinkware,1.0,3,Road,Light,Medium Fragility
567,Energy Drink - Lime,Drinkware,0.56,2,Road,Light,Low Fragility
568,Snack Pack - Cheese Balls,Food,0.39,2,Road,Very Light,Low Fragility
569,Snack Bag - Chili,Food,0.29,2,Road,Very Light,Low Fragility
570,Snack Box - Sharing,Food,1.15,2,Road,Light,Low Fragility
571,Chocolate Box - Nut Mix,Food,0.67,2,Air,Light,Low Fragility
572,Cereal Box - Cornflakes,Food,0.54,2,Road,Light,Low Fragility
573,Cereal Packet - Raisin,Food,0.48,2,Road,Very Light,Low Fragility
574,Tea Box - Black,Food,0.35,2,Air,Very Light,Low Fragility
575,Coffee Pack - Filter,Food,0.37,2,Air,Very Light,Low Fragility
576,Granola Pack - Classic,Food,0.6,2,Road,Light,Low Fragility
577,Instant Noodles Pack - Garlic,Food,0.51,2,Road,Light,Low Fragility
578,Rice Bag 6kg,Food,6.0,1,Sea,Heavy,Low Fragility
579,Sugar Pack 6kg,Food,6.0,1,Sea,Heavy,Low Fragility
580,Cookie Tin - Butter Almond,Food,1.25,2,Road,Light,Low Fragility
581,Protein Bar Pack - Peanut,Food,0.48,2,Road,Very Light,Low Fragility
582,Snack Mix - Nuts & Seeds,Food,0.62,2,Road,Light,Low Fragility
583,Chocolate Bag - Crisp,Food,0.45,2,Air,Very Light,Low Fragility
584,Spice Jar Set - Everyday,Food,0.9,2,Air,Light,Low Fragility
585,Frozen Veggie Pack - Broccoli,Food,1.2,2,Air,Light,Low Fragility
586,Smartphone - Rugged,Electronics,0.38,5,Air,Very Light,Very High Fragility
587,Smartphone - Student,Electronics,0.3,5,Air,Very Light,Very High Fragility
588,Tablet - Gaming,Electronics,0.68,4,Air,Light,High Fragility
589,Tablet Device - Lite,Electronics,0.56,4,Air,Light,High Fragility
590,Laptop - Student,Electronics,2.1,5,Air,Medium,Very High Fragility
591,Headphones - Bass,Electronics,0.34,4,Air,Very Light,High Fragility
592,Bluetooth Speaker - Tower,Electronics,2.2,4,Road,Medium,High Fragility
593,Power Bank - Solar,Electronics,0.33,3,Air,Very Light,Medium Fragility
594,USB Flash Drive - 8GB,Electronics,0.05,2,Air,Very Light,Low Fragility
595,Router - Long Range,Electronics,0.7,3,Road,Light,Medium Fragility
596,"LED Monitor 27"" Curved",Electronics,5.2,4,Sea,Heavy,High Fragility
597,"Smart TV 58""",Electronics,11.5,4,Sea,Heavy,High Fragility
598,Graphic Tablet - Studio,Electronics,1.3,4,Air,Light,High Fragility
599,Office Paper Ream - Recycled,Paper Product,2.0,1,Road,Light,Low Fragility
600,Notebook - Eco,Paper Product,0.44,1,Road,Very Light,Low Fragility
601,Book - Classic Literature,Paper Product,0.92,1,Road,Light,Low Fragility
602,Diary - Minimal,Paper Product,0.42,1,Road,Very Light,Low Fragility
603,Children Story Book - Heroes,Paper Product,0.46,1,Road,Very Light,Low Fragility
604,Coloring Book Set - Farm,Paper Product,1.08,1,Road,Light,Low Fragility
605,Recipe Book - Salads,Paper Product,0.64,1,Road,Light,Low Fragility
606,Planner Notebook - Compact,Paper Product,0.49,1,Air,Very Light,Low Fragility
607,Hardcover Novel - Sci-Fi,Paper Product,1.06,1,Road,Light,Low Fragility
608,Magazine Bundle - Business,Paper Product,0.89,1,Road,Light,Low Fragility
609,Perfume Bottle - Evening,Cosmetics,0.24,4,Road,Very Light,High Fragility
610,Perfume Set - Luxury,Cosmetics,0.88,4,Road,Light,High Fragility
611,Shampoo Bottle - Clarifying,Cosmetics,0.4,3,Road,Very Light,Medium Fragility
612,Shampoo Pack - Smooth,Cosmetics,0.59,3,Road,Light,Medium Fragility
613,Face Serum Bottle - Night Repair,Cosmetics,0.18,4,Road,Very Light,High Fragility
614,Lipstick - Berry,Cosmetics,0.11,3,Road,Very Light,Medium Fragility
615,Compact Powder - Warm Beige,Cosmetics,0.13,3,Road,Very Light,Medium Fragility
616,Eyeshadow Kit - Rose,Cosmetics,0.24,3,Road,Very Light,Medium Fragility
617,Nail Polish Set - Glitter Mix,Cosmetics,0.3,3,Road,Very Light,Medium Fragility
618,Sunscreen Lotion SPF25,Cosmetics,0.31,2,Road,Very Light,Low Fragility
619,Beard Oil Bottle - Classic,Cosmetics,0.16,3,Road,Very Light,Medium Fragility
620,Hair Gel Jar - Matte,Cosmetics,0.36,2,Road,Very Light,Low Fragility
621,Medicine Pack - Detox,Pharmacy,0.17,3,Air,Very Light,Medium Fragility
622,Medicine Syrup - Multi Symptoms,Pharmacy,0.33,3,Air,Very Light,Medium Fragility
623,Vitamin Bottle - Hair & Nails,Pharmacy,0.29,3,Road,Very Light,Medium Fragility
624,Vitamin Box - Bone Health,Pharmacy,0.56,3,Road,Light,Medium Fragility
625,First Aid Kit - Kids,Pharmacy,0.7,3,Road,Light,Medium Fragility
626,Digital Thermometer - Dual Mode,Pharmacy,0.1,3,Air,Very Light,Medium Fragility
627,Glucose Meter - Portable,Pharmacy,0.2,3,Air,Very Light,Medium Fragility
628,Eye Drop Bottle - Anti Itch,Pharmacy,0.05,3,Air,Very Light,Medium Fragility
629,Nasal Spray - Allergy,Pharmacy,0.08,3,Air,Very Light,Medium Fragility
630,Bandage Roll - Waterproof,Pharmacy,0.22,2,Road,Very Light,Low Fragility
631,Water Bottle - Clear,Drinkware,0.6,3,Road,Light,Medium Fragility
632,Travel Tumbler - Matte,Drinkware,0.47,3,Road,Very Light,Medium Fragility
633,Thermos Flask - Grip,Drinkware,0.69,3,Road,Light,Medium Fragility
634,Glass Bottle - Bistro,Drinkware,0.9,4,Sea,Light,High Fragility
635,Wine Bottle - Sparkling,Drinkware,1.36,4,Sea,Light,High Fragility
636,Juice Pack - Mixed Berry,Drinkware,1.03,3,Road,Light,Medium Fragility
637,Energy Drink - Tropical,Drinkware,0.57,2,Road,Light,Low Fragility
638,Snack Pack - Nachos,Food,0.4,2,Road,Very Light,Low Fragility
639,Snack Bag - Onion,Food,0.3,2,Road,Very Light,Low Fragility
640,Snack Box - Home Pack,Food,1.05,2,Road,Light,Low Fragility
641,Chocolate Box - Praline,Food,0.66,2,Air,Light,Low Fragility
642,Cereal Box - Muesli,Food,0.58,2,Road,Light,Low Fragility
643,Cereal Packet - Fruit Mix,Food,0.5,2,Road,Very Light,Low Fragility
644,Tea Box - English Breakfast,Food,0.35,2,Air,Very Light,Low Fragility
645,Coffee Pack - Espresso,Food,0.39,2,Air,Very Light,Low Fragility
646,Granola Pack - Maple,Food,0.6,2,Road,Light,Low Fragility
647,Instant Noodles Pack - Veg,Food,0.5,2,Road,Very Light,Low Fragility
648,Rice Bag 7kg,Food,7.0,1,Sea,Heavy,Low Fragility
649,Sugar Pack 7kg,Food,7.0,1,Sea,Heavy,Low Fragility
650,Cookie Tin - Premium Mix,Food,1.3,2,Road,Light,Low Fragility
651,Protein Bar Pack - Caramel,Food,0.49,2,Road,Very Light,Low Fragility
652,Snack Mix - Protein,Food,0.63,2,Road,Light,Low Fragility
653,Chocolate Bag - Hazelnut Crunch,Food,0.46,2,Air,Very Light,Low Fragility
654,Spice Jar Set - Exotic,Food,0.94,2,Air,Light,Low Fragility
655,Frozen Veggie Pack - Mixed Beans,Food,1.25,2,Air,Light,Low Fragility
656,Smartphone - Fashion,Electronics,0.32,5,Air,Very Light,Very High Fragility
657,Smartphone - Office Pro,Electronics,0.33,5,Air,Very Light,Very High Fragility
658,Tablet - Slim,Electronics,0.59,4,Air,Light,High Fragility
659,Tablet Device - Travel,Electronics,0.55,4,Air,Light,High Fragility
660,Laptop - Executive,Electronics,2.7,5,Air,Medium,Very High Fragility
661,Headphones - Travel,Electronics,0.32,4,Air,Very Light,High Fragility
662,Bluetooth Speaker - Home,Electronics,0.7,4,Road,Light,High Fragility
663,Power Bank - Dual USB,Electronics,0.25,3,Air,Very Light,Medium Fragility
664,USB Flash Drive - 512GB,Electronics,0.08,2,Air,Very Light,Low Fragility
665,Router - Smart,Electronics,0.68,3,Road,Light,Medium Fragility
666,"LED Monitor 31""",Electronics,4.6,4,Sea,Medium,High Fragility
667,"Smart TV 46""",Electronics,9.0,4,Sea,Heavy,High Fragility
668,Graphic Tablet - School,Electronics,0.95,4,Air,Light,High Fragility
669,Office Paper Ream - Heavy,Paper Product,2.7,1,Road,Medium,Low Fragility
670,Notebook - Journal,Paper Product,0.5,1,Road,Very Light,Low Fragility
671,Book - Poetry,Paper Product,0.88,1,Road,Light,Low Fragility
672,Diary - Magnetic,Paper Product,0.51,1,Road,Light,Low Fragility
673,Children Story Book - Fantasy,Paper Product,0.47,1,Road,Very Light,Low Fragility
674,Coloring Book Set - Robots,Paper Product,1.1,1,Road,Light,Low Fragility
675,Recipe Book - Soups,Paper Product,0.63,1,Road,Light,Low Fragility
676,Planner Notebook - Executive,Paper Product,0.56,1,Air,Light,Low Fragility
677,Hardcover Novel - Epic,Paper Product,1.1,1,Road,Light,Low Fragility
678,Magazine Bundle - Lifestyle,Paper Product,0.9,1,Road,Light,Low Fragility
679,Perfume Bottle - Day,Cosmetics,0.23,4,Road,Very Light,High Fragility
680,Perfume Set - Weekend,Cosmetics,0.76,4,Road,Light,High Fragility
681,Shampoo Bottle - Mild,Cosmetics,0.39,3,Road,Very Light,Medium Fragility
682,Shampoo Pack - Volume Boost,Cosmetics,0.58,3,Road,Light,Medium Fragility
683,Face Serum Bottle - Pore Tight,Cosmetics,0.17,4,Road,Very Light,High Fragility
684,Lipstick - Coral,Cosmetics,0.1,3,Road,Very Light,Medium Fragility
685,Compact Powder - Cool Beige,Cosmetics,0.12,3,Road,Very Light,Medium Fragility
686,Eyeshadow Kit - Peach,Cosmetics,0.25,3,Road,Very Light,Medium Fragility
687,Nail Polish Set - Quick Dry,Cosmetics,0.28,3,Road,Very Light,Medium Fragility
688,Sunscreen Lotion SPF10,Cosmetics,0.27,2,Road,Very Light,Low Fragility
689,Beard Oil Bottle - Fresh,Cosmetics,0.15,3,Road,Very Light,Medium Fragility
690,Hair Gel Jar - Extra Volume,Cosmetics,0.38,2,Road,Very Light,Low Fragility
691,Medicine Pack - Sleep Support,Pharmacy,0.16,3,Air,Very Light,Medium Fragility
692,Medicine Syrup - Cold & Flu,Pharmacy,0.32,3,Air,Very Light,Medium Fragility
693,Vitamin Bottle - Skin,Pharmacy,0.27,3,Road,Very Light,Medium Fragility
694,Vitamin Box - Prenatal,Pharmacy,0.55,3,Road,Light,Medium Fragility
695,First Aid Kit - Emergency,Pharmacy,0.85,3,Road,Light,Medium Fragility
696,Digital Thermometer - Clinic,Pharmacy,0.11,3,Air,Very Light,Medium Fragility
697,Glucose Meter - Standard,Pharmacy,0.22,3,Air,Very Light,Medium Fragility
