material_id,material_type,strength_mpa,weight_capacity_kg,biodegradability_percent,co2_emission_kg_per_kg,recyclability_percent,cost_per_kg,industry_use_case,source_type,confidence_level,co2_emission_norm,biodegradability_norm,recyclability_category,recyclability_score,co2_impact_index,cost_norm,strength_norm,cost_efficiency_index,material_suitability_score
221.0,Air Cushion - Virgin Plastic,35.0,10.0,1.0,3.0,50.0,60.0,Void Fill,Literature,High,0.18422841604350781,0.01,C,0.5,47.93086335825969,0.14893617021276595,0.32989690721649484,59.04803685018645,53.48945010422307
222.0,Air Cushion - Recycled Plastic,35.0,10.0,1.0,2.0,70.0,65.0,Void Fill,Estimate,Medium,0.11624745071380013,0.01,B,0.75,58.15010197144799,0.16666666666666666,0.32989690721649484,58.16151202749141,58.155806999469704
223.0,Air Cushion - Bio-based Plastic,30.0,9.0,20.0,1.4,60.0,75.0,Void Fill,Estimate,Medium,0.07545887151597551,0.2,C,0.5,57.981645139360985,0.20212765957446807,0.27835051546391754,53.811142794472474,55.89639396691673
224.0,Paper Air Cushion,10.0,6.0,80.0,0.8,88.0,50.0,Void Fill,Estimate,Medium,0.034670292318150914,0.8,B,0.75,85.11318830727396,0.11347517730496454,0.07216494845360824,47.93448855743219,66.52383843235307
225.0,Inflatable Paper-Plastic Hybrid,25.0,9.0,60.0,1.6,70.0,70.0,Void Fill,Estimate,Medium,0.08905506458191706,0.6,B,0.75,76.93779741672331,0.18439716312056736,0.2268041237113402,52.12034802953865,64.52907272313098
226.0,EPS Foam (Expanded Polystyrene),15.0,12.0,0.0,5.0,10.0,40.0,Electronics Packaging,Literature,High,0.3201903467029232,0.0,D,0.25,34.692386131883076,0.07801418439716312,0.12371134020618557,52.28485779045112,43.4886219611671
227.0,Molded EPS Corner,16.0,13.0,0.0,5.2,10.0,42.0,TV Packaging,Estimate,Medium,0.3337865397688647,0.0,D,0.25,34.14853840924542,0.0851063829787234,0.13402061855670103,52.44571177889888,43.29712509407215
228.0,Recycled EPS,15.0,12.0,0.0,3.5,30.0,38.0,Insulation,Estimate,Medium,0.21821889870836164,0.0,D,0.25,38.77124405166554,0.07092198581560284,0.12371134020618557,52.639467719529144,45.70535588559734
229.0,EPP Foam (Expanded Polypropylene),18.0,14.0,0.0,4.0,20.0,55.0,Returnable Packaging,Estimate,Medium,0.25220938137321547,0.0,D,0.25,37.41162474507138,0.13120567375886524,0.15463917525773196,51.17167507494334,44.29164991000736
230.0,Bio-based Foam,14.0,10.0,40.0,2.0,40.0,70.0,Protective Packaging,Estimate,Medium,0.11624745071380013,0.4,D,0.25,54.850101971448,0.18439716312056736,0.1134020618556701,46.45024493675513,50.65017345410156
231.0,Paper Foam,10.0,8.0,80.0,1.2,70.0,60.0,Protective Packaging,Estimate,Medium,0.06186267845003398,0.8,B,0.75,84.02549286199864,0.14893617021276595,0.07216494845360824,46.161438912042115,65.09346588702039
232.0,Molded Pulp Corner - Recycled,11.0,7.0,85.0,0.5,80.0,52.0,Electronics,Literature,High,0.014276002719238614,0.85,B,0.75,87.42895989123046,0.12056737588652482,0.08247422680412371,48.09534254587995,67.7621512185552
233.0,Molded Pulp Corner - Virgin,12.0,8.0,80.0,0.6,75.0,55.0,Appliances,Estimate,Medium,0.02107409925220938,0.8,B,0.75,85.65703602991162,0.13120567375886524,0.09278350515463918,48.078891569788695,66.86796379985016
234.0,Coconut Fiber Pad,9.0,6.0,95.0,0.4,60.0,50.0,Produce Packaging,Estimate,Medium,0.007477906186267848,0.95,C,0.5,83.20088375254929,0.11347517730496454,0.061855670103092786,47.41902463990642,65.30995419622785
235.0,Coconut Fiber Molded Pack,11.0,7.0,95.0,0.42,60.0,55.0,Fruit Trays,Estimate,Medium,0.008837525492861998,0.95,C,0.5,83.14649898028551,0.13120567375886524,0.08247422680412371,47.563427652262924,65.35496331627422
236.0,Rice Husk Composite,20.0,12.0,85.0,1.5,60.0,80.0,Reusable Tableware,Estimate,Medium,0.08225696804894629,0.85,C,0.5,77.20972127804215,0.2198581560283688,0.17525773195876287,47.76997879651971,62.48985003728093
237.0,Rice Husk Molded Tray,16.0,10.0,88.0,1.3,60.0,70.0,Frozen Foods,Estimate,Medium,0.06866077498300475,0.88,C,0.5,78.65356900067982,0.18439716312056736,0.13402061855670103,47.481172771806676,63.06737088624325
238.0,Wheat Straw Pulp Tray,14.0,10.0,90.0,0.45,75.0,55.0,Food Trays,Estimate,Medium,0.01087695445275323,0.9,B,0.75,89.06492182188987,0.13120567375886524,0.1134020618556701,49.109819404840245,69.08737061336505
239.0,Wheat Straw Molded Fiber,12.0,8.0,92.0,0.42,75.0,52.0,Produce Packaging,Estimate,Medium,0.008837525492861998,0.92,B,0.75,89.74649898028552,0.12056737588652482,0.09278350515463918,48.61080646340572,69.17865272184562
240.0,Kenaf Fiber Board,22.0,14.0,85.0,1.2,70.0,90.0,Display Packaging,Estimate,Medium,0.06186267845003398,0.85,B,0.75,85.52549286199864,0.2553191489361702,0.1958762886597938,47.027856986181185,66.27667492408992
241.0,Bagasse-Kenaf Blend Board,18.0,12.0,88.0,1.0,72.0,80.0,Food & Retail Packs,Estimate,Medium,0.04826648538409245,0.88,B,0.75,86.96934058463631,0.2198581560283688,0.15463917525773196,46.73905096146816,66.85419577305224
242.0,Bio-based Nylon Film,70.0,15.0,10.0,4.0,60.0,180.0,High Barrier Packs,Estimate,Medium,0.25220938137321547,0.1,C,0.5,47.91162474507138,0.574468085106383,0.6907216494845361,55.81267821890765,51.862151481989514
243.0,Bio-based Nylon Laminate,72.0,16.0,10.0,4.1,60.0,190.0,Retort Pouches,Estimate,Medium,0.2590074779061862,0.1,C,0.5,47.63970088375255,0.6099290780141844,0.711340206185567,55.070556408569125,51.355128646160836
244.0,Paper-Nylon Laminate,25.0,18.0,5.0,3.5,55.0,150.0,High Barrier Pouches,Estimate,Medium,0.21821889870836164,0.05,C,0.5,47.77124405166554,0.46808510638297873,0.2268041237113402,37.935950866418075,42.85359745904181
245.0,Recycled Aluminum Sheet,70.0,20.0,1.0,4.0,98.0,130.0,General Packaging,Estimate,Medium,0.25220938137321547,0.01,A,1.0,60.211624745071376,0.3971631205673759,0.6907216494845361,64.67792644585802,62.4447755954647
246.0,Aluminum-Cardboard Composite,40.0,18.0,5.0,5.0,70.0,140.0,Liquid Cartons,Estimate,Medium,0.3201903467029232,0.05,B,0.75,51.19238613188307,0.4326241134751773,0.38144329896907214,47.44095927469474,49.3166727032889
247.0,Aluminum-PET Laminate,55.0,20.0,1.0,6.0,30.0,150.0,Snack Packs,Literature,High,0.38817131203263083,0.01,D,0.25,32.27314751869477,0.46808510638297873,0.5360824742268041,53.399868392191266,42.83650795544302
248.0,Recycled Aluminum-PET Laminate,55.0,20.0,1.0,4.5,50.0,145.0,Snack Packs,Estimate,Medium,0.2861998640380693,0.01,C,0.5,43.85200543847723,0.450354609929078,0.5360824742268041,54.28639321488631,49.06919932668177
249.0,Mono-material PE Pouch,45.0,12.0,1.0,2.5,50.0,80.0,Recyclable Pouches,Literature,High,0.15023793337865396,0.01,C,0.5,49.29048266485384,0.2198581560283688,0.4329896907216495,60.656576734664036,54.97352969975894
250.0,Mono-material PP Pouch,48.0,13.0,1.0,2.4,55.0,82.0,Recyclable Pouches,Estimate,Medium,0.1434398368456832,0.01,C,0.5,49.56240652617267,0.22695035460992907,0.4639175257731959,61.84835855816334,55.70538254216801
251.0,Mono-material PET Pouch,52.0,14.0,1.0,3.2,60.0,90.0,Recyclable Pouches,Estimate,Medium,0.19782460910944935,0.01,C,0.5,47.387015635622035,0.2553191489361702,0.5051546391752577,62.491774511954375,54.939395073788205
252.0,Paper-based Pouch with Dispersion Barrier,20.0,10.0,60.0,1.1,75.0,95.0,Snacks,Estimate,Medium,0.055064581917063225,0.6,B,0.75,78.29741672331747,0.2730496453900709,0.17525773195876287,45.1104043284346,61.70391052587603
253.0,Paper-based Pouch with Bio-coating,18.0,9.0,65.0,1.0,78.0,98.0,Snacks,Estimate,Medium,0.04826648538409245,0.65,B,0.75,80.06934058463631,0.28368794326241137,0.15463917525773196,43.547561599766034,61.80845109220117
254.0,Recycled Paper-based Pouch,17.0,9.0,70.0,0.9,85.0,92.0,Dry Foods,Estimate,Medium,0.04146838885112169,0.7,B,0.75,81.84126444595513,0.2624113475177305,0.14432989690721648,44.0959274694743,62.96859595771471
255.0,Cellulose Film,30.0,7.0,85.0,0.7,70.0,110.0,Confectionery,Literature,High,0.027872195785180146,0.85,B,0.75,86.8851121685928,0.3262411347517731,0.27835051546391754,47.60546903560722,67.24529060210001
256.0,Regenerated Cellulose Film,32.0,8.0,80.0,0.75,70.0,115.0,Confectionery,Estimate,Medium,0.03127124405166554,0.8,B,0.75,85.24915023793336,0.34397163120567376,0.29896907216494845,47.749872047963734,66.49951114294855
257.0,Cellulose-BioPE Laminate,35.0,9.0,60.0,1.2,68.0,120.0,Snacks,Estimate,Medium,0.06186267845003398,0.6,C,0.5,70.52549286199864,0.3617021276595745,0.32989690721649484,48.40973897784602,59.46761591992233
258.0,Home Compostable Cellulose Film,28.0,6.0,90.0,0.65,72.0,105.0,Food Packaging,Estimate,Medium,0.02447314751869477,0.9,B,0.75,88.52107409925222,0.30851063829787234,0.25773195876288657,47.46106602325071,67.99107006125146
259.0,PLA-Cellulose Blend Film,40.0,9.0,85.0,0.6,70.0,118.0,Food Packaging,Estimate,Medium,0.02107409925220938,0.85,B,0.75,87.15703602991162,0.3546099290780142,0.38144329896907214,51.34166849455289,69.24935226223226
260.0,HDPE-Net Bag,20.0,12.0,1.0,3.0,40.0,70.0,Fruit Nets,Literature,High,0.18422841604350781,0.01,D,0.25,40.430863358259685,0.18439716312056736,0.17525773195876287,49.543028441909776,44.986945900084734
261.0,Recycled HDPE-Net Bag,20.0,12.0,1.0,2.1,60.0,75.0,Fruit Nets,Estimate,Medium,0.1230455472467709,0.01,C,0.5,50.37817811012917,0.20212765957446807,0.17525773195876287,48.65650361921474,49.51734086467195
262.0,Jute-PP Hybrid Bag,28.0,16.0,70.0,2.0,45.0,85.0,Rice & Grain Bags,Estimate,Medium,0.11624745071380013,0.7,D,0.25,63.85010197144799,0.2375886524822695,0.25773195876288657,51.00716531403086,57.42863364273943
263.0,Paper-PP Hybrid Bag,25.0,14.0,50.0,2.1,50.0,80.0,Rice & Flour Bags,Estimate,Medium,0.1230455472467709,0.5,C,0.5,65.07817811012917,0.2198581560283688,0.2268041237113402,50.34729838414857,57.71273824713887
264.0,Multiwall Paper Bag,18.0,16.0,70.0,1.2,85.0,60.0,Industrial Powders,Literature,High,0.06186267845003398,0.7,B,0.75,81.02549286199864,0.14893617021276595,0.15463917525773196,50.2851502522483,65.65532155712347
265.0,Recycled Multiwall Paper Bag,18.0,16.0,75.0,1.0,90.0,55.0,Industrial Powders,Estimate,Medium,0.04826648538409245,0.75,A,1.0,90.56934058463631,0.13120567375886524,0.15463917525773196,51.17167507494334,70.87050782978983
266.0,PE-lined Paper Bag,20.0,18.0,5.0,2.6,65.0,70.0,Cement/Grain,Estimate,Medium,0.15703602991162474,0.05,C,0.5,50.21855880353502,0.18439716312056736,0.17525773195876287,49.543028441909776,49.88079362272239
267.0,BioPE-lined Paper Bag,20.0,18.0,20.0,1.9,70.0,85.0,Cement/Grain,Estimate,Medium,0.10944935418082935,0.2,B,0.75,64.12202583276682,0.2375886524822695,0.17525773195876287,46.88345397382467,55.50273990329575
268.0,PLA-lined Paper Bag,18.0,16.0,60.0,1.2,72.0,90.0,Dry Foods,Estimate,Medium,0.06186267845003398,0.6,B,0.75,78.02549286199863,0.2553191489361702,0.15463917525773196,44.96600131607809,61.49574708903836
269.0,Glass Jar,85.0,20.0,0.0,2.4,95.0,115.0,Food/Cosmetics,Literature,High,0.1434398368456832,0.0,A,1.0,64.26240652617268,0.34397163120567376,0.845360824742268,75.06945967682972,69.6659331015012
270.0,Recycled Glass Jar,85.0,20.0,0.0,2.0,98.0,110.0,Food/Cosmetics,Estimate,Medium,0.11624745071380013,0.0,A,1.0,65.350101971448,0.3262411347517731,0.845360824742268,75.95598449952475,70.65304323548636
271.0,Lightweight Glass Jar,80.0,16.0,0.0,2.2,95.0,110.0,Spreads & Sauces,Estimate,Medium,0.12984364377974167,0.0,A,1.0,64.80625424881033,0.3262411347517731,0.7938144329896907,73.37866491189588,69.09245958035311
272.0,Tempered Glass Jar,95.0,22.0,0.0,2.6,95.0,125.0,Premium Foods,Estimate,Medium,0.15703602991162474,0.0,A,1.0,63.71855880353501,0.37943262411347517,0.9484536082474226,78.45104920669738,71.0848040051162
273.0,Glass Ampoule,70.0,8.0,0.0,2.3,95.0,130.0,Pharma,Estimate,Medium,0.13664174031271242,0.0,A,1.0,64.53433038749151,0.3971631205673759,0.6907216494845361,64.67792644585802,64.60612841667476
274.0,Returnable Glass Crate,60.0,25.0,0.0,3.0,90.0,100.0,Beverage Logistics,Estimate,Medium,0.18422841604350781,0.0,A,1.0,62.63086335825969,0.2907801418439716,0.5876288659793815,64.84243620677049,63.73664978251509
275.0,Wooden Crate,25.0,30.0,60.0,2.5,60.0,90.0,Fruit & Vegetables,Literature,High,0.15023793337865396,0.6,C,0.5,66.99048266485384,0.2553191489361702,0.2268041237113402,48.5742487387585,57.78236570180617
276.0,Recycled Wood Crate,25.0,30.0,60.0,1.8,70.0,85.0,Fruit & Vegetables,Estimate,Medium,0.1026512576478586,0.6,B,0.75,76.39394969408565,0.2375886524822695,0.2268041237113402,49.460773561453536,62.92736162776959
277.0,Plywood Crate,30.0,35.0,50.0,3.0,50.0,95.0,Heavy Machinery,Estimate,Medium,0.18422841604350781,0.5,C,0.5,62.63086335825969,0.2730496453900709,0.27835051546391754,50.26504350369233,56.447953430976014
278.0,OSB Wood Crate,28.0,32.0,55.0,2.8,55.0,92.0,General Cargo,Estimate,Medium,0.17063222297756625,0.55,C,0.5,64.67471108089735,0.2624113475177305,0.25773195876288657,49.766030562257804,57.220370821577575
279.0,Bio-based PU Foam,16.0,11.0,30.0,3.0,40.0,90.0,Protective Packaging,Estimate,Medium,0.18422841604350781,0.3,D,0.25,49.13086335825969,0.2553191489361702,0.13402061855670103,43.93507348102654,46.53296841964311
280.0,Recycled PU Foam,16.0,11.0,0.0,2.5,50.0,70.0,Furniture & Packs,Estimate,Medium,0.15023793337865396,0.0,C,0.5,48.99048266485384,0.18439716312056736,0.13402061855670103,47.481172771806676,48.235827718330256
281.0,Cork Block,20.0,10.0,95.0,0.8,70.0,85.0,Protective Inserts,Estimate,Medium,0.034670292318150914,0.95,B,0.75,89.61318830727396,0.2375886524822695,0.17525773195876287,46.88345397382467,68.24832114054931
282.0,Cork Sheet,18.0,9.0,95.0,0.75,70.0,80.0,Bottle Gaskets,Estimate,Medium,0.03127124405166554,0.95,B,0.75,89.74915023793338,0.2198581560283688,0.15463917525773196,46.73905096146816,68.24410059970077
283.0,Recycled Rubber Cushion,18.0,12.0,0.0,2.0,50.0,60.0,Shock Absorption,Estimate,Medium,0.11624745071380013,0.0,C,0.5,50.35010197144799,0.14893617021276595,0.15463917525773196,50.2851502522483,50.31762611184814
284.0,Virgin Rubber Cushion,20.0,14.0,0.0,2.5,40.0,70.0,Shock Absorption,Estimate,Medium,0.15023793337865396,0.0,D,0.25,41.49048266485384,0.18439716312056736,0.17525773195876287,49.543028441909776,45.51675555338181
285.0,Paper-Rubber Hybrid Pad,15.0,10.0,50.0,1.5,55.0,65.0,Shock & Vibration,Estimate,Medium,0.08225696804894629,0.5,C,0.5,66.70972127804215,0.16666666666666666,0.12371134020618557,47.85223367697595,57.280977477509055
286.0,Organic Cotton Pouch,18.0,7.0,95.0,0.5,75.0,110.0,Small Goods,Estimate,Medium,0.014276002719238614,0.95,B,0.75,90.42895989123045,0.3262411347517731,0.15463917525773196,41.419902025297944,65.9244309582642
287.0,Recycled Cotton Pouch,17.0,7.0,90.0,0.45,80.0,95.0,Small Goods,Estimate,Medium,0.01087695445275323,0.9,B,0.75,89.06492182188987,0.2730496453900709,0.14432989690721648,43.564012575857284,66.31446719887357
288.0,Linen Bag,22.0,10.0,95.0,0.55,78.0,105.0,Fashion Packaging,Estimate,Medium,0.017675050985724,0.95,B,0.75,90.29299796057103,0.30851063829787234,0.1958762886597938,44.368282518096066,67.33064023933355
289.0,Bio-based Polyester Fabric,25.0,12.0,20.0,2.0,50.0,120.0,Textile Bags,Estimate,Medium,0.11624745071380013,0.2,C,0.5,56.350101971448,0.3617021276595745,0.2268041237113402,43.25509980258829,49.802600887018144
290.0,Recycled Polyester Fabric,25.0,12.0,1.0,1.8,70.0,100.0,Textile Bags,Estimate,Medium,0.1026512576478586,0.01,B,0.75,58.69394969408566,0.2907801418439716,0.2268041237113402,46.80119909336843,52.74757439372705
291.0,Paper Tube - Thin Wall,14.0,8.0,75.0,0.9,90.0,50.0,Cosmetic Packaging,Estimate,Medium,0.04146838885112169,0.75,A,1.0,90.84126444595513,0.11347517730496454,0.1134020618556701,49.99634422753528,70.41880433674521
292.0,Paper Tube - Thick Wall,18.0,12.0,70.0,1.0,88.0,60.0,Powder Packs,Estimate,Medium,0.04826648538409245,0.7,B,0.75,81.56934058463631,0.14893617021276595,0.15463917525773196,50.2851502522483,65.92724541844231
293.0,Recycled Paper Tube,16.0,10.0,80.0,0.8,92.0,55.0,Gift Packs,Estimate,Medium,0.034670292318150914,0.8,A,1.0,92.61318830727396,0.13120567375886524,0.13402061855670103,50.140747239891795,71.37696777358288
294.0,PLA-Coated Paper Tube,17.0,10.0,60.0,0.95,80.0,70.0,Cosmetics,Estimate,Medium,0.04486743711760706,0.6,B,0.75,78.70530251529571,0.18439716312056736,0.14432989690721648,47.99663668933245,63.35096960231408
295.0,BioPE-Coated Paper Tube,18.0,11.0,25.0,1.2,78.0,75.0,Cosmetics,Estimate,Medium,0.06186267845003398,0.25,B,0.75,67.52549286199864,0.20212765957446807,0.15463917525773196,47.625575784163196,57.575534323080916
296.0,PE Foam Sheet,18.0,12.0,1.0,3.0,30.0,60.0,Surface Protection,Literature,High,0.18422841604350781,0.01,D,0.25,40.430863358259685,0.14893617021276595,0.15463917525773196,50.2851502522483,45.35800680525399
297.0,Recycled PE Foam Sheet,18.0,12.0,1.0,2.2,50.0,63.0,Surface Protection,Estimate,Medium,0.12984364377974167,0.01,C,0.5,50.10625424881033,0.1595744680851064,0.15463917525773196,49.75323535863128,49.92974480372081
298.0,Bio-based PE Foam Sheet,16.0,11.0,15.0,1.8,55.0,75.0,Protective Packaging,Estimate,Medium,0.1026512576478586,0.15,C,0.5,55.393949694085656,0.20212765957446807,0.13402061855670103,46.594647949111646,50.99429882159865
299.0,PET Foam Sheet,20.0,13.0,1.0,3.5,40.0,80.0,High Performance Packs,Estimate,Medium,0.21821889870836164,0.01,D,0.25,39.07124405166554,0.2198581560283688,0.17525773195876287,47.76997879651971,43.42061142409263
300.0,EVA Foam Sheet,18.0,12.0,1.0,3.2,30.0,65.0,Protective Packaging,Estimate,Medium,0.19782460910944935,0.01,D,0.25,39.88701563562203,0.16666666666666666,0.15463917525773196,49.39862542955326,44.64282053258765
301.0,PLA Foam Sheet,14.0,9.0,80.0,1.0,60.0,90.0,Protective Packaging,Estimate,Medium,0.04826648538409245,0.8,C,0.5,77.06934058463631,0.2553191489361702,0.1134020618556701,42.904145645975,59.98674311530566
302.0,Starch Loose Fill Pellets,10.0,7.0,95.0,0.5,60.0,70.0,Void Fill,Literature,High,0.014276002719238614,0.95,C,0.5,82.92895989123046,0.18439716312056736,0.07216494845360824,44.38838926665204,63.65867457894125
303.0,Paper Loose Fill,8.0,6.0,90.0,0.7,88.0,50.0,Void Fill,Estimate,Medium,0.027872195785180146,0.9,B,0.75,88.3851121685928,0.11347517730496454,0.05154639175257732,46.90356072238065,67.64433644548672
304.0,Recycled Paper Loose Fill,8.0,6.0,92.0,0.6,92.0,48.0,Void Fill,Estimate,Medium,0.02107409925220938,0.92,A,1.0,96.75703602991163,0.10638297872340426,0.05154639175257732,47.258170651458656,72.00760334068514
305.0,PLA Loose Fill,12.0,8.0,85.0,0.8,60.0,80.0,Void Fill,Estimate,Medium,0.034670292318150914,0.85,C,0.5,79.11318830727397,0.2198581560283688,0.09278350515463918,43.64626745631352,61.37972788179374
306.0,Molded Starch Foam,14.0,9.0,90.0,0.9,55.0,85.0,Protective Packaging,Estimate,Medium,0.04146838885112169,0.9,C,0.5,80.34126444595515,0.2375886524822695,0.1134020618556701,43.79067046867004,62.065967457312595
307.0,Coated Kraft Paper Sack,18.0,16.0,60.0,1.3,75.0,65.0,Industrial Goods,Estimate,Medium,0.06866077498300475,0.6,B,0.75,77.75356900067982,0.16666666666666666,0.15463917525773196,49.39862542955326,63.57609721511654
308.0,Recycled Kraft Paper Sack,16.0,14.0,70.0,1.0,85.0,60.0,Industrial Goods,Estimate,Medium,0.04826648538409245,0.7,B,0.75,81.56934058463631,0.14893617021276595,0.13402061855670103,49.25422241719675,65.41178150091653
309.0,BioBarrier Coated Sack,17.0,15.0,65.0,1.1,78.0,72.0,Food Powders,Estimate,Medium,0.055064581917063225,0.65,B,0.75,79.79741672331747,0.19148936170212766,0.14432989690721648,47.64202676025444,63.71972174178595
310.0,Paper-Clay Composite Board,20.0,16.0,80.0,1.4,70.0,85.0,Display,Estimate,Medium,0.07545887151597551,0.8,B,0.75,83.48164513936098,0.2375886524822695,0.17525773195876287,46.88345397382467,65.18254955659282
311.0,Paper-Mineral Composite Board,22.0,18.0,75.0,1.6,65.0,90.0,Print Packaging,Estimate,Medium,0.08905506458191706,0.75,C,0.5,73.93779741672331,0.2553191489361702,0.1958762886597938,47.027856986181185,60.48282720145225
312.0,Recycled Paper-Mineral Board,20.0,17.0,78.0,1.3,72.0,82.0,Print Packaging,Estimate,Medium,0.06866077498300475,0.78,B,0.75,83.15356900067982,0.22695035460992907,0.17525773195876287,47.415368867441686,65.28446893406075
313.0,HDPE Bottle - Virgin,65.0,18.0,1.0,3.1,55.0,85.0,Food/Cosmetics,Literature,High,0.19102651257647857,0.01,C,0.5,47.65893949694087,0.2375886524822695,0.6391752577319587,70.07933026248446,58.86913487971266
314.0,HDPE Bottle - Recycled,65.0,18.0,1.0,2.0,70.0,82.0,Food/Cosmetics,Estimate,Medium,0.11624745071380013,0.01,B,0.75,58.15010197144799,0.22695035460992907,0.6391752577319587,70.61124515610149,64.38067356377474
315.0,PP Bottle - Virgin,55.0,16.0,1.0,2.6,45.0,80.0,Personal Care,Literature,High,0.15703602991162474,0.01,D,0.25,41.518558803535015,0.2198581560283688,0.5360824742268041,65.81121590992176,53.664887356728386
316.0,PP Bottle - Recycled,55.0,16.0,1.0,1.9,60.0,76.0,Personal Care,Estimate,Medium,0.10944935418082935,0.01,C,0.5,50.92202583276683,0.20567375886524822,0.5360824742268041,66.5204357680778,58.72123080042232
317.0,PET Bottle - Virgin,60.0,18.0,1.0,3.0,50.0,80.0,Beverages,Literature,High,0.18422841604350781,0.01,C,0.5,47.93086335825969,0.2198581560283688,0.5876288659793815,68.38853549755063,58.15969942790517
318.0,PET Bottle - Recycled Blend,60.0,18.0,1.0,2.0,70.0,82.0,Beverages,Estimate,Medium,0.11624745071380013,0.01,B,0.75,58.15010197144799,0.22695035460992907,0.5876288659793815,68.03392556847263,63.0920137699603
319.0,Glass Dropper Bottle,70.0,10.0,0.0,2.4,95.0,130.0,Cosmetics,Estimate,Medium,0.1434398368456832,0.0,A,1.0,64.26240652617268,0.3971631205673759,0.6907216494845361,64.67792644585802,64.47016648601536
320.0,Aluminum Dropper Bottle,65.0,9.0,1.0,7.0,90.0,140.0,Cosmetics,Estimate,Medium,0.45615227736233854,0.01,A,1.0,52.053908905506454,0.4326241134751773,0.6391752577319587,60.32755721283907,56.19073305917276
321.0,Steel Drum,85.0,40.0,0.0,8.0,90.0,120.0,Bulk Liquids,Literature,High,0.5241332426920462,0.0,A,1.0,49.03467029231815,0.3617021276595745,0.845360824742268,74.18293485413467,61.60880257322641
322.0,Reconditioned Steel Drum,85.0,40.0,0.0,5.0,95.0,110.0,Bulk Liquids,Estimate,Medium,0.3201903467029232,0.0,A,1.0,57.19238613188307,0.3262411347517731,0.845360824742268,75.95598449952475,66.57418531570391
323.0,HDPE Drum,70.0,35.0,1.0,4.0,50.0,100.0,Bulk Liquids,Estimate,Medium,0.25220938137321547,0.01,C,0.5,45.211624745071376,0.2907801418439716,0.6907216494845361,69.99707538202821,57.604350063549795
324.0,Recycled HDPE Drum,70.0,35.0,1.0,3.0,65.0,95.0,Bulk Liquids,Estimate,Medium,0.18422841604350781,0.01,C,0.5,47.93086335825969,0.2730496453900709,0.6907216494845361,70.88360020472327,59.407231781491475
325.0,IBCs (HDPE Steel Cage),80.0,100.0,1.0,10.0,60.0,200.0,Bulk Liquids,Estimate,Medium,0.6600951733514616,0.01,C,0.5,28.89619306594153,0.6453900709219859,0.7938144329896907,57.42121810338524,43.15870558466339
326.0,Wooden Pallet - New,30.0,1000.0,60.0,3.0,60.0,80.0,Logistics,Literature,High,0.18422841604350781,0.6,C,0.5,65.63086335825969,0.2198581560283688,0.27835051546391754,52.92461797177743,59.277740665018555
327.0,Wooden Pallet - Recycled,30.0,1000.0,60.0,2.0,75.0,70.0,Logistics,Estimate,Medium,0.11624745071380013,0.6,B,0.75,75.850101971448,0.18439716312056736,0.27835051546391754,54.6976676171675,65.27388479430775
328.0,Plastic Pallet - HDPE,40.0,1200.0,1.0,5.0,50.0,120.0,Logistics,Estimate,Medium,0.3201903467029232,0.01,C,0.5,42.49238613188307,0.3617021276595745,0.38144329896907214,50.98705856547488,46.73972234867898
329.0,Recycled Plastic Pallet,40.0,1200.0,1.0,3.5,65.0,110.0,Logistics,Estimate,Medium,0.21821889870836164,0.01,C,0.5,46.57124405166554,0.3262411347517731,0.38144329896907214,52.760108210864956,49.66567613126524
330.0,Paper Pallet,25.0,800.0,75.0,1.5,70.0,90.0,Logistics,Estimate,Medium,0.08225696804894629,0.75,B,0.75,81.70972127804215,0.2553191489361702,0.2268041237113402,48.5742487387585,65.14198500840033
331.0,Bio-based Plastic Pallet,38.0,1100.0,20.0,3.5,55.0,130.0,Logistics,Estimate,Medium,0.21821889870836164,0.2,C,0.5,52.27124405166553,0.3971631205673759,0.36082474226804123,48.183081085033265,50.2271625683494
332.0,Aluminum Pallet,45.0,1500.0,1.0,12.0,85.0,240.0,Logistics,Estimate,Medium,0.7960571040108769,0.01,B,0.75,30.95771583956492,0.7872340425531915,0.4329896907216495,32.2877824084229,31.62274912399391
333.0,Mono-material PE Shrink Film,40.0,12.0,1.0,2.4,50.0,70.0,Shrink Bundling,Literature,High,0.1434398368456832,0.01,C,0.5,49.56240652617267,0.18439716312056736,0.38144329896907214,59.85230679242524,54.70735665929895
334.0,Recycled PE Shrink Film,40.0,12.0,1.0,1.8,65.0,68.0,Shrink Bundling,Estimate,Medium,0.1026512576478586,0.01,C,0.5,51.19394969408566,0.1773049645390071,0.38144329896907214,60.20691672150325,55.700433207794454
335.0,Mono-material PP Shrink Film,42.0,13.0,1.0,2.3,55.0,72.0,Shrink Bundling,Estimate,Medium,0.13664174031271242,0.01,C,0.5,49.8343303874915,0.19148936170212766,0.4020618556701031,60.52862469839877,55.18147754294513
336.0,Bio-based Shrink Film,35.0,11.0,20.0,1.6,55.0,90.0,Shrink Bundling,Estimate,Medium,0.08905506458191706,0.2,C,0.5,57.43779741672333,0.2553191489361702,0.32989690721649484,53.728887914016234,55.583342665369784
337.0,PaperStrap,20.0,15.0,80.0,0.9,85.0,60.0,Bundle Strapping,Estimate,Medium,0.04146838885112169,0.8,B,0.75,84.84126444595513,0.14893617021276595,0.17525773195876287,51.31607808729984,68.07867126662748
