material_id,material_type,strength_mpa,weight_capacity_kg,biodegradability_percent,co2_emission_kg_per_kg,recyclability_percent,cost_per_kg,industry_use_case,source_type,confidence_level,co2_emission_norm,biodegradability_norm,recyclability_category,recyclability_score,co2_impact_index,strength_norm,capacity_norm,cost_norm,inv_cost_norm,cost_efficiency_index
240.0,Kenaf Fiber Board,22.0,14.0,85.0,1.2,70.0,90.0,Display Packaging,Estimate,Medium,0.06186267845003398,0.85,B,0.75,85.52549286199864,0.1958762886597938,0.00801068090787717,0.2553191489361702,0.7446808510638299,30.41579750554296
241.0,Bagasse-Kenaf Blend Board,18.0,12.0,88.0,1.0,72.0,80.0,Food & Retail Packs,Estimate,Medium,0.04826648538409245,0.88,B,0.75,86.96934058463631,0.15463917525773196,0.006675567423230975,0.2198581560283688,0.7801418439716312,29.790089352155146
242.0,Bio-based Nylon Film,70.0,15.0,10.0,4.0,60.0,180.0,High Barrier Packs,Estimate,Medium,0.25220938137321547,0.1,C,0.5,47.91162474507138,0.6907216494845361,0.008678237650200267,0.574468085106383,0.42553191489361697,40.65517055569596
243.0,Bio-based Nylon Laminate,72.0,16.0,10.0,4.1,60.0,190.0,Retort Pouches,Estimate,Medium,0.2590074779061862,0.1,C,0.5,47.63970088375255,0.711340206185567,0.009345794392523364,0.6099290780141844,0.3900709219858156,40.43610973877285
244.0,Paper-Nylon Laminate,25.0,18.0,5.0,3.5,55.0,150.0,High Barrier Pouches,Estimate,Medium,0.21821889870836164,0.05,C,0.5,47.77124405166554,0.2268041237113402,0.010680907877169559,0.46808510638297873,0.5319148936170213,25.350038993279334
245.0,Recycled Aluminum Sheet,70.0,20.0,1.0,4.0,98.0,130.0,General Packaging,Estimate,Medium,0.25220938137321547,0.01,A,1.0,60.211624745071376,0.6907216494845361,0.012016021361815754,0.3971631205673759,0.6028368794326241,46.074453003214636
246.0,Aluminum-Cardboard Composite,40.0,18.0,5.0,5.0,70.0,140.0,Liquid Cartons,Estimate,Medium,0.3201903467029232,0.05,B,0.75,51.19238613188307,0.38144329896907214,0.010680907877169559,0.4326241134751773,0.5673758865248226,32.59943579082265
247.0,Aluminum-PET Laminate,55.0,20.0,1.0,6.0,30.0,150.0,Snack Packs,Literature,High,0.38817131203263083,0.01,D,0.25,32.27314751869477,0.5360824742268041,0.012016021361815754,0.46808510638297873,0.5319148936170213,37.761226418437275
248.0,Recycled Aluminum-PET Laminate,55.0,20.0,1.0,4.5,50.0,145.0,Snack Packs,Estimate,Medium,0.2861998640380693,0.01,C,0.5,43.85200543847723,0.5360824742268041,0.012016021361815754,0.450354609929078,0.549645390070922,38.293141312054296
249.0,Mono-material PE Pouch,45.0,12.0,1.0,2.5,50.0,80.0,Recyclable Pouches,Literature,High,0.15023793337865396,0.01,C,0.5,49.29048266485384,0.4329896907216495,0.006675567423230975,0.2198581560283688,0.7801418439716312,40.92410997071185
250.0,Mono-material PP Pouch,48.0,13.0,1.0,2.4,55.0,82.0,Recyclable Pouches,Estimate,Medium,0.1434398368456832,0.01,C,0.5,49.56240652617267,0.4639175257731959,0.007343124165554072,0.22695035460992907,0.7730496453900709,41.96848411759658
251.0,Mono-material PET Pouch,52.0,14.0,1.0,3.2,60.0,90.0,Recyclable Pouches,Estimate,Medium,0.19782460910944935,0.01,C,0.5,47.387015635622035,0.5051546391752577,0.00801068090787717,0.2553191489361702,0.7446808510638299,42.78693152616152
252.0,Paper-based Pouch with Dispersion Barrier,20.0,10.0,60.0,1.1,75.0,95.0,Snacks,Estimate,Medium,0.055064581917063225,0.6,B,0.75,78.29741672331747,0.17525773195876287,0.0053404539385847796,0.2730496453900709,0.7269503546099291,28.979033534805932
253.0,Paper-based Pouch with Bio-coating,18.0,9.0,65.0,1.0,78.0,98.0,Snacks,Estimate,Medium,0.04826648538409245,0.65,B,0.75,80.06934058463631,0.15463917525773196,0.004672897196261682,0.28368794326241137,0.7163120567375887,27.815115628324786
254.0,Recycled Paper-based Pouch,17.0,9.0,70.0,0.9,85.0,92.0,Dry Foods,Estimate,Medium,0.04146838885112169,0.7,B,0.75,81.84126444595513,0.14432989690721648,0.004672897196261682,0.2624113475177305,0.7375886524822695,28.041042366644593
255.0,Cellulose Film,30.0,7.0,85.0,0.7,70.0,110.0,Confectionery,Literature,High,0.027872195785180146,0.85,B,0.75,86.8851121685928,0.27835051546391754,0.0033377837116154874,0.3262411347517731,0.6737588652482269,31.44692008735197
256.0,Regenerated Cellulose Film,32.0,8.0,80.0,0.75,70.0,115.0,Confectionery,Estimate,Medium,0.03127124405166554,0.8,B,0.75,85.24915023793336,0.29896907216494845,0.004005340453938585,0.34397163120567376,0.6560283687943262,31.759774164045883
257.0,Cellulose-BioPE Laminate,35.0,9.0,60.0,1.2,68.0,120.0,Snacks,Estimate,Medium,0.06186267845003398,0.6,C,0.5,70.52549286199864,0.32989690721649484,0.004672897196261682,0.3617021276595745,0.6382978723404256,32.484999374760406
258.0,Home Compostable Cellulose Film,28.0,6.0,90.0,0.65,72.0,105.0,Food Packaging,Estimate,Medium,0.02447314751869477,0.9,B,0.75,88.52107409925222,0.25773195876288657,0.0026702269692923898,0.30851063829787234,0.6914893617021276,31.134066010658064
259.0,PLA-Cellulose Blend Film,40.0,9.0,85.0,0.6,70.0,118.0,Food Packaging,Estimate,Medium,0.02107409925220938,0.85,B,0.75,87.15703602991162,0.38144329896907214,0.004672897196261682,0.3546099290780142,0.6453900709219857,34.75962100231031
260.0,HDPE-Net Bag,20.0,12.0,1.0,3.0,40.0,70.0,Fruit Nets,Literature,High,0.18422841604350781,0.01,D,0.25,40.430863358259685,0.17525773195876287,0.006675567423230975,0.18439716312056736,0.8156028368794326,31.67866140743042
261.0,Recycled HDPE-Net Bag,20.0,12.0,1.0,2.1,60.0,75.0,Fruit Nets,Estimate,Medium,0.1230455472467709,0.01,C,0.5,50.37817811012917,0.17525773195876287,0.006675567423230975,0.20212765957446807,0.7978723404255319,31.1467465138134
262.0,Jute-PP Hybrid Bag,28.0,16.0,70.0,2.0,45.0,85.0,Rice & Grain Bags,Estimate,Medium,0.11624745071380013,0.7,D,0.25,63.85010197144799,0.25773195876288657,0.009345794392523364,0.2375886524822695,0.7624113475177305,33.46199260782308
263.0,Paper-PP Hybrid Bag,25.0,14.0,50.0,2.1,50.0,80.0,Rice & Flour Bags,Estimate,Medium,0.1230455472467709,0.5,C,0.5,65.07817811012917,0.2268041237113402,0.00801068090787717,0.2198581560283688,0.7801418439716312,32.71674069483886
264.0,Multiwall Paper Bag,18.0,16.0,70.0,1.2,85.0,60.0,Industrial Powders,Literature,High,0.06186267845003398,0.7,B,0.75,81.02549286199864,0.15463917525773196,0.009345794392523364,0.14893617021276595,0.851063829787234,31.997855735701997
265.0,Recycled Multiwall Paper Bag,18.0,16.0,75.0,1.0,90.0,55.0,Industrial Powders,Estimate,Medium,0.04826648538409245,0.75,A,1.0,90.56934058463631,0.15463917525773196,0.009345794392523364,0.13120567375886524,0.8687943262411347,32.529770629319025
266.0,PE-lined Paper Bag,20.0,18.0,5.0,2.6,65.0,70.0,Cement/Grain,Estimate,Medium,0.15703602991162474,0.05,C,0.5,50.21855880353502,0.17525773195876287,0.010680907877169559,0.18439716312056736,0.8156028368794326,31.798821621048578
267.0,BioPE-lined Paper Bag,20.0,18.0,20.0,1.9,70.0,85.0,Cement/Grain,Estimate,Medium,0.10944935418082935,0.2,B,0.75,64.12202583276682,0.17525773195876287,0.010680907877169559,0.2375886524822695,0.7624113475177305,30.203076940197516
268.0,PLA-lined Paper Bag,18.0,16.0,60.0,1.2,72.0,90.0,Dry Foods,Estimate,Medium,0.06186267845003398,0.6,B,0.75,78.02549286199863,0.15463917525773196,0.009345794392523364,0.2553191489361702,0.7446808510638299,28.806366373999875
269.0,Glass Jar,85.0,20.0,0.0,2.4,95.0,115.0,Food/Cosmetics,Literature,High,0.1434398368456832,0.0,A,1.0,64.26240652617268,0.845360824742268,0.012016021361815754,0.34397163120567376,0.6560283687943262,53.85576469437498
270.0,Recycled Glass Jar,85.0,20.0,0.0,2.0,98.0,110.0,Food/Cosmetics,Estimate,Medium,0.11624745071380013,0.0,A,1.0,65.350101971448,0.845360824742268,0.012016021361815754,0.3262411347517731,0.6737588652482269,54.387679587992
271.0,Lightweight Glass Jar,80.0,16.0,0.0,2.2,95.0,110.0,Spreads & Sauces,Estimate,Medium,0.12984364377974167,0.0,A,1.0,64.80625424881033,0.7938144329896907,0.009345794392523364,0.3262411347517731,0.6737588652482269,52.24571710881013
272.0,Tempered Glass Jar,95.0,22.0,0.0,2.6,95.0,125.0,Premium Foods,Estimate,Medium,0.15703602991162474,0.0,A,1.0,63.71855880353501,0.9484536082474226,0.01335113484646195,0.37943262411347517,0.6205673758865249,56.95569965188652
273.0,Glass Ampoule,70.0,8.0,0.0,2.3,95.0,130.0,Pharma,Estimate,Medium,0.13664174031271242,0.0,A,1.0,64.53433038749151,0.6907216494845361,0.004005340453938585,0.3971631205673759,0.6028368794326241,45.83413257597832
274.0,Returnable Glass Crate,60.0,25.0,0.0,3.0,90.0,100.0,Beverage Logistics,Estimate,Medium,0.18422841604350781,0.0,A,1.0,62.63086335825969,0.5876288659793815,0.015353805073431242,0.2907801418439716,0.7092198581560284,45.24236453605905
275.0,Wooden Crate,25.0,30.0,60.0,2.5,60.0,90.0,Fruit & Vegetables,Literature,High,0.15023793337865396,0.6,C,0.5,66.99048266485384,0.2268041237113402,0.018691588785046728,0.2553191489361702,0.7446808510638299,31.973338143919904
276.0,Recycled Wood Crate,25.0,30.0,60.0,1.8,70.0,85.0,Fruit & Vegetables,Estimate,Medium,0.1026512576478586,0.6,B,0.75,76.39394969408565,0.2268041237113402,0.018691588785046728,0.2375886524822695,0.7624113475177305,32.505253037536924
277.0,Plywood Crate,30.0,35.0,50.0,3.0,50.0,95.0,Heavy Machinery,Estimate,Medium,0.18422841604350781,0.5,C,0.5,62.63086335825969,0.27835051546391754,0.022029372496662217,0.2730496453900709,0.7269503546099291,33.603412431754435
278.0,OSB Wood Crate,28.0,32.0,55.0,2.8,55.0,92.0,General Cargo,Estimate,Medium,0.17063222297756625,0.55,C,0.5,64.67471108089735,0.25773195876288657,0.020026702269692925,0.2624113475177305,0.7375886524822695,33.037738993074335
279.0,Bio-based PU Foam,16.0,11.0,30.0,3.0,40.0,90.0,Protective Packaging,Estimate,Medium,0.18422841604350781,0.3,D,0.25,49.13086335825969,0.13402061855670103,0.006008010680907877,0.2553191489361702,0.7446808510638299,27.881490594610174
280.0,Recycled PU Foam,16.0,11.0,0.0,2.5,50.0,70.0,Furniture & Packs,Estimate,Medium,0.15023793337865396,0.0,C,0.5,48.99048266485384,0.13402061855670103,0.006008010680907877,0.18439716312056736,0.8156028368794326,30.009150169078254
281.0,Cork Block,20.0,10.0,95.0,0.8,70.0,85.0,Protective Inserts,Estimate,Medium,0.034670292318150914,0.95,B,0.75,89.61318830727396,0.17525773195876287,0.0053404539385847796,0.2375886524822695,0.7624113475177305,30.042863322039974
282.0,Cork Sheet,18.0,9.0,95.0,0.75,70.0,80.0,Bottle Gaskets,Estimate,Medium,0.03127124405166554,0.95,B,0.75,89.74915023793338,0.15463917525773196,0.004672897196261682,0.2198581560283688,0.7801418439716312,29.730009245346068
283.0,Recycled Rubber Cushion,18.0,12.0,0.0,2.0,50.0,60.0,Shock Absorption,Estimate,Medium,0.11624745071380013,0.0,C,0.5,50.35010197144799,0.15463917525773196,0.006675567423230975,0.14893617021276595,0.851063829787234,31.917748926623226
284.0,Virgin Rubber Cushion,20.0,14.0,0.0,2.5,40.0,70.0,Shock Absorption,Estimate,Medium,0.15023793337865396,0.0,D,0.25,41.49048266485384,0.17525773195876287,0.00801068090787717,0.18439716312056736,0.8156028368794326,31.718714811969807
285.0,Paper-Rubber Hybrid Pad,15.0,10.0,50.0,1.5,55.0,65.0,Shock & Vibration,Estimate,Medium,0.08225696804894629,0.5,C,0.5,66.70972127804215,0.12371134020618557,0.0053404539385847796,0.16666666666666666,0.8333333333333334,30.108667226404968
286.0,Organic Cotton Pouch,18.0,7.0,95.0,0.5,75.0,110.0,Small Goods,Estimate,Medium,0.014276002719238614,0.95,B,0.75,90.42895989123045,0.15463917525773196,0.0033377837116154874,0.3262411347517731,0.6737588652482269,26.49846647910455
287.0,Recycled Cotton Pouch,17.0,7.0,90.0,0.45,80.0,95.0,Small Goods,Estimate,Medium,0.01087695445275323,0.9,B,0.75,89.06492182188987,0.14432989690721648,0.0033377837116154874,0.2730496453900709,0.7269503546099291,27.681840025934996
288.0,Linen Bag,22.0,10.0,95.0,0.55,78.0,105.0,Fashion Packaging,Estimate,Medium,0.017675050985724,0.95,B,0.75,90.29299796057103,0.1958762886597938,0.0053404539385847796,0.30851063829787234,0.6914893617021276,28.73994601561312
289.0,Bio-based Polyester Fabric,25.0,12.0,20.0,2.0,50.0,120.0,Textile Bags,Estimate,Medium,0.11624745071380013,0.2,C,0.5,56.350101971448,0.2268041237113402,0.006675567423230975,0.3617021276595745,0.6382978723404256,28.421368141363303
290.0,Recycled Polyester Fabric,25.0,12.0,1.0,1.8,70.0,100.0,Textile Bags,Estimate,Medium,0.1026512576478586,0.01,B,0.75,58.69394969408566,0.2268041237113402,0.006675567423230975,0.2907801418439716,0.7092198581560284,30.54902771583139
291.0,Paper Tube - Thin Wall,14.0,8.0,75.0,0.9,90.0,50.0,Cosmetic Packaging,Estimate,Medium,0.04146838885112169,0.75,A,1.0,90.84126444595513,0.1134020618556701,0.004005340453938585,0.11347517730496454,0.8865248226950355,31.251987368696028
292.0,Paper Tube - Thick Wall,18.0,12.0,70.0,1.0,88.0,60.0,Powder Packs,Estimate,Medium,0.04826648538409245,0.7,B,0.75,81.56934058463631,0.15463917525773196,0.006675567423230975,0.14893617021276595,0.851063829787234,31.917748926623226
293.0,Recycled Paper Tube,16.0,10.0,80.0,0.8,92.0,55.0,Gift Packs,Estimate,Medium,0.034670292318150914,0.8,A,1.0,92.61318830727396,0.13402061855670103,0.0053404539385847796,0.13120567375886524,0.8687943262411347,31.584868147659623
294.0,PLA-Coated Paper Tube,17.0,10.0,60.0,0.95,80.0,70.0,Cosmetics,Estimate,Medium,0.04486743711760706,0.6,B,0.75,78.70530251529571,0.14432989690721648,0.0053404539385847796,0.18439716312056736,0.8156028368794326,30.401494600829178
295.0,BioPE-Coated Paper Tube,18.0,11.0,25.0,1.2,78.0,75.0,Cosmetics,Estimate,Medium,0.06186267845003398,0.25,B,0.75,67.52549286199864,0.15463917525773196,0.006008010680907877,0.20212765957446807,0.7978723404255319,30.301977543502467
296.0,PE Foam Sheet,18.0,12.0,1.0,3.0,30.0,60.0,Surface Protection,Literature,High,0.18422841604350781,0.01,D,0.25,40.430863358259685,0.15463917525773196,0.006675567423230975,0.14893617021276595,0.851063829787234,31.917748926623226
297.0,Recycled PE Foam Sheet,18.0,12.0,1.0,2.2,50.0,63.0,Surface Protection,Estimate,Medium,0.12984364377974167,0.01,C,0.5,50.10625424881033,0.15463917525773196,0.006675567423230975,0.1595744680851064,0.8404255319148937,31.598599990453014
298.0,Bio-based PE Foam Sheet,16.0,11.0,15.0,1.8,55.0,75.0,Protective Packaging,Estimate,Medium,0.1026512576478586,0.15,C,0.5,55.393949694085656,0.13402061855670103,0.006008010680907877,0.20212765957446807,0.7978723404255319,29.477235275461233
299.0,PET Foam Sheet,20.0,13.0,1.0,3.5,40.0,80.0,High Performance Packs,Estimate,Medium,0.21821889870836164,0.01,D,0.25,39.07124405166554,0.17525773195876287,0.007343124165554072,0.2198581560283688,0.7801418439716312,30.634858322466073
300.0,EVA Foam Sheet,18.0,12.0,1.0,3.2,30.0,65.0,Protective Packaging,Estimate,Medium,0.19782460910944935,0.01,D,0.25,39.88701563562203,0.15463917525773196,0.006675567423230975,0.16666666666666666,0.8333333333333334,31.385834033006212
301.0,PLA Foam Sheet,14.0,9.0,80.0,1.0,60.0,90.0,Protective Packaging,Estimate,Medium,0.04826648538409245,0.8,C,0.5,77.06934058463631,0.1134020618556701,0.004672897196261682,0.2553191489361702,0.7446808510638299,27.01669492202955
302.0,Starch Loose Fill Pellets,10.0,7.0,95.0,0.5,60.0,70.0,Void Fill,Literature,High,0.014276002719238614,0.95,C,0.5,82.92895989123046,0.07216494845360824,0.0033377837116154874,0.18439716312056736,0.8156028368794326,27.454816555875773
303.0,Paper Loose Fill,8.0,6.0,90.0,0.7,88.0,50.0,Void Fill,Estimate,Medium,0.027872195785180146,0.9,B,0.75,88.3851121685928,0.05154639175257732,0.0026702269692923898,0.11347517730496454,0.8865248226950355,28.737707160032926
304.0,Recycled Paper Loose Fill,8.0,6.0,92.0,0.6,92.0,48.0,Void Fill,Estimate,Medium,0.02107409925220938,0.92,A,1.0,96.75703602991163,0.05154639175257732,0.0026702269692923898,0.10638297872340426,0.8936170212765957,28.950473117479735
305.0,PLA Loose Fill,12.0,8.0,85.0,0.8,60.0,80.0,Void Fill,Estimate,Medium,0.034670292318150914,0.85,C,0.5,79.11318830727397,0.09278350515463918,0.004005340453938585,0.2198581560283688,0.7801418439716312,27.235755738952662
306.0,Molded Starch Foam,14.0,9.0,90.0,0.9,55.0,85.0,Protective Packaging,Estimate,Medium,0.04146838885112169,0.9,C,0.5,80.34126444595515,0.1134020618556701,0.004672897196261682,0.2375886524822695,0.7624113475177305,27.548609815646568
307.0,Coated Kraft Paper Sack,18.0,16.0,60.0,1.3,75.0,65.0,Industrial Goods,Estimate,Medium,0.06866077498300475,0.6,B,0.75,77.75356900067982,0.15463917525773196,0.009345794392523364,0.16666666666666666,0.8333333333333334,31.465940842084983
308.0,Recycled Kraft Paper Sack,16.0,14.0,70.0,1.0,85.0,60.0,Industrial Goods,Estimate,Medium,0.04826648538409245,0.7,B,0.75,81.56934058463631,0.13402061855670103,0.00801068090787717,0.14893617021276595,0.851063829787234,31.133060063121377
309.0,BioBarrier Coated Sack,17.0,15.0,65.0,1.1,78.0,72.0,Food Powders,Estimate,Medium,0.055064581917063225,0.65,B,0.75,79.79741672331747,0.14432989690721648,0.008678237650200267,0.19148936170212766,0.8085106382978724,30.28886215473084
310.0,Paper-Clay Composite Board,20.0,16.0,80.0,1.4,70.0,85.0,Display,Estimate,Medium,0.07545887151597551,0.8,B,0.75,83.48164513936098,0.17525773195876287,0.009345794392523364,0.2375886524822695,0.7624113475177305,30.16302353565813
311.0,Paper-Mineral Composite Board,22.0,18.0,75.0,1.6,65.0,90.0,Print Packaging,Estimate,Medium,0.08905506458191706,0.75,C,0.5,73.93779741672331,0.1958762886597938,0.010680907877169559,0.2553191489361702,0.7446808510638299,30.495904314621736
312.0,Recycled Paper-Mineral Board,20.0,17.0,78.0,1.3,72.0,82.0,Print Packaging,Estimate,Medium,0.06866077498300475,0.78,B,0.75,83.15356900067982,0.17525773195876287,0.010013351134846462,0.22695035460992907,0.7730496453900709,30.50219917409804
313.0,HDPE Bottle - Virgin,65.0,18.0,1.0,3.1,55.0,85.0,Food/Cosmetics,Literature,High,0.19102651257647857,0.01,C,0.5,47.65893949694087,0.6391752577319587,0.010680907877169559,0.2375886524822695,0.7624113475177305,48.75977797112535
314.0,HDPE Bottle - Recycled,65.0,18.0,1.0,2.0,70.0,82.0,Food/Cosmetics,Estimate,Medium,0.11624745071380013,0.01,B,0.75,58.15010197144799,0.6391752577319587,0.010680907877169559,0.22695035460992907,0.7730496453900709,49.07892690729556
315.0,PP Bottle - Virgin,55.0,16.0,1.0,2.6,45.0,80.0,Personal Care,Literature,High,0.15703602991162474,0.01,D,0.25,41.518558803535015,0.5360824742268041,0.009345794392523364,0.2198581560283688,0.7801418439716312,45.12792811999681
316.0,PP Bottle - Recycled,55.0,16.0,1.0,1.9,60.0,76.0,Personal Care,Estimate,Medium,0.10944935418082935,0.01,C,0.5,50.92202583276683,0.5360824742268041,0.009345794392523364,0.20567375886524822,0.7943262411347518,45.55346003489043
317.0,PET Bottle - Virgin,60.0,18.0,1.0,3.0,50.0,80.0,Beverages,Literature,High,0.18422841604350781,0.01,C,0.5,47.93086335825969,0.5876288659793815,0.010680907877169559,0.2198581560283688,0.7801418439716312,47.22983719463929
318.0,PET Bottle - Recycled Blend,60.0,18.0,1.0,2.0,70.0,82.0,Beverages,Estimate,Medium,0.11624745071380013,0.01,B,0.75,58.15010197144799,0.5876288659793815,0.010680907877169559,0.22695035460992907,0.7730496453900709,47.017071237192475
319.0,Glass Dropper Bottle,70.0,10.0,0.0,2.4,95.0,130.0,Cosmetics,Estimate,Medium,0.1434398368456832,0.0,A,1.0,64.26240652617268,0.6907216494845361,0.0053404539385847796,0.3971631205673759,0.6028368794326241,45.87418598051771
320.0,Aluminum Dropper Bottle,65.0,9.0,1.0,7.0,90.0,140.0,Cosmetics,Estimate,Medium,0.45615227736233854,0.01,A,1.0,52.053908905506454,0.6391752577319587,0.004672897196261682,0.4326241134751773,0.5673758865248226,42.72847382091088
321.0,Steel Drum,85.0,40.0,0.0,8.0,90.0,120.0,Bulk Liquids,Literature,High,0.5241332426920462,0.0,A,1.0,49.03467029231815,0.845360824742268,0.025367156208277702,0.3617021276595745,0.6382978723404256,53.72438384615181
322.0,Reconditioned Steel Drum,85.0,40.0,0.0,5.0,95.0,110.0,Bulk Liquids,Estimate,Medium,0.3201903467029232,0.0,A,1.0,57.19238613188307,0.845360824742268,0.025367156208277702,0.3262411347517731,0.6737588652482269,54.788213633385865
323.0,HDPE Drum,70.0,35.0,1.0,4.0,50.0,100.0,Bulk Liquids,Estimate,Medium,0.25220938137321547,0.01,C,0.5,45.211624745071376,0.6907216494845361,0.022029372496662217,0.2907801418439716,0.7092198581560284,49.56634289896217
324.0,Recycled HDPE Drum,70.0,35.0,1.0,3.0,65.0,95.0,Bulk Liquids,Estimate,Medium,0.18422841604350781,0.01,C,0.5,47.93086335825969,0.6907216494845361,0.022029372496662217,0.2730496453900709,0.7269503546099291,50.09825779257918
325.0,IBCs (HDPE Steel Cage),80.0,100.0,1.0,10.0,60.0,200.0,Bulk Liquids,Estimate,Medium,0.6600951733514616,0.01,C,0.5,28.89619306594153,0.7938144329896907,0.06542056074766354,0.6453900709219859,0.35460992907801414,44.35349201435796
326.0,Wooden Pallet - New,30.0,1000.0,60.0,3.0,60.0,80.0,Logistics,Literature,High,0.18422841604350781,0.6,C,0.5,65.63086335825969,0.27835051546391754,0.6662216288384513,0.2198581560283688,0.7801418439716312,54.524924802859175
327.0,Wooden Pallet - Recycled,30.0,1000.0,60.0,2.0,75.0,70.0,Logistics,Estimate,Medium,0.11624745071380013,0.6,B,0.75,75.850101971448,0.27835051546391754,0.6662216288384513,0.18439716312056736,0.8156028368794326,55.58875459009322
328.0,Plastic Pallet - HDPE,40.0,1200.0,1.0,5.0,50.0,120.0,Logistics,Estimate,Medium,0.3201903467029232,0.01,C,0.5,42.49238613188307,0.38144329896907214,0.7997329773030708,0.3617021276595745,0.6382978723404256,58.39865744806778
329.0,Recycled Plastic Pallet,40.0,1200.0,1.0,3.5,65.0,110.0,Logistics,Estimate,Medium,0.21821889870836164,0.01,C,0.5,46.57124405166554,0.38144329896907214,0.7997329773030708,0.3262411347517731,0.6737588652482269,59.46248723530182
330.0,Paper Pallet,25.0,800.0,75.0,1.5,70.0,90.0,Logistics,Estimate,Medium,0.08225696804894629,0.75,B,0.75,81.70972127804215,0.2268041237113402,0.5327102803738317,0.2553191489361702,0.7446808510638299,47.393898891583454
331.0,Bio-based Plastic Pallet,38.0,1100.0,20.0,3.5,55.0,130.0,Logistics,Estimate,Medium,0.21821889870836164,0.2,C,0.5,52.27124405166553,0.36082474226804123,0.732977303070761,0.3971631205673759,0.6028368794326241,54.507415165823204
332.0,Aluminum Pallet,45.0,1500.0,1.0,12.0,85.0,240.0,Logistics,Estimate,Medium,0.7960571040108769,0.01,B,0.75,30.95771583956492,0.4329896907216495,1.0,0.7872340425531915,0.21276595744680848,53.70256635227023
333.0,Mono-material PE Shrink Film,40.0,12.0,1.0,2.4,50.0,70.0,Shrink Bundling,Literature,High,0.1434398368456832,0.01,C,0.5,49.56240652617267,0.38144329896907214,0.006675567423230975,0.18439716312056736,0.8156028368794326,39.926084087842796
334.0,Recycled PE Shrink Film,40.0,12.0,1.0,1.8,65.0,68.0,Shrink Bundling,Estimate,Medium,0.1026512576478586,0.01,C,0.5,51.19394969408566,0.38144329896907214,0.006675567423230975,0.1773049645390071,0.8226950354609929,40.1388500452896
335.0,Mono-material PP Shrink Film,42.0,13.0,1.0,2.3,55.0,72.0,Shrink Bundling,Estimate,Medium,0.13664174031271242,0.01,C,0.5,49.8343303874915,0.4020618556701031,0.007343124165554072,0.19148936170212766,0.8085106382978724,40.55808710070692
336.0,Bio-based Shrink Film,35.0,11.0,20.0,1.6,55.0,90.0,Shrink Bundling,Estimate,Medium,0.08905506458191706,0.2,C,0.5,57.43779741672333,0.32989690721649484,0.006008010680907877,0.2553191489361702,0.7446808510638299,35.71654214100193
337.0,PaperStrap,20.0,15.0,80.0,0.9,85.0,60.0,Bundle Strapping,Estimate,Medium,0.04146838885112169,0.8,B,0.75,84.84126444595513,0.17525773195876287,0.008678237650200267,0.14893617021276595,0.851063829787234,32.80257130147354
338.0,PP Strap,55.0,20.0,1.0,2.5,30.0,50.0,Bundle Strapping,Literature,High,0.15023793337865396,0.01,D,0.25,41.79048266485385,0.5360824742268041,0.012016021361815754,0.11347517730496454,0.8865248226950355,48.3995242907777
339.0,Recycled PP Strap,55.0,20.0,1.0,1.8,50.0,48.0,Bundle Strapping,Estimate,Medium,0.1026512576478586,0.01,C,0.5,51.19394969408566,0.5360824742268041,0.012016021361815754,0.10638297872340426,0.8936170212765957,48.61229024822451
340.0,Polyester Strap (PET),65.0,25.0,1.0,3.0,40.0,70.0,Heavy Strapping,Estimate,Medium,0.18422841604350781,0.01,D,0.25,40.430863358259685,0.6391752577319587,0.015353805073431242,0.18439716312056736,0.8156028368794326,50.49570956786427
341.0,Recycled PET Strap,65.0,25.0,1.0,2.0,60.0,68.0,Heavy Strapping,Estimate,Medium,0.11624745071380013,0.01,C,0.5,50.650101971447995,0.6391752577319587,0.015353805073431242,0.1773049645390071,0.8226950354609929,50.70847552531107
342.0,Steel Strap,80.0,30.0,0.0,6.0,90.0,90.0,Heavy Strapping,Literature,High,0.38817131203263083,0.0,A,1.0,54.473147518694766,0.7938144329896907,0.018691588785046728,0.2553191489361702,0.7446808510638299,54.65375051505392
343.0,Bio-based Strap,40.0,12.0,30.0,1.7,60.0,80.0,Light Bundling,Estimate,Medium,0.09585316111488781,0.3,C,0.5,60.165873555404495,0.38144329896907214,0.006675567423230975,0.2198581560283688,0.7801418439716312,38.862254300608754
344.0,Paper Tape - Virgin,12.0,5.0,80.0,0.8,85.0,40.0,Box Sealing,Literature,High,0.034670292318150914,0.8,B,0.75,85.11318830727396,0.09278350515463918,0.0020026702269692926,0.07801418439716312,0.9219858156028369,31.43099478107975
345.0,Paper Tape - Recycled,12.0,5.0,82.0,0.6,90.0,38.0,Box Sealing,Estimate,Medium,0.02107409925220938,0.82,A,1.0,93.75703602991163,0.09278350515463918,0.0020026702269692926,0.07092198581560284,0.9290780141843972,31.64376073852656
346.0,Plastic Tape - PP,25.0,6.0,1.0,2.3,30.0,35.0,Box Sealing,Literature,High,0.13664174031271242,0.01,D,0.25,42.334330387491505,0.2268041237113402,0.0026702269692923898,0.06028368794326241,0.9397163120567376,37.34376111923451
347.0,Plastic Tape - Recycled,25.0,6.0,1.0,1.7,50.0,34.0,Box Sealing,Estimate,Medium,0.09585316111488781,0.01,C,0.5,51.465873555404485,0.2268041237113402,0.0026702269692923898,0.05673758865248227,0.9432624113475178,37.45014409795792
