strength_mpa,weight_capacity_kg,biodegradability_percent,co2_emission_kg_per_kg,recyclability_percent,cost_per_kg,industry_use_case,source_type,confidence_level,co2_emission_norm,biodegradability_norm,recyclability_category,recyclability_score,co2_impact_index,cost_norm,strength_norm,cost_efficiency_index
50.0,10.0,78.0,0.56,68.0,123.0,Meals,Estimate,Medium,0.018354860639021,0.78,C,0.5,77.66580557443916,0.3723404255319149,0.4845360824742268,55.6097828471156
15.0,12.0,5.0,0.8,95.0,39.0,E-commerce,Estimate,Medium,0.0346702923181509,0.05,A,1.0,70.11318830727397,0.0744680851063829,0.1237113402061855,52.462162754990125
16.0,15.0,5.0,0.82,95.0,41.0,E-commerce,Literature,High,0.036029911624745,0.05,A,1.0,70.0588035350102,0.0815602836879432,0.134020618556701,52.62301674343789
17.0,18.0,5.0,0.85,95.0,43.0,E-commerce,Estimate,Medium,0.0380693405846363,0.05,A,1.0,69.97722637661454,0.0886524822695035,0.1443298969072164,52.78387073188565
18.0,22.0,5.0,0.9,93.0,45.0,Appliances,Estimate,Medium,0.0414683888511216,0.05,A,1.0,69.84126444595513,0.0957446808510638,0.1546391752577319,52.94472472033341
14.0,12.0,5.0,0.78,96.0,38.0,Document Storage,Estimate,Medium,0.0333106730115567,0.05,A,1.0,70.16757307953773,0.0709219858156028,0.1134020618556701,52.12400380200336
16.0,10.0,90.0,0.4,80.0,60.0,Food Packaging,Literature,High,0.0074779061862678,0.9,B,0.75,89.20088375254929,0.1489361702127659,0.134020618556701,49.25422241719675
18.0,12.0,88.0,0.42,78.0,65.0,Takeaway Food,Estimate,Medium,0.0088375254928619,0.88,B,0.75,88.54649898028552,0.1666666666666666,0.1546391752577319,49.39862542955326
14.0,8.0,85.0,0.45,80.0,58.0,Hot Cups,Estimate,Medium,0.0108769544527532,0.85,B,0.75,87.56492182188987,0.1418439716312056,0.1134020618556701,48.57790451122322
15.0,9.0,88.0,0.43,78.0,62.0,Electronics Packaging,Estimate,Medium,0.009517335146159,0.88,B,0.75,88.51930659415365,0.1560283687943262,0.1237113402061855,48.38414857059297
13.0,7.0,92.0,0.39,82.0,57.0,Disposable Tableware,Estimate,Medium,0.0067980965329707,0.92,B,0.75,89.82807613868117,0.1382978723404255,0.1030927835051546,48.23974555823645
18.0,11.0,92.0,0.38,80.0,70.0,Premium Packaging,Estimate,Medium,0.0061182868796736,0.92,B,0.75,89.85526852481306,0.1843971631205673,0.1546391752577319,48.51210060685823
20.0,14.0,90.0,0.4,82.0,75.0,Boxes & Cartons,Estimate,Medium,0.0074779061862678,0.9,B,0.75,89.20088375254929,0.202127659574468,0.1752577319587628,48.65650361921474
25.0,12.0,95.0,0.42,85.0,90.0,Reusable Bags,Estimate,Medium,0.0088375254928619,0.95,B,0.75,90.64649898028551,0.2553191489361702,0.2268041237113402,48.5742487387585
17.0,10.0,90.0,0.41,80.0,72.0,Electronics Inserts,Estimate,Medium,0.0081577158395649,0.9,B,0.75,89.1736913664174,0.1914893617021276,0.1443298969072164,47.64202676025444
16.0,9.0,92.0,0.39,82.0,68.0,Food Packaging,Estimate,Medium,0.0067980965329707,0.92,B,0.75,89.82807613868117,0.1773049645390071,0.134020618556701,47.83578270088469
8.0,5.0,98.0,0.3,60.0,80.0,Cushioning,Literature,High,0.000679809653297,0.98,C,0.5,84.37280761386813,0.2198581560283688,0.0515463917525773,41.58441178621043
10.0,7.0,98.0,0.32,60.0,85.0,Protective Packaging,Literature,High,0.0020394289598912,0.98,C,0.5,84.31842284160435,0.2375886524822695,0.0721649484536082,41.72881479856694
9.0,6.0,98.0,0.31,60.0,82.0,Electronics Packaging,Estimate,Medium,0.0013596193065941,0.98,C,0.5,84.34561522773623,0.226950354609929,0.0618556701030927,41.745265774658186
7.0,4.0,98.0,0.29,60.0,78.0,Small Appliances,Estimate,Medium,0.0,0.98,C,0.5,84.39999999999999,0.2127659574468085,0.0412371134020618,41.42355779776267
11.0,8.0,95.0,0.35,60.0,88.0,Panels & Liners,Estimate,Medium,0.0040788579197824,0.95,C,0.5,83.33684568320871,0.2482269503546099,0.0824742268041237,41.71236382247569
25.0,6.0,90.0,0.4,65.0,100.0,Edible Wraps,Literature,High,0.0074779061862678,0.9,C,0.5,81.70088375254929,0.2907801418439716,0.2268041237113402,46.80119909336843
28.0,7.0,88.0,0.42,65.0,105.0,Dry Foods,Estimate,Medium,0.0088375254928619,0.88,C,0.5,81.04649898028552,0.3085106382978723,0.2577319587628865,47.46106602325071
22.0,5.0,92.0,0.38,65.0,95.0,Fiber Barriers,Estimate,Medium,0.0061182868796736,0.92,C,0.5,82.35526852481307,0.2730496453900709,0.1958762886597938,46.14133216348614
30.0,8.0,85.0,0.45,60.0,110.0,Snack Packs,Estimate,Medium,0.0108769544527532,0.85,C,0.5,80.06492182188988,0.3262411347517731,0.2783505154639175,47.60546903560722
32.0,9.0,80.0,0.5,60.0,115.0,Trays,Estimate,Medium,0.0142760027192386,0.8,C,0.5,78.42895989123045,0.3439716312056737,0.2989690721649484,47.74987204796373
18.0,25.0,80.0,1.1,85.0,70.0,Furniture Packaging,Literature,High,0.0550645819170632,0.8,B,0.75,84.29741672331747,0.1843971631205673,0.1546391752577319,48.51210060685823
20.0,28.0,80.0,1.15,85.0,75.0,Pallet Tops,Estimate,Medium,0.0584636301835485,0.8,B,0.75,84.16145479265805,0.202127659574468,0.1752577319587628,48.65650361921474
16.0,20.0,82.0,1.05,88.0,65.0,Void Fill,Estimate,Medium,0.0516655336505778,0.82,B,0.75,85.03337865397688,0.1666666666666666,0.134020618556701,48.36769759450172
19.0,24.0,80.0,1.12,85.0,72.0,Edge Protection,Estimate,Medium,0.0564242012236573,0.8,B,0.75,84.24303195105371,0.1914893617021276,0.1649484536082474,48.67295459530599
22.0,30.0,78.0,1.2,82.0,80.0,Light Pallets,Estimate,Medium,0.0618626784500339,0.78,B,0.75,83.42549286199863,0.2198581560283688,0.1958762886597938,48.80090663157125
18.0,25.0,82.0,0.95,90.0,68.0,Furniture Packaging,Estimate,Medium,0.044867437117607,0.82,A,1.0,92.80530251529572,0.1773049645390071,0.1546391752577319,48.86671053593624
55.0,15.0,15.0,1.5,75.0,140.0,Bottles & Caps,Literature,High,0.0822569680489462,0.15,B,0.75,63.70972127804215,0.4326241134751773,0.5360824742268041,55.17291803758133
50.0,13.0,20.0,1.4,75.0,135.0,Flex Packaging,Estimate,Medium,0.0754588715159755,0.2,B,0.75,65.48164513936098,0.4148936170212766,0.4845360824742268,53.48212327264751
58.0,17.0,10.0,1.6,70.0,145.0,Containers,Estimate,Medium,0.089055064581917,0.1,B,0.75,61.93779741672331,0.450354609929078,0.5670103092783505,55.83278496746362
52.0,14.0,20.0,1.45,75.0,138.0,Shrink Wrap,Estimate,Medium,0.0788579197824609,0.2,B,0.75,65.34568320870156,0.425531914893617,0.5051546391752577,53.98113621408204
48.0,12.0,25.0,1.35,78.0,132.0,Paper Coatings,Estimate,Medium,0.0720598232494901,0.25,B,0.75,67.1176070700204,0.4042553191489361,0.4639175257731959,52.98311033121299
18.0,12.0,60.0,1.0,75.0,120.0,Hot Cups,Literature,High,0.0482664853840924,0.6,B,0.75,78.56934058463631,0.3617021276595745,0.1546391752577319,39.64685237990788
20.0,15.0,5.0,2.5,65.0,90.0,Beverage Cartons,Literature,High,0.1502379333786539,0.05,C,0.5,50.49048266485384,0.2553191489361702,0.1752577319587628,45.99692915112964
19.0,14.0,30.0,1.8,70.0,110.0,Beverage Cartons,Estimate,Medium,0.1026512576478586,0.3,B,0.75,67.39394969408565,0.3262411347517731,0.1649484536082474,41.93536594282372
21.0,18.0,55.0,1.2,75.0,125.0,Frozen Foods,Estimate,Medium,0.0618626784500339,0.55,B,0.75,76.52549286199864,0.3794326241134751,0.1855670103092783,40.30671930979016
20.0,17.0,60.0,1.05,78.0,118.0,Snack Packs,Estimate,Medium,0.0516655336505778,0.6,B,0.75,78.43337865397689,0.3546099290780142,0.1752577319587628,41.03239014403744
17.0,12.0,65.0,0.9,80.0,115.0,Food Service,Estimate,Medium,0.0414683888511216,0.65,B,0.75,80.34126444595515,0.3439716312056737,0.1443298969072164,40.017913285077135
8.0,4.0,80.0,0.7,85.0,40.0,Confectionery Wrap,Literature,High,0.0278721957851801,0.8,B,0.75,85.3851121685928,0.0780141843971631,0.0515463917525773,48.67661036777072
10.0,5.0,82.0,0.75,88.0,42.0,Bakery Wrap,Estimate,Medium,0.0312712440516655,0.82,B,0.75,85.84915023793337,0.0851063829787234,0.0721649484536082,49.35292827374424
6.0,4.0,75.0,0.8,80.0,45.0,Oily Foods,Estimate,Medium,0.0346702923181509,0.75,B,0.75,83.61318830727397,0.0957446808510638,0.0309278350515463,46.75915771002413
7.0,4.0,78.0,0.78,80.0,46.0,Bakery Wrap,Literature,High,0.0333106730115567,0.78,B,0.75,84.56757307953772,0.0992907801418439,0.0412371134020618,47.09731666301089
6.0,3.0,70.0,0.85,50.0,50.0,Cheese/Meat Wrap,Estimate,Medium,0.0380693405846363,0.7,C,0.5,74.47722637661455,0.1134751773049645,0.0309278350515463,45.8726328873291
8.0,4.0,82.0,0.6,90.0,38.0,Confectionery Wrap,Estimate,Medium,0.0210740992522093,0.82,A,1.0,93.75703602991165,0.0709219858156028,0.0515463917525773,49.03122029684873
14.0,8.0,75.0,0.9,85.0,50.0,E-commerce Mailers,Literature,High,0.0414683888511216,0.75,B,0.75,83.34126444595513,0.1134751773049645,0.1134020618556701,49.99634422753528
16.0,10.0,75.0,0.95,85.0,55.0,Documents,Estimate,Medium,0.044867437117607,0.75,B,0.75,83.20530251529571,0.1312056737588652,0.134020618556701,50.1407472398918
12.0,6.0,80.0,0.85,90.0,45.0,Apparel,Estimate,Medium,0.0380693405846363,0.8,A,1.0,92.47722637661457,0.0957446808510638,0.0927835051546391,49.85194121517877
14.0,8.0,80.0,0.7,92.0,48.0,E-commerce,Estimate,Medium,0.0278721957851801,0.8,A,1.0,92.88511216859278,0.1063829787234042,0.1134020618556701,50.35095415661329
18.0,10.0,78.0,0.98,85.0,60.0,Fragile Goods,Estimate,Medium,0.0469068660774982,0.78,B,0.75,84.02372535690007,0.1489361702127659,0.1546391752577319,50.2851502522483
50.0,10.0,1.0,2.1,70.0,70.0,E-commerce,Estimate,Medium,0.1230455472467709,0.01,B,0.75,57.87817811012916,0.1843971631205673,0.4845360824742268,65.00694596768297
45.0,9.0,40.0,1.4,65.0,95.0,E-commerce,Estimate,Medium,0.0754588715159755,0.4,C,0.5,63.98164513936098,0.2730496453900709,0.4329896907216495,57.99700226657893
35.0,7.0,85.0,0.7,60.0,105.0,E-commerce,Literature,High,0.0278721957851801,0.85,C,0.5,79.3851121685928,0.3085106382978723,0.3298969072164948,51.06931344593112
20.0,9.0,80.0,0.85,70.0,90.0,E-commerce,Estimate,Medium,0.0380693405846363,0.8,B,0.75,84.97722637661454,0.2553191489361702,0.1752577319587628,45.99692915112964
15.0,7.0,5.0,1.0,90.0,40.0,Documents,Estimate,Medium,0.0482664853840924,0.05,A,1.0,69.56934058463631,0.0780141843971631,0.1237113402061855,52.28485779045112
60.0,15.0,1.0,3.0,50.0,80.0,Food Trays,Literature,High,0.1842284160435078,0.01,C,0.5,47.93086335825969,0.2198581560283688,0.5876288659793815,68.38853549755063
60.0,15.0,1.0,1.8,75.0,88.0,Food Trays,Literature,High,0.1026512576478586,0.01,B,0.75,58.69394969408566,0.2482269503546099,0.5876288659793815,66.97009578123858
55.0,14.0,1.0,2.5,40.0,70.0,Food Containers,Literature,High,0.1502379333786539,0.01,D,0.25,41.79048266485385,0.1843971631205673,0.5360824742268041,67.58426555531183
45.0,10.0,1.0,2.3,40.0,68.0,Snack Packaging,Literature,High,0.1366417403127124,0.01,D,0.25,42.33433038749151,0.1773049645390071,0.4329896907216495,62.784236309132126
30.0,8.0,1.0,2.1,40.0,65.0,Shopping Bags,Estimate,Medium,0.1230455472467709,0.01,D,0.25,42.87817811012917,0.1666666666666666,0.2783505154639175,55.58419243986255
55.0,14.0,1.0,1.9,55.0,72.0,Containers,Estimate,Medium,0.1094493541808293,0.01,C,0.5,50.92202583276683,0.1914893617021276,0.5360824742268041,67.22965562623382
45.0,10.0,1.0,1.8,55.0,70.0,Packaging Film,Estimate,Medium,0.1026512576478586,0.01,C,0.5,51.19394969408566,0.1843971631205673,0.4329896907216495,62.4296263800541
30.0,8.0,1.0,2.4,30.0,65.0,Stretch Wrap,Literature,High,0.1434398368456832,0.01,D,0.25,42.06240652617267,0.1666666666666666,0.2783505154639175,55.58419243986255
30.0,8.0,1.0,1.7,45.0,60.0,Garbage Bags,Estimate,Medium,0.0958531611148878,0.01,D,0.25,43.965873555404485,0.1489361702127659,0.2783505154639175,56.47071726255758
32.0,9.0,10.0,1.3,55.0,80.0,Stretch Wrap,Estimate,Medium,0.0686607749830047,0.1,C,0.5,55.25356900067982,0.2198581560283688,0.2989690721649484,53.95554580682899
6.0,4.0,85.0,0.7,90.0,35.0,Void Fill,Literature,High,0.0278721957851801,0.85,A,1.0,94.3851121685928,0.0602836879432624,0.0309278350515463,48.5322073554142
7.0,4.0,85.0,0.75,90.0,37.0,Gift Packaging,Estimate,Medium,0.0312712440516655,0.85,A,1.0,94.2491502379334,0.0673758865248227,0.0412371134020618,48.69306134386196
9.0,5.0,80.0,0.8,88.0,40.0,Fragile Goods,Estimate,Medium,0.0346702923181509,0.8,B,0.75,85.11318830727396,0.0780141843971631,0.0618556701030927,49.192074285296485
35.0,10.0,1.0,3.0,50.0,60.0,Void Fill,Literature,High,0.1842284160435078,0.01,C,0.5,47.93086335825969,0.1489361702127659,0.3298969072164948,59.04803685018645
35.0,10.0,1.0,2.0,70.0,65.0,Void Fill,Estimate,Medium,0.1162474507138001,0.01,B,0.75,58.15010197144799,0.1666666666666666,0.3298969072164948,58.16151202749141
30.0,9.0,20.0,1.4,60.0,75.0,Void Fill,Estimate,Medium,0.0754588715159755,0.2,C,0.5,57.981645139360985,0.202127659574468,0.2783505154639175,53.81114279447248
10.0,6.0,80.0,0.8,88.0,50.0,Void Fill,Estimate,Medium,0.0346702923181509,0.8,B,0.75,85.11318830727396,0.1134751773049645,0.0721649484536082,47.93448855743219
25.0,9.0,60.0,1.6,70.0,70.0,Void Fill,Estimate,Medium,0.089055064581917,0.6,B,0.75,76.93779741672331,0.1843971631205673,0.2268041237113402,52.12034802953865
15.0,12.0,0.0,5.0,10.0,40.0,Electronics Packaging,Literature,High,0.3201903467029232,0.0,D,0.25,34.69238613188308,0.0780141843971631,0.1237113402061855,52.28485779045112
16.0,13.0,0.0,5.2,10.0,42.0,TV Packaging,Estimate,Medium,0.3337865397688647,0.0,D,0.25,34.14853840924542,0.0851063829787234,0.134020618556701,52.44571177889888
15.0,12.0,0.0,3.5,30.0,38.0,Insulation,Estimate,Medium,0.2182188987083616,0.0,D,0.25,38.77124405166554,0.0709219858156028,0.1237113402061855,52.63946771952914
18.0,14.0,0.0,4.0,20.0,55.0,Returnable Packaging,Estimate,Medium,0.2522093813732154,0.0,D,0.25,37.41162474507138,0.1312056737588652,0.1546391752577319,51.17167507494334
14.0,10.0,40.0,2.0,40.0,70.0,Protective Packaging,Estimate,Medium,0.1162474507138001,0.4,D,0.25,54.850101971448,0.1843971631205673,0.1134020618556701,46.45024493675513
10.0,8.0,80.0,1.2,70.0,60.0,Protective Packaging,Estimate,Medium,0.0618626784500339,0.8,B,0.75,84.02549286199864,0.1489361702127659,0.0721649484536082,46.16143891204212
11.0,7.0,85.0,0.5,80.0,52.0,Electronics,Literature,High,0.0142760027192386,0.85,B,0.75,87.42895989123046,0.1205673758865248,0.0824742268041237,48.09534254587995
12.0,8.0,80.0,0.6,75.0,55.0,Appliances,Estimate,Medium,0.0210740992522093,0.8,B,0.75,85.65703602991162,0.1312056737588652,0.0927835051546391,48.078891569788695
9.0,6.0,95.0,0.4,60.0,50.0,Produce Packaging,Estimate,Medium,0.0074779061862678,0.95,C,0.5,83.20088375254929,0.1134751773049645,0.0618556701030927,47.41902463990642
11.0,7.0,95.0,0.42,60.0,55.0,Fruit Trays,Estimate,Medium,0.0088375254928619,0.95,C,0.5,83.14649898028551,0.1312056737588652,0.0824742268041237,47.56342765226293
20.0,12.0,85.0,1.5,60.0,80.0,Reusable Tableware,Estimate,Medium,0.0822569680489462,0.85,C,0.5,77.20972127804215,0.2198581560283688,0.1752577319587628,47.76997879651971
16.0,10.0,88.0,1.3,60.0,70.0,Frozen Foods,Estimate,Medium,0.0686607749830047,0.88,C,0.5,78.65356900067982,0.1843971631205673,0.134020618556701,47.48117277180668
14.0,10.0,90.0,0.45,75.0,55.0,Food Trays,Estimate,Medium,0.0108769544527532,0.9,B,0.75,89.06492182188987,0.1312056737588652,0.1134020618556701,49.109819404840245
12.0,8.0,92.0,0.42,75.0,52.0,Produce Packaging,Estimate,Medium,0.0088375254928619,0.92,B,0.75,89.74649898028552,0.1205673758865248,0.0927835051546391,48.61080646340572
22.0,14.0,85.0,1.2,70.0,90.0,Display Packaging,Estimate,Medium,0.0618626784500339,0.85,B,0.75,85.52549286199864,0.2553191489361702,0.1958762886597938,47.02785698618119
18.0,12.0,88.0,1.0,72.0,80.0,Food & Retail Packs,Estimate,Medium,0.0482664853840924,0.88,B,0.75,86.96934058463631,0.2198581560283688,0.1546391752577319,46.73905096146816
70.0,15.0,10.0,4.0,60.0,180.0,High Barrier Packs,Estimate,Medium,0.2522093813732154,0.1,C,0.5,47.91162474507138,0.574468085106383,0.6907216494845361,55.81267821890765
72.0,16.0,10.0,4.1,60.0,190.0,Retort Pouches,Estimate,Medium,0.2590074779061862,0.1,C,0.5,47.63970088375255,0.6099290780141844,0.711340206185567,55.070556408569125
25.0,18.0,5.0,3.5,55.0,150.0,High Barrier Pouches,Estimate,Medium,0.2182188987083616,0.05,C,0.5,47.77124405166554,0.4680851063829787,0.2268041237113402,37.93595086641808
70.0,20.0,1.0,4.0,98.0,130.0,General Packaging,Estimate,Medium,0.2522093813732154,0.01,A,1.0,60.211624745071376,0.3971631205673759,0.6907216494845361,64.67792644585802
40.0,18.0,5.0,5.0,70.0,140.0,Liquid Cartons,Estimate,Medium,0.3201903467029232,0.05,B,0.75,51.19238613188307,0.4326241134751773,0.3814432989690721,47.44095927469474
55.0,20.0,1.0,6.0,30.0,150.0,Snack Packs,Literature,High,0.3881713120326308,0.01,D,0.25,32.27314751869477,0.4680851063829787,0.5360824742268041,53.39986839219127
55.0,20.0,1.0,4.5,50.0,145.0,Snack Packs,Estimate,Medium,0.2861998640380693,0.01,C,0.5,43.85200543847723,0.450354609929078,0.5360824742268041,54.28639321488631
45.0,12.0,1.0,2.5,50.0,80.0,Recyclable Pouches,Literature,High,0.1502379333786539,0.01,C,0.5,49.29048266485384,0.2198581560283688,0.4329896907216495,60.65657673466404
48.0,13.0,1.0,2.4,55.0,82.0,Recyclable Pouches,Estimate,Medium,0.1434398368456832,0.01,C,0.5,49.56240652617267,0.226950354609929,0.4639175257731959,61.84835855816334
52.0,14.0,1.0,3.2,60.0,90.0,Recyclable Pouches,Estimate,Medium,0.1978246091094493,0.01,C,0.5,47.38701563562204,0.2553191489361702,0.5051546391752577,62.491774511954375
20.0,10.0,60.0,1.1,75.0,95.0,Snacks,Estimate,Medium,0.0550645819170632,0.6,B,0.75,78.29741672331747,0.2730496453900709,0.1752577319587628,45.1104043284346
18.0,9.0,65.0,1.0,78.0,98.0,Snacks,Estimate,Medium,0.0482664853840924,0.65,B,0.75,80.06934058463631,0.2836879432624113,0.1546391752577319,43.547561599766034
17.0,9.0,70.0,0.9,85.0,92.0,Dry Foods,Estimate,Medium,0.0414683888511216,0.7,B,0.75,81.84126444595513,0.2624113475177305,0.1443298969072164,44.0959274694743
30.0,7.0,85.0,0.7,70.0,110.0,Confectionery,Literature,High,0.0278721957851801,0.85,B,0.75,86.8851121685928,0.3262411347517731,0.2783505154639175,47.60546903560722
32.0,8.0,80.0,0.75,70.0,115.0,Confectionery,Estimate,Medium,0.0312712440516655,0.8,B,0.75,85.24915023793336,0.3439716312056737,0.2989690721649484,47.74987204796373
35.0,9.0,60.0,1.2,68.0,120.0,Snacks,Estimate,Medium,0.0618626784500339,0.6,C,0.5,70.52549286199864,0.3617021276595745,0.3298969072164948,48.40973897784602
28.0,6.0,90.0,0.65,72.0,105.0,Food Packaging,Estimate,Medium,0.0244731475186947,0.9,B,0.75,88.52107409925222,0.3085106382978723,0.2577319587628865,47.46106602325071
40.0,9.0,85.0,0.6,70.0,118.0,Food Packaging,Estimate,Medium,0.0210740992522093,0.85,B,0.75,87.15703602991162,0.3546099290780142,0.3814432989690721,51.34166849455289
20.0,12.0,1.0,3.0,40.0,70.0,Fruit Nets,Literature,High,0.1842284160435078,0.01,D,0.25,40.430863358259685,0.1843971631205673,0.1752577319587628,49.543028441909776
20.0,12.0,1.0,2.1,60.0,75.0,Fruit Nets,Estimate,Medium,0.1230455472467709,0.01,C,0.5,50.37817811012917,0.202127659574468,0.1752577319587628,48.65650361921474
28.0,16.0,70.0,2.0,45.0,85.0,Rice & Grain Bags,Estimate,Medium,0.1162474507138001,0.7,D,0.25,63.85010197144799,0.2375886524822695,0.2577319587628865,51.00716531403086
25.0,14.0,50.0,2.1,50.0,80.0,Rice & Flour Bags,Estimate,Medium,0.1230455472467709,0.5,C,0.5,65.07817811012917,0.2198581560283688,0.2268041237113402,50.34729838414857
18.0,16.0,70.0,1.2,85.0,60.0,Industrial Powders,Literature,High,0.0618626784500339,0.7,B,0.75,81.02549286199864,0.1489361702127659,0.1546391752577319,50.2851502522483
18.0,16.0,75.0,1.0,90.0,55.0,Industrial Powders,Estimate,Medium,0.0482664853840924,0.75,A,1.0,90.56934058463632,0.1312056737588652,0.1546391752577319,51.17167507494334
20.0,18.0,5.0,2.6,65.0,70.0,Cement/Grain,Estimate,Medium,0.1570360299116247,0.05,C,0.5,50.21855880353502,0.1843971631205673,0.1752577319587628,49.543028441909776
20.0,18.0,20.0,1.9,70.0,85.0,Cement/Grain,Estimate,Medium,0.1094493541808293,0.2,B,0.75,64.12202583276682,0.2375886524822695,0.1752577319587628,46.88345397382467
18.0,16.0,60.0,1.2,72.0,90.0,Dry Foods,Estimate,Medium,0.0618626784500339,0.6,B,0.75,78.02549286199863,0.2553191489361702,0.1546391752577319,44.96600131607809
85.0,20.0,0.0,2.4,95.0,115.0,Food/Cosmetics,Literature,High,0.1434398368456832,0.0,A,1.0,64.26240652617268,0.3439716312056737,0.845360824742268,75.06945967682972
85.0,20.0,0.0,2.0,98.0,110.0,Food/Cosmetics,Estimate,Medium,0.1162474507138001,0.0,A,1.0,65.350101971448,0.3262411347517731,0.845360824742268,75.95598449952475
80.0,16.0,0.0,2.2,95.0,110.0,Spreads & Sauces,Estimate,Medium,0.1298436437797416,0.0,A,1.0,64.80625424881033,0.3262411347517731,0.7938144329896907,73.37866491189588
95.0,22.0,0.0,2.6,95.0,125.0,Premium Foods,Estimate,Medium,0.1570360299116247,0.0,A,1.0,63.71855880353501,0.3794326241134751,0.9484536082474226,78.45104920669738
70.0,8.0,0.0,2.3,95.0,130.0,Pharma,Estimate,Medium,0.1366417403127124,0.0,A,1.0,64.53433038749151,0.3971631205673759,0.6907216494845361,64.67792644585802
60.0,25.0,0.0,3.0,90.0,100.0,Beverage Logistics,Estimate,Medium,0.1842284160435078,0.0,A,1.0,62.63086335825969,0.2907801418439716,0.5876288659793815,64.84243620677049
25.0,30.0,60.0,2.5,60.0,90.0,Fruit & Vegetables,Literature,High,0.1502379333786539,0.6,C,0.5,66.99048266485384,0.2553191489361702,0.2268041237113402,48.5742487387585
25.0,30.0,60.0,1.8,70.0,85.0,Fruit & Vegetables,Estimate,Medium,0.1026512576478586,0.6,B,0.75,76.39394969408565,0.2375886524822695,0.2268041237113402,49.460773561453536
30.0,35.0,50.0,3.0,50.0,95.0,Heavy Machinery,Estimate,Medium,0.1842284160435078,0.5,C,0.5,62.63086335825969,0.2730496453900709,0.2783505154639175,50.26504350369233
28.0,32.0,55.0,2.8,55.0,92.0,General Cargo,Estimate,Medium,0.1706322229775662,0.55,C,0.5,64.67471108089735,0.2624113475177305,0.2577319587628865,49.76603056225781
16.0,11.0,30.0,3.0,40.0,90.0,Protective Packaging,Estimate,Medium,0.1842284160435078,0.3,D,0.25,49.13086335825969,0.2553191489361702,0.134020618556701,43.93507348102654
16.0,11.0,0.0,2.5,50.0,70.0,Furniture & Packs,Estimate,Medium,0.1502379333786539,0.0,C,0.5,48.99048266485384,0.1843971631205673,0.134020618556701,47.48117277180668
20.0,10.0,95.0,0.8,70.0,85.0,Protective Inserts,Estimate,Medium,0.0346702923181509,0.95,B,0.75,89.61318830727396,0.2375886524822695,0.1752577319587628,46.88345397382467
18.0,9.0,95.0,0.75,70.0,80.0,Bottle Gaskets,Estimate,Medium,0.0312712440516655,0.95,B,0.75,89.74915023793338,0.2198581560283688,0.1546391752577319,46.73905096146816
18.0,12.0,0.0,2.0,50.0,60.0,Shock Absorption,Estimate,Medium,0.1162474507138001,0.0,C,0.5,50.35010197144799,0.1489361702127659,0.1546391752577319,50.2851502522483
20.0,14.0,0.0,2.5,40.0,70.0,Shock Absorption,Estimate,Medium,0.1502379333786539,0.0,D,0.25,41.49048266485384,0.1843971631205673,0.1752577319587628,49.543028441909776
15.0,10.0,50.0,1.5,55.0,65.0,Shock & Vibration,Estimate,Medium,0.0822569680489462,0.5,C,0.5,66.70972127804215,0.1666666666666666,0.1237113402061855,47.85223367697595
18.0,7.0,95.0,0.5,75.0,110.0,Small Goods,Estimate,Medium,0.0142760027192386,0.95,B,0.75,90.42895989123043,0.3262411347517731,0.1546391752577319,41.41990202529794
17.0,7.0,90.0,0.45,80.0,95.0,Small Goods,Estimate,Medium,0.0108769544527532,0.9,B,0.75,89.06492182188987,0.2730496453900709,0.1443298969072164,43.56401257585728
22.0,10.0,95.0,0.55,78.0,105.0,Fashion Packaging,Estimate,Medium,0.017675050985724,0.95,B,0.75,90.29299796057104,0.3085106382978723,0.1958762886597938,44.36828251809607
25.0,12.0,20.0,2.0,50.0,120.0,Textile Bags,Estimate,Medium,0.1162474507138001,0.2,C,0.5,56.350101971448,0.3617021276595745,0.2268041237113402,43.25509980258829
25.0,12.0,1.0,1.8,70.0,100.0,Textile Bags,Estimate,Medium,0.1026512576478586,0.01,B,0.75,58.69394969408566,0.2907801418439716,0.2268041237113402,46.80119909336843
14.0,8.0,75.0,0.9,90.0,50.0,Cosmetic Packaging,Estimate,Medium,0.0414683888511216,0.75,A,1.0,90.84126444595512,0.1134751773049645,0.1134020618556701,49.99634422753528
18.0,12.0,70.0,1.0,88.0,60.0,Powder Packs,Estimate,Medium,0.0482664853840924,0.7,B,0.75,81.56934058463631,0.1489361702127659,0.1546391752577319,50.2851502522483
16.0,10.0,80.0,0.8,92.0,55.0,Gift Packs,Estimate,Medium,0.0346702923181509,0.8,A,1.0,92.61318830727396,0.1312056737588652,0.134020618556701,50.1407472398918
17.0,10.0,60.0,0.95,80.0,70.0,Cosmetics,Estimate,Medium,0.044867437117607,0.6,B,0.75,78.70530251529571,0.1843971631205673,0.1443298969072164,47.99663668933245
18.0,11.0,25.0,1.2,78.0,75.0,Cosmetics,Estimate,Medium,0.0618626784500339,0.25,B,0.75,67.52549286199864,0.202127659574468,0.1546391752577319,47.6255757841632
18.0,12.0,1.0,3.0,30.0,60.0,Surface Protection,Literature,High,0.1842284160435078,0.01,D,0.25,40.430863358259685,0.1489361702127659,0.1546391752577319,50.2851502522483
18.0,12.0,1.0,2.2,50.0,63.0,Surface Protection,Estimate,Medium,0.1298436437797416,0.01,C,0.5,50.10625424881033,0.1595744680851064,0.1546391752577319,49.75323535863128
