material_id,strength_mpa,weight_capacity,biodegradability_percent,co2_emission_score,recyclability_percent,cost_per_kg,industry_use_case,material_type_Cardboard,material_type_Paper/Bio-Based,material_type_Plastic,material_type_Steel,CII,CEI,MSS
MAT_0127,0.0521739130434782,0.0425531914893617,0.9693877551020408,0.1488095238095238,1.0,0.1333333333333333,"E-commerce, Food & Beverage, Consumer Goods, Apparel",True,False,False,False,91.79421768707483,62.23188405797101,33.36355226641998
MAT_0128,1.0,1.0,0.0,0.9702380952380952,0.8444444444444446,1.0,"Heavy Industrial Components, High-Security Goods",False,False,False,True,22.59920634920635,30.0,95.33333333333334
MAT_0129,0.0,0.0,1.0,0.0654761904761904,1.0,0.0,"Fragile Items, Cosmetics, Pharmaceuticals, Internal Component Protection",False,True,False,False,96.72619047619048,70.0,30.0
MAT_0130,0.0521739130434782,0.0425531914893617,0.9693877551020408,0.1607142857142857,0.911111111111111,0.1333333333333333,"E-commerce, Food & Beverage, Consumer Goods, Apparel",True,False,False,False,88.97675736961452,62.23188405797101,30.696885599753305
MAT_0131,0.1304347826086956,0.0851063829787234,0.0,0.2232142857142857,0.6444444444444444,0.3333333333333333,"Industrial Components, Heavy Machinery, Automotive Parts",False,False,True,False,54.95039682539682,50.57971014492754,27.103916127042854
MAT_0132,0.0521739130434782,0.0425531914893617,0.9693877551020408,0.1458333333333333,0.977777777777778,0.1333333333333333,"E-commerce, Food & Beverage, Consumer Goods, Apparel",True,False,False,False,91.3874716553288,62.23188405797101,32.696885599753315
MAT_0133,0.1304347826086956,0.0851063829787234,0.0,0.4910714285714286,0.3111111111111111,0.3333333333333333,"Low-Value Goods, Secondary Protection for Non-Fragile Items",False,False,True,False,33.22420634920635,50.57971014492754,17.103916127042858
MAT_0134,0.0521739130434782,0.0425531914893617,0.9693877551020408,0.1220238095238095,0.977777777777778,0.1333333333333333,"E-commerce, Food & Beverage, Consumer Goods, Apparel",True,False,False,False,92.57794784580499,62.23188405797101,32.696885599753315
MAT_0135,0.0,0.0,1.0,0.0684523809523809,1.0,0.0,"Fragile Items, Cosmetics, Pharmaceuticals, Internal Component Protection",False,True,False,False,96.57738095238095,70.0,30.0
MAT_0136,0.0521739130434782,0.0425531914893617,0.9693877551020408,0.1696428571428571,0.9333333333333332,0.1333333333333333,"E-commerce, Food & Beverage, Consumer Goods, Apparel",True,False,False,False,89.08588435374149,62.23188405797101,31.363552266419976
MAT_0137,0.0521739130434782,0.0425531914893617,0.9693877551020408,0.1279761904761904,0.9333333333333332,0.1333333333333333,"E-commerce, Food & Beverage, Consumer Goods, Apparel",True,False,False,False,91.16921768707482,62.23188405797101,31.363552266419976
MAT_0138,0.1304347826086956,0.0851063829787234,0.0,0.2470238095238094,0.6444444444444444,0.3333333333333333,"Industrial Components, Heavy Machinery, Automotive Parts",False,False,True,False,53.75992063492063,50.57971014492754,27.103916127042854
MAT_0139,0.1304347826086956,0.0851063829787234,0.0,0.2232142857142857,0.6666666666666667,0.3333333333333333,"Electronics, Medium-Value Goods, Retail Logistics",False,False,True,False,55.50595238095239,50.57971014492754,27.770582793709526
MAT_0140,0.0521739130434782,0.0425531914893617,0.9693877551020408,0.1488095238095238,0.977777777777778,0.1333333333333333,"E-commerce, Food & Beverage, Consumer Goods, Apparel",True,False,False,False,91.23866213151928,62.23188405797101,32.696885599753315
MAT_0141,1.0,1.0,0.0,0.9732142857142856,0.8666666666666667,1.0,"Heavy Industrial Components, High-Security Goods",False,False,False,True,23.005952380952387,30.0,96.0
MAT_0142,0.0,0.0,1.0,0.0803571428571428,1.0,0.0,"Fragile Items, Cosmetics, Pharmaceuticals, Internal Component Protection",False,True,False,False,95.98214285714286,70.0,30.0
MAT_0143,0.1304347826086956,0.0851063829787234,0.0,0.4910714285714286,0.1555555555555554,0.3333333333333333,"Low-Value Goods, Secondary Protection for Non-Fragile Items",False,False,True,False,29.335317460317455,50.57971014492754,12.437249460376187
MAT_0144,0.1304347826086956,0.0851063829787234,0.0,0.2232142857142857,0.5999999999999999,0.3333333333333333,"Electronics, Medium-Value Goods, Retail Logistics",False,False,True,False,53.83928571428571,50.57971014492754,25.770582793709522
MAT_0145,0.1304347826086956,0.0851063829787234,0.0,0.2678571428571428,0.8444444444444446,0.3333333333333333,"Industrial Components, Heavy Machinery, Automotive Parts",False,False,True,False,57.718253968253975,50.57971014492754,33.10391612704286
MAT_0146,0.1304347826086956,0.0851063829787234,0.0,0.181547619047619,0.5777777777777777,0.3333333333333333,"Electronics, Medium-Value Goods, Retail Logistics",False,False,True,False,55.36706349206349,50.57971014492754,25.103916127042858
MAT_0147,0.0521739130434782,0.0425531914893617,0.9693877551020408,0.1339285714285714,1.0,0.1333333333333333,"E-commerce, Food & Beverage, Consumer Goods, Apparel",True,False,False,False,92.53826530612244,62.23188405797101,33.36355226641998
MAT_0148,0.1304347826086956,0.0851063829787234,0.0,0.2232142857142857,0.7777777777777777,0.3333333333333333,"Industrial Components, Heavy Machinery, Automotive Parts",False,False,True,False,58.283730158730165,50.57971014492754,31.10391612704285
MAT_0149,1.0,1.0,0.0,0.9910714285714284,0.911111111111111,1.0,"Heavy Industrial Components, High-Security Goods",False,False,False,True,23.224206349206355,30.0,97.33333333333331
MAT_0150,0.0,0.0,1.0,0.0744047619047619,0.8666666666666667,0.0,"Fragile Items, Cosmetics, Pharmaceuticals, Internal Component Protection",False,True,False,False,92.94642857142857,70.0,26.0
MAT_0151,0.1304347826086956,0.0851063829787234,0.0,0.2499999999999999,0.8666666666666667,0.3333333333333333,"Industrial Components, Heavy Machinery, Automotive Parts",False,False,True,False,59.16666666666668,50.57971014492754,33.77058279370952
MAT_0152,1.0,1.0,0.0,0.9732142857142856,0.977777777777778,1.0,"Heavy Industrial Components, High-Security Goods",False,False,False,True,25.783730158730165,30.0,99.33333333333334
MAT_0153,0.1304347826086956,0.0851063829787234,0.0,0.2053571428571428,0.711111111111111,0.3333333333333333,"Electronics, Medium-Value Goods, Retail Logistics",False,False,True,False,57.50992063492064,50.57971014492754,29.103916127042854
MAT_0154,0.0521739130434782,0.0425531914893617,0.9693877551020408,0.1339285714285714,1.0,0.1333333333333333,"E-commerce, Food & Beverage, Consumer Goods, Apparel",True,False,False,False,92.53826530612244,62.23188405797101,33.36355226641998
MAT_0155,0.1304347826086956,0.0851063829787234,0.0,0.2678571428571428,0.6666666666666667,0.3333333333333333,"Industrial Components, Heavy Machinery, Automotive Parts",False,False,True,False,53.27380952380953,50.57971014492754,27.770582793709526
MAT_0156,0.1304347826086956,0.0851063829787234,0.0,0.2529761904761904,0.711111111111111,0.3333333333333333,"Industrial Components, Heavy Machinery, Automotive Parts",False,False,True,False,55.128968253968246,50.57971014492754,29.103916127042854
MAT_0157,0.1304347826086956,0.0851063829787234,0.0,0.5178571428571428,0.4888888888888889,0.3333333333333333,"Low-Value Goods, Secondary Protection for Non-Fragile Items",False,False,True,False,36.32936507936508,50.57971014492754,22.43724946037619
MAT_0158,0.0521739130434782,0.0425531914893617,0.9693877551020408,0.1369047619047619,0.977777777777778,0.1333333333333333,"E-commerce, Food & Beverage, Consumer Goods, Apparel",True,False,False,False,91.83390022675736,62.23188405797101,32.696885599753315
MAT_0159,0.1304347826086956,0.0851063829787234,0.0,0.2053571428571428,0.5777777777777777,0.3333333333333333,"Electronics, Medium-Value Goods, Retail Logistics",False,False,True,False,54.1765873015873,50.57971014492754,25.103916127042858
MAT_0160,0.0521739130434782,0.0425531914893617,0.9693877551020408,0.125,1.0,0.1333333333333333,"E-commerce, Food & Beverage, Consumer Goods, Apparel",True,False,False,False,92.98469387755102,62.23188405797101,33.36355226641998
MAT_0161,0.0,0.0,1.0,0.0654761904761904,0.977777777777778,0.0,"Fragile Items, Cosmetics, Pharmaceuticals, Internal Component Protection",False,True,False,False,96.17063492063494,70.0,29.33333333333334
MAT_0162,1.0,1.0,0.0,0.943452380952381,0.8888888888888888,1.0,"Heavy Industrial Components, High-Security Goods",False,False,False,True,25.04960317460317,30.0,96.66666666666666
MAT_0163,0.0521739130434782,0.0425531914893617,0.9693877551020408,0.1607142857142857,1.0,0.1333333333333333,"E-commerce, Food & Beverage, Consumer Goods, Apparel",True,False,False,False,91.19897959183673,62.23188405797101,33.36355226641998
MAT_0164,0.1304347826086956,0.0851063829787234,0.0,0.2470238095238094,0.7333333333333334,0.3333333333333333,"Industrial Components, Heavy Machinery, Automotive Parts",False,False,True,False,55.98214285714287,50.57971014492754,29.770582793709526
MAT_0165,1.0,1.0,0.0,0.9821428571428572,0.6888888888888889,1.0,"Heavy Industrial Components, High-Security Goods",False,False,False,True,18.11507936507936,30.0,90.66666666666666
MAT_0166,0.0521739130434782,0.0425531914893617,0.9693877551020408,0.1636904761904761,0.977777777777778,0.1333333333333333,"E-commerce, Food & Beverage, Consumer Goods, Apparel",True,False,False,False,90.49461451247166,62.23188405797101,32.696885599753315
MAT_0167,0.0,0.0,1.0,0.0684523809523809,0.9555555555555556,0.0,"Fragile Items, Cosmetics, Pharmaceuticals, Internal Component Protection",False,True,False,False,95.46626984126985,70.0,28.666666666666668
MAT_0168,0.1304347826086956,0.0851063829787234,0.0,0.2232142857142857,0.7777777777777777,0.3333333333333333,"Electronics, Medium-Value Goods, Retail Logistics",False,False,True,False,58.283730158730165,50.57971014492754,31.10391612704285
MAT_0169,0.1304347826086956,0.0851063829787234,0.0,0.5089285714285714,0.4888888888888889,0.3333333333333333,"Low-Value Goods, Secondary Protection for Non-Fragile Items",False,False,True,False,36.77579365079365,50.57971014492754,22.43724946037619
MAT_0170,0.1304347826086956,0.0851063829787234,0.0,0.2559523809523809,0.8888888888888888,0.3333333333333333,"Industrial Components, Heavy Machinery, Automotive Parts",False,False,True,False,59.42460317460318,50.57971014492754,34.437249460376194
MAT_0171,0.0,0.0,1.0,0.0595238095238095,1.0,0.0,"Fragile Items, Cosmetics, Pharmaceuticals, Internal Component Protection",False,True,False,False,97.02380952380952,70.0,30.0
MAT_0172,0.0521739130434782,0.0425531914893617,0.9693877551020408,0.1428571428571428,0.9333333333333332,0.1333333333333333,"E-commerce, Food & Beverage, Consumer Goods, Apparel",True,False,False,False,90.4251700680272,62.23188405797101,31.363552266419976
MAT_0173,0.0521739130434782,0.0425531914893617,0.9693877551020408,0.1428571428571428,0.911111111111111,0.1333333333333333,"E-commerce, Food & Beverage, Consumer Goods, Apparel",True,False,False,False,89.86961451247166,62.23188405797101,30.696885599753305
MAT_0174,0.1304347826086956,0.0851063829787234,0.0,0.2678571428571428,0.711111111111111,0.3333333333333333,"Industrial Components, Heavy Machinery, Automotive Parts",False,False,True,False,54.38492063492064,50.57971014492754,29.103916127042854
MAT_0175,0.0521739130434782,0.0425531914893617,0.9693877551020408,0.1458333333333333,0.977777777777778,0.1333333333333333,"E-commerce, Food & Beverage, Consumer Goods, Apparel",True,False,False,False,91.3874716553288,62.23188405797101,32.696885599753315
MAT_0176,0.1304347826086956,0.0851063829787234,0.0,0.175595238095238,0.7333333333333334,0.3333333333333333,"Electronics, Medium-Value Goods, Retail Logistics",False,False,True,False,59.55357142857143,50.57971014492754,29.770582793709526
MAT_0177,0.1304347826086956,0.0851063829787234,0.0,0.2470238095238094,0.8222222222222224,0.3333333333333333,"Industrial Components, Heavy Machinery, Automotive Parts",False,False,True,False,58.20436507936508,50.57971014492754,32.437249460376194
MAT_0178,0.0521739130434782,0.0425531914893617,0.9693877551020408,0.181547619047619,0.8888888888888888,0.1333333333333333,"E-commerce, Food & Beverage, Consumer Goods, Apparel",True,False,False,False,87.37953514739229,62.23188405797101,30.030218933086644
MAT_0179,1.0,1.0,0.0,0.9732142857142856,0.8666666666666667,1.0,"Heavy Industrial Components, High-Security Goods",False,False,False,True,23.005952380952387,30.0,96.0
MAT_0180,0.1304347826086956,0.0851063829787234,0.0,0.5238095238095237,0.5111111111111111,0.3333333333333333,"Low-Value Goods, Secondary Protection for Non-Fragile Items",False,False,True,False,36.58730158730159,50.57971014492754,23.103916127042858
MAT_0181,0.0521739130434782,0.0425531914893617,0.9693877551020408,0.1458333333333333,0.9555555555555556,0.1333333333333333,"E-commerce, Food & Beverage, Consumer Goods, Apparel",True,False,False,False,90.83191609977325,62.23188405797101,32.030218933086644
MAT_0182,0.1304347826086956,0.0851063829787234,0.0,0.2648809523809524,0.7555555555555555,0.3333333333333333,"Industrial Components, Heavy Machinery, Automotive Parts",False,False,True,False,55.64484126984127,50.57971014492754,30.437249460376194
MAT_0183,0.1304347826086956,0.0851063829787234,0.0,0.2261904761904762,0.8444444444444446,0.3333333333333333,"Industrial Components, Heavy Machinery, Automotive Parts",False,False,True,False,59.80158730158731,50.57971014492754,33.10391612704286
MAT_0184,0.1304347826086956,0.0851063829787234,0.0,0.1934523809523809,0.6666666666666667,0.3333333333333333,"Electronics, Medium-Value Goods, Retail Logistics",False,False,True,False,56.99404761904763,50.57971014492754,27.770582793709526
MAT_0185,0.0,0.0,1.0,0.0625,0.977777777777778,0.0,"Fragile Items, Cosmetics, Pharmaceuticals, Internal Component Protection",False,True,False,False,96.31944444444444,70.0,29.33333333333334
MAT_0186,0.0521739130434782,0.0425531914893617,0.9693877551020408,0.1607142857142857,0.9333333333333332,0.1333333333333333,"E-commerce, Food & Beverage, Consumer Goods, Apparel",True,False,False,False,89.53231292517006,62.23188405797101,31.363552266419976
MAT_0187,0.1304347826086956,0.0851063829787234,0.0,0.2499999999999999,0.7777777777777777,0.3333333333333333,"Industrial Components, Heavy Machinery, Automotive Parts",False,False,True,False,56.94444444444444,50.57971014492754,31.10391612704285
MAT_0188,0.1304347826086956,0.0851063829787234,0.0,0.2291666666666666,0.6666666666666667,0.3333333333333333,"Electronics, Medium-Value Goods, Retail Logistics",False,False,True,False,55.208333333333336,50.57971014492754,27.770582793709526
MAT_0189,1.0,1.0,0.0,0.943452380952381,0.8666666666666667,1.0,"Heavy Industrial Components, High-Security Goods",False,False,False,True,24.494047619047617,30.0,96.0
MAT_0190,0.1304347826086956,0.0851063829787234,0.0,0.2678571428571428,0.8888888888888888,0.3333333333333333,"Industrial Components, Heavy Machinery, Automotive Parts",False,False,True,False,58.82936507936508,50.57971014492754,34.437249460376194
MAT_0191,0.1304347826086956,0.0851063829787234,0.0,0.2291666666666666,0.7999999999999998,0.3333333333333333,"Industrial Components, Heavy Machinery, Automotive Parts",False,False,True,False,58.54166666666667,50.57971014492754,31.77058279370952
MAT_0192,0.1304347826086956,0.0851063829787234,0.0,0.488095238095238,0.1555555555555554,0.3333333333333333,"Low-Value Goods, Secondary Protection for Non-Fragile Items",False,False,True,False,29.484126984126984,50.57971014492754,12.437249460376187
MAT_0193,0.0521739130434782,0.0425531914893617,0.9693877551020408,0.1696428571428571,0.9555555555555556,0.1333333333333333,"E-commerce, Food & Beverage, Consumer Goods, Apparel",True,False,False,False,89.64143990929706,62.23188405797101,32.030218933086644
MAT_0194,0.1304347826086956,0.0851063829787234,0.0,0.2261904761904762,0.6888888888888889,0.3333333333333333,"Electronics, Medium-Value Goods, Retail Logistics",False,False,True,False,55.91269841269841,50.57971014492754,28.43724946037619
MAT_0195,1.0,1.0,0.0,1.0,0.7333333333333334,1.0,"Heavy Industrial Components, High-Security Goods",False,False,False,True,18.333333333333336,30.0,92.0
MAT_0196,0.0521739130434782,0.0425531914893617,0.9693877551020408,0.1607142857142857,0.9333333333333332,0.1333333333333333,"E-commerce, Food & Beverage, Consumer Goods, Apparel",True,False,False,False,89.53231292517006,62.23188405797101,31.363552266419976
MAT_0197,0.0,0.0,1.0,0.0744047619047619,1.0,0.0,"Fragile Items, Cosmetics, Pharmaceuticals, Internal Component Protection",False,True,False,False,96.27976190476191,70.0,30.0
MAT_0198,0.1304347826086956,0.0851063829787234,0.0,0.2499999999999999,0.8666666666666667,0.3333333333333333,"Industrial Components, Heavy Machinery, Automotive Parts",False,False,True,False,59.16666666666668,50.57971014492754,33.77058279370952
MAT_0199,0.0521739130434782,0.0425531914893617,0.9693877551020408,0.1220238095238095,0.911111111111111,0.1333333333333333,"E-commerce, Food & Beverage, Consumer Goods, Apparel",True,False,False,False,90.91128117913831,62.23188405797101,30.696885599753305
MAT_0200,0.1304347826086956,0.0851063829787234,0.0,0.2499999999999999,0.711111111111111,0.3333333333333333,"Industrial Components, Heavy Machinery, Automotive Parts",False,False,True,False,55.27777777777778,50.57971014492754,29.103916127042854
MAT_0201,0.1304347826086956,0.0851063829787234,0.0,0.2083333333333333,0.5999999999999999,0.3333333333333333,"Electronics, Medium-Value Goods, Retail Logistics",False,False,True,False,54.58333333333334,50.57971014492754,25.770582793709522
MAT_0202,0.0521739130434782,0.0425531914893617,0.9693877551020408,0.125,0.977777777777778,0.1333333333333333,"E-commerce, Food & Beverage, Consumer Goods, Apparel",True,False,False,False,92.42913832199547,62.23188405797101,32.696885599753315
MAT_0203,0.0521739130434782,0.0425531914893617,0.9693877551020408,0.181547619047619,1.0,0.1333333333333333,"E-commerce, Food & Beverage, Consumer Goods, Apparel",True,False,False,False,90.15731292517006,62.23188405797101,33.36355226641998
MAT_0204,0.1304347826086956,0.0851063829787234,0.0,0.244047619047619,0.8666666666666667,0.3333333333333333,"Industrial Components, Heavy Machinery, Automotive Parts",False,False,True,False,59.464285714285715,50.57971014492754,33.77058279370952
MAT_0205,0.1304347826086956,0.0851063829787234,0.0,0.2232142857142857,0.8666666666666667,0.3333333333333333,"Electronics, Medium-Value Goods, Retail Logistics",False,False,True,False,60.50595238095238,50.57971014492754,33.77058279370952
MAT_0206,0.1304347826086956,0.0851063829787234,0.0,0.2589285714285714,0.7777777777777777,0.3333333333333333,"Industrial Components, Heavy Machinery, Automotive Parts",False,False,True,False,56.49801587301587,50.57971014492754,31.10391612704285
MAT_0207,0.1304347826086956,0.0851063829787234,0.0,0.5178571428571428,0.2888888888888887,0.3333333333333333,"Low-Value Goods, Secondary Protection for Non-Fragile Items",False,False,True,False,31.32936507936508,50.57971014492754,16.437249460376187
MAT_0208,0.1304347826086956,0.0851063829787234,0.0,0.2232142857142857,0.6444444444444444,0.3333333333333333,"Electronics, Medium-Value Goods, Retail Logistics",False,False,True,False,54.95039682539682,50.57971014492754,27.103916127042854
MAT_0209,1.0,1.0,0.0,0.9732142857142856,0.9333333333333332,1.0,"Heavy Industrial Components, High-Security Goods",False,False,False,True,24.67261904761905,30.0,98.0
MAT_0210,0.1304347826086956,0.0851063829787234,0.0,0.2589285714285714,0.7777777777777777,0.3333333333333333,"Industrial Components, Heavy Machinery, Automotive Parts",False,False,True,False,56.49801587301587,50.57971014492754,31.10391612704285
MAT_0211,0.0521739130434782,0.0425531914893617,0.9693877551020408,0.1339285714285714,1.0,0.1333333333333333,"E-commerce, Food & Beverage, Consumer Goods, Apparel",True,False,False,False,92.53826530612244,62.23188405797101,33.36355226641998
MAT_0212,0.0,0.0,1.0,0.0476190476190476,1.0,0.0,"Fragile Items, Cosmetics, Pharmaceuticals, Internal Component Protection",False,True,False,False,97.61904761904762,70.0,30.0
MAT_0213,0.0521739130434782,0.0425531914893617,0.9693877551020408,0.1279761904761904,0.911111111111111,0.1333333333333333,"E-commerce, Food & Beverage, Consumer Goods, Apparel",True,False,False,False,90.61366213151926,62.23188405797101,30.696885599753305
MAT_0214,0.1304347826086956,0.0851063829787234,0.0,0.181547619047619,0.6444444444444444,0.3333333333333333,"Electronics, Medium-Value Goods, Retail Logistics",False,False,True,False,57.03373015873016,50.57971014492754,27.103916127042854
MAT_0215,0.1304347826086956,0.0851063829787234,0.0,0.2589285714285714,0.5999999999999999,0.3333333333333333,"Industrial Components, Heavy Machinery, Automotive Parts",False,False,True,False,52.05357142857143,50.57971014492754,25.770582793709522
MAT_0216,0.0521739130434782,0.0425531914893617,0.9693877551020408,0.1607142857142857,0.9333333333333332,0.1333333333333333,"E-commerce, Food & Beverage, Consumer Goods, Apparel",True,False,False,False,89.53231292517006,62.23188405797101,31.363552266419976
MAT_0217,0.1304347826086956,0.0851063829787234,0.0,0.2648809523809524,0.8444444444444446,0.3333333333333333,"Industrial Components, Heavy Machinery, Automotive Parts",False,False,True,False,57.867063492063494,50.57971014492754,33.10391612704286
MAT_0218,0.0,0.0,1.0,0.056547619047619,1.0,0.0,"Fragile Items, Cosmetics, Pharmaceuticals, Internal Component Protection",False,True,False,False,97.17261904761905,70.0,30.0
MAT_0219,0.1304347826086956,0.0851063829787234,0.0,0.2589285714285714,0.8888888888888888,0.3333333333333333,"Industrial Components, Heavy Machinery, Automotive Parts",False,False,True,False,59.27579365079365,50.57971014492754,34.437249460376194
MAT_0220,0.0521739130434782,0.0425531914893617,0.9693877551020408,0.1369047619047619,0.977777777777778,0.1333333333333333,"E-commerce, Food & Beverage, Consumer Goods, Apparel",True,False,False,False,91.83390022675736,62.23188405797101,32.696885599753315
MAT_0221,0.0521739130434782,0.0425531914893617,0.9693877551020408,0.1339285714285714,1.0,0.1333333333333333,"E-commerce, Food & Beverage, Consumer Goods, Apparel",True,False,False,False,92.53826530612244,62.23188405797101,33.36355226641998
MAT_0222,0.1304347826086956,0.0851063829787234,0.0,0.181547619047619,0.8888888888888888,0.3333333333333333,"Electronics, Medium-Value Goods, Retail Logistics",False,False,True,False,63.144841269841265,50.57971014492754,34.437249460376194
MAT_0223,0.0,0.0,1.0,0.056547619047619,1.0,0.0,"Fragile Items, Cosmetics, Pharmaceuticals, Internal Component Protection",False,True,False,False,97.17261904761905,70.0,30.0
MAT_0224,0.0521739130434782,0.0425531914893617,0.9693877551020408,0.1607142857142857,0.911111111111111,0.1333333333333333,"E-commerce, Food & Beverage, Consumer Goods, Apparel",True,False,False,False,88.97675736961452,62.23188405797101,30.696885599753305
MAT_0225,0.1304347826086956,0.0851063829787234,0.0,0.4910714285714286,0.3999999999999999,0.3333333333333333,"Low-Value Goods, Secondary Protection for Non-Fragile Items",False,False,True,False,35.44642857142857,50.57971014492754,19.770582793709522
MAT_0226,0.1304347826086956,0.0851063829787234,0.0,0.181547619047619,0.6666666666666667,0.3333333333333333,"Electronics, Medium-Value Goods, Retail Logistics",False,False,True,False,57.58928571428572,50.57971014492754,27.770582793709526
MAT_0227,0.0521739130434782,0.0425531914893617,0.9693877551020408,0.1488095238095238,0.977777777777778,0.1333333333333333,"E-commerce, Food & Beverage, Consumer Goods, Apparel",True,False,False,False,91.23866213151928,62.23188405797101,32.696885599753315
MAT_0228,0.0521739130434782,0.0425531914893617,0.9693877551020408,0.125,1.0,0.1333333333333333,"E-commerce, Food & Beverage, Consumer Goods, Apparel",True,False,False,False,92.98469387755102,62.23188405797101,33.36355226641998
MAT_0229,0.1304347826086956,0.0851063829787234,0.0,0.2678571428571428,0.7777777777777777,0.3333333333333333,"Industrial Components, Heavy Machinery, Automotive Parts",False,False,True,False,56.051587301587304,50.57971014492754,31.10391612704285
MAT_0230,1.0,1.0,0.0,0.9791666666666666,0.7333333333333334,1.0,"Heavy Industrial Components, High-Security Goods",False,False,False,True,19.375000000000004,30.0,92.0
MAT_0231,0.0521739130434782,0.0425531914893617,0.9693877551020408,0.1220238095238095,0.9333333333333332,0.1333333333333333,"E-commerce, Food & Beverage, Consumer Goods, Apparel",True,False,False,False,91.46683673469387,62.23188405797101,31.363552266419976
MAT_0232,0.0,0.0,1.0,0.0625,1.0,0.0,"Fragile Items, Cosmetics, Pharmaceuticals, Internal Component Protection",False,True,False,False,96.875,70.0,30.0
MAT_0233,0.1304347826086956,0.0851063829787234,0.0,0.2232142857142857,0.6444444444444444,0.3333333333333333,"Electronics, Medium-Value Goods, Retail Logistics",False,False,True,False,54.95039682539682,50.57971014492754,27.103916127042854
MAT_0234,0.1304347826086956,0.0851063829787234,0.0,0.5,0.1555555555555554,0.3333333333333333,"Low-Value Goods, Secondary Protection for Non-Fragile Items",False,False,True,False,28.888888888888886,50.57971014492754,12.437249460376187
MAT_0235,0.0521739130434782,0.0425531914893617,0.9693877551020408,0.1607142857142857,1.0,0.1333333333333333,"E-commerce, Food & Beverage, Consumer Goods, Apparel",True,False,False,False,91.19897959183673,62.23188405797101,33.36355226641998
MAT_0236,0.1304347826086956,0.0851063829787234,0.0,0.2499999999999999,0.6888888888888889,0.3333333333333333,"Industrial Components, Heavy Machinery, Automotive Parts",False,False,True,False,54.72222222222223,50.57971014492754,28.43724946037619
MAT_0237,0.0521739130434782,0.0425531914893617,0.9693877551020408,0.1398809523809523,0.9555555555555556,0.1333333333333333,"E-commerce, Food & Beverage, Consumer Goods, Apparel",True,False,False,False,91.12953514739229,62.23188405797101,32.030218933086644
MAT_0238,0.0521739130434782,0.0425531914893617,0.9693877551020408,0.1428571428571428,0.977777777777778,0.1333333333333333,"E-commerce, Food & Beverage, Consumer Goods, Apparel",True,False,False,False,91.53628117913833,62.23188405797101,32.696885599753315
MAT_0239,0.1304347826086956,0.0851063829787234,0.0,0.181547619047619,0.6444444444444444,0.3333333333333333,"Electronics, Medium-Value Goods, Retail Logistics",False,False,True,False,57.03373015873016,50.57971014492754,27.103916127042854
MAT_0240,0.1304347826086956,0.0851063829787234,0.0,0.2559523809523809,0.6888888888888889,0.3333333333333333,"Industrial Components, Heavy Machinery, Automotive Parts",False,False,True,False,54.42460317460318,50.57971014492754,28.43724946037619
MAT_0241,0.1304347826086956,0.0851063829787234,0.0,0.2589285714285714,0.7777777777777777,0.3333333333333333,"Industrial Components, Heavy Machinery, Automotive Parts",False,False,True,False,56.49801587301587,50.57971014492754,31.10391612704285
MAT_0242,0.0521739130434782,0.0425531914893617,0.9693877551020408,0.1398809523809523,1.0,0.1333333333333333,"E-commerce, Food & Beverage, Consumer Goods, Apparel",True,False,False,False,92.2406462585034,62.23188405797101,33.36355226641998
MAT_0243,0.0521739130434782,0.0425531914893617,0.9693877551020408,0.1428571428571428,0.9333333333333332,0.1333333333333333,"E-commerce, Food & Beverage, Consumer Goods, Apparel",True,False,False,False,90.4251700680272,62.23188405797101,31.363552266419976
MAT_0244,1.0,1.0,0.0,0.9732142857142856,0.8888888888888888,1.0,"Heavy Industrial Components, High-Security Goods",False,False,False,True,23.56150793650794,30.0,96.66666666666666
MAT_0245,0.0,0.0,1.0,0.0476190476190476,0.8666666666666667,0.0,"Fragile Items, Cosmetics, Pharmaceuticals, Internal Component Protection",False,True,False,False,94.28571428571429,70.0,26.0
MAT_0246,0.1304347826086956,0.0851063829787234,0.0,0.2499999999999999,0.7777777777777777,0.3333333333333333,"Industrial Components, Heavy Machinery, Automotive Parts",False,False,True,False,56.94444444444444,50.57971014492754,31.10391612704285
MAT_0247,0.1304347826086956,0.0851063829787234,0.0,0.2232142857142857,0.711111111111111,0.3333333333333333,"Electronics, Medium-Value Goods, Retail Logistics",False,False,True,False,56.617063492063494,50.57971014492754,29.103916127042854
MAT_0248,0.1304347826086956,0.0851063829787234,0.0,0.5178571428571428,0.3999999999999999,0.3333333333333333,"Low-Value Goods, Secondary Protection for Non-Fragile Items",False,False,True,False,34.10714285714286,50.57971014492754,19.770582793709522
MAT_0249,0.1304347826086956,0.0851063829787234,0.0,0.2678571428571428,0.8666666666666667,0.3333333333333333,"Industrial Components, Heavy Machinery, Automotive Parts",False,False,True,False,58.273809523809526,50.57971014492754,33.77058279370952
MAT_0250,1.0,1.0,0.0,0.943452380952381,0.9333333333333332,1.0,"Heavy Industrial Components, High-Security Goods",False,False,False,True,26.16071428571428,30.0,98.0
MAT_0251,0.0521739130434782,0.0425531914893617,0.9693877551020408,0.1220238095238095,0.9555555555555556,0.1333333333333333,"E-commerce, Food & Beverage, Consumer Goods, Apparel",True,False,False,False,92.02239229024943,62.23188405797101,32.030218933086644
MAT_0252,0.0,0.0,1.0,0.056547619047619,1.0,0.0,"Fragile Items, Cosmetics, Pharmaceuticals, Internal Component Protection",False,True,False,False,97.17261904761905,70.0,30.0
