product_id,category,product_weight_kg,fragility_index,fragility_level,shipping_type,material_id,material_type,packaging_type,biodegradation_time_days,reusability_percent,recycled_content_percent,supplier_region,supplier_sustainability_compliance_percent,load_handling_score,moisture_resistance_score,thermal_resistance_score,sustainability_score
177,food,10.0,1,high,Sea,MAT_0243,Cardboard,Cardboard Boxes,332.0,51.0,76.0,LATAM,84.0,5.0,3.0,4.0,38.64190090090091
177,food,10.0,1,high,Sea,MAT_0247,Plastic,Foldable & Stackable Containers,35850.0,87.0,44.0,LATAM,89.0,9.0,8.0,8.0,34.37700836796742
177,food,10.0,1,high,Sea,MAT_0251,Cardboard,Cardboard Boxes,250.0,48.0,77.0,EU,87.0,4.0,4.0,5.0,39.05719521912351
177,food,10.0,1,high,Sea,MAT_0254,Cardboard,Cardboard Boxes,157.0,47.0,78.0,ROW,90.0,6.0,3.0,4.0,39.85489873417722
177,food,10.0,1,high,Sea,MAT_0256,Plastic,Foldable & Stackable Containers,10935.0,92.0,36.0,ROW,91.0,8.0,7.0,7.0,34.332027432333575
177,food,10.0,1,high,Sea,MAT_0257,Cardboard,Cardboard Boxes,332.0,51.0,76.0,APAC,84.0,5.0,4.0,4.0,38.65090090090091
177,food,10.0,1,high,Sea,MAT_0260,Cardboard,Cardboard Boxes,154.0,48.0,79.0,EMEA,86.0,5.0,5.0,4.0,37.44293548387097
177,food,10.0,1,high,Sea,MAT_0263,Cardboard,Cardboard Boxes,242.0,52.0,81.0,EMEA,88.0,6.0,3.0,5.0,39.84223456790124
177,food,10.0,1,high,Sea,MAT_0264,Plastic,Foldable & Stackable Containers,69350.0,89.0,41.0,APAC,90.0,7.0,9.0,8.0,33.162004325820824
177,food,10.0,1,high,Sea,MAT_0266,Cardboard,Cardboard Boxes,154.0,48.0,79.0,LATAM,86.0,6.0,3.0,4.0,37.44893548387097
177,food,10.0,1,high,Sea,MAT_0267,Plastic,Foldable & Stackable Containers,52150.0,86.0,41.0,EMEA,90.0,9.0,8.0,8.0,32.37400575252632
177,food,10.0,1,high,Sea,MAT_0270,Cardboard,Cardboard Boxes,197.0,50.0,78.0,EU,87.0,6.0,4.0,5.0,39.44851515151515
177,food,10.0,1,high,Sea,MAT_0271,Plastic,Foldable & Stackable Containers,46640.0,94.0,42.0,AMERICAS,88.0,9.0,9.0,7.0,37.550006432109086
177,food,10.0,1,high,Sea,MAT_0273,Cardboard,Cardboard Boxes,169.0,46.0,77.0,AMERICAS,90.0,5.0,3.0,4.0,39.04576470588236
177,food,10.0,1,high,Sea,MAT_0274,Cardboard,Cardboard Boxes,153.0,53.0,77.0,LATAM,86.0,5.0,4.0,4.0,39.85194805194806
177,food,10.0,1,high,Sea,MAT_0275,Plastic,Foldable & Stackable Containers,35850.0,87.0,44.0,ROW,89.0,8.0,8.0,7.0,34.35600836796742
177,food,10.0,1,high,Sea,MAT_0277,Cardboard,Cardboard Boxes,209.0,50.0,81.0,EU,86.0,5.0,4.0,4.0,39.84842857142857
177,food,10.0,1,high,Sea,MAT_0278,Plastic,Foldable & Stackable Containers,60408.0,92.0,40.0,APAC,88.0,8.0,7.0,7.0,34.33500496614743
177,food,10.0,1,high,Sea,MAT_0281,Cardboard,Cardboard Boxes,197.0,50.0,78.0,AMERICAS,87.0,4.0,4.0,5.0,38.25151515151516
177,food,10.0,1,high,Sea,MAT_0283,Cardboard,Cardboard Boxes,291.0,53.0,82.0,APAC,85.0,6.0,4.0,4.0,39.44802739726028
177,food,10.0,1,high,Sea,MAT_0284,Plastic,Foldable & Stackable Containers,52407.0,87.0,38.0,AMERICAS,97.0,8.0,9.0,8.0,33.5440057243169
177,food,10.0,1,high,Sea,MAT_0285,Cardboard,Cardboard Boxes,154.0,48.0,79.0,LATAM,86.0,5.0,3.0,3.0,39.04293548387097
177,food,10.0,1,high,Sea,MAT_0287,Cardboard,Cardboard Boxes,250.0,48.0,77.0,EU,87.0,5.0,5.0,4.0,39.06019521912351
177,food,10.0,1,high,Sea,MAT_0288,Plastic,Foldable & Stackable Containers,69350.0,89.0,41.0,ROW,90.0,9.0,8.0,8.0,34.72900432582083
177,food,10.0,1,high,Sea,MAT_0289,Cardboard,Cardboard Boxes,157.0,47.0,78.0,AMERICAS,90.0,4.0,3.0,3.0,39.84589873417722
177,food,10.0,1,high,Sea,MAT_0291,Plastic,Foldable & Stackable Containers,52150.0,86.0,41.0,APAC,90.0,7.0,9.0,8.0,32.35600575252632
177,food,10.0,1,high,Sea,MAT_0292,Cardboard,Cardboard Boxes,201.0,50.0,81.0,LATAM,85.0,5.0,3.0,3.0,39.84248514851485
177,food,10.0,1,high,Sea,MAT_0294,Cardboard,Cardboard Boxes,332.0,51.0,76.0,EMEA,84.0,6.0,4.0,5.0,38.65090090090091
177,food,10.0,1,high,Sea,MAT_0295,Plastic,Foldable & Stackable Containers,35850.0,87.0,44.0,ROW,89.0,9.0,8.0,8.0,34.35600836796742
177,food,10.0,1,high,Sea,MAT_0297,Cardboard,Cardboard Boxes,291.0,53.0,82.0,APAC,85.0,4.0,4.0,4.0,39.44202739726028
177,food,10.0,1,high,Sea,MAT_0298,Plastic,Foldable & Stackable Containers,46640.0,94.0,42.0,LATAM,88.0,8.0,8.0,8.0,37.550006432109086
177,food,10.0,1,high,Sea,MAT_0300,Cardboard,Cardboard Boxes,197.0,50.0,78.0,LATAM,87.0,6.0,3.0,4.0,39.45451515151515
177,food,10.0,1,high,Sea,MAT_0301,Plastic,Foldable & Stackable Containers,52407.0,87.0,38.0,EMEA,97.0,9.0,8.0,7.0,33.5710057243169
177,food,10.0,1,high,Sea,MAT_0303,Cardboard,Cardboard Boxes,169.0,46.0,77.0,EMEA,90.0,4.0,4.0,5.0,39.84576470588235
177,food,10.0,1,high,Sea,MAT_0304,Plastic,Foldable & Stackable Containers,60408.0,92.0,40.0,AMERICAS,88.0,9.0,8.0,8.0,32.34100496614743
177,food,10.0,1,high,Sea,MAT_0306,Cardboard,Cardboard Boxes,157.0,47.0,78.0,ROW,90.0,5.0,3.0,3.0,39.84889873417722
177,food,10.0,1,high,Sea,MAT_0307,Plastic,Foldable & Stackable Containers,40250.0,94.0,36.0,APAC,96.0,9.0,9.0,6.0,34.76500745323098
177,food,10.0,1,high,Sea,MAT_0309,Cardboard,Cardboard Boxes,209.0,50.0,81.0,AMERICAS,86.0,4.0,4.0,4.0,39.84842857142857
177,food,10.0,1,high,Sea,MAT_0311,Cardboard,Cardboard Boxes,154.0,48.0,79.0,EU,86.0,6.0,3.0,5.0,39.44893548387097
177,food,10.0,1,high,Sea,MAT_0313,Cardboard,Cardboard Boxes,291.0,53.0,82.0,LATAM,85.0,5.0,3.0,3.0,39.85102739726028
177,food,10.0,1,high,Sea,MAT_0315,Cardboard,Cardboard Boxes,332.0,51.0,76.0,EU,84.0,5.0,5.0,4.0,38.64490090090091
177,food,10.0,1,high,Sea,MAT_0317,Cardboard,Cardboard Boxes,242.0,52.0,81.0,AMERICAS,88.0,5.0,3.0,4.0,39.45123456790124
177,food,10.0,1,high,Sea,MAT_0319,Cardboard,Cardboard Boxes,169.0,46.0,77.0,ROW,90.0,6.0,3.0,3.0,39.04876470588236
177,food,10.0,1,high,Sea,MAT_0321,Cardboard,Cardboard Boxes,197.0,50.0,78.0,AMERICAS,87.0,5.0,4.0,4.0,38.25451515151516
177,food,10.0,1,high,Sea,MAT_0323,Cardboard,Cardboard Boxes,157.0,47.0,78.0,EU,90.0,5.0,3.0,5.0,39.85189873417722
177,food,10.0,1,high,Sea,MAT_0325,Cardboard,Cardboard Boxes,209.0,50.0,81.0,ROW,86.0,5.0,4.0,4.0,39.44242857142857
177,food,10.0,1,high,Sea,MAT_0327,Cardboard,Cardboard Boxes,154.0,48.0,79.0,APAC,86.0,6.0,3.0,4.0,37.45193548387097
177,food,10.0,1,high,Sea,MAT_0329,Cardboard,Cardboard Boxes,332.0,51.0,76.0,AMERICAS,84.0,5.0,3.0,4.0,38.64790090090091
177,food,10.0,1,high,Sea,MAT_0331,Cardboard,Cardboard Boxes,291.0,53.0,82.0,ROW,85.0,5.0,4.0,4.0,39.45102739726028
177,food,10.0,1,high,Sea,MAT_0333,Cardboard,Cardboard Boxes,169.0,46.0,77.0,LATAM,90.0,6.0,3.0,5.0,39.04276470588236
177,food,10.0,1,high,Sea,MAT_0335,Cardboard,Cardboard Boxes,197.0,50.0,78.0,EU,87.0,5.0,5.0,3.0,38.26051515151516
177,food,10.0,1,high,Sea,MAT_0337,Cardboard,Cardboard Boxes,157.0,47.0,78.0,AMERICAS,90.0,5.0,3.0,4.0,39.85189873417722
177,food,10.0,1,high,Sea,MAT_0339,Cardboard,Cardboard Boxes,154.0,48.0,79.0,ROW,86.0,5.0,3.0,3.0,37.44293548387097
177,food,10.0,1,high,Sea,MAT_0341,Cardboard,Cardboard Boxes,332.0,51.0,76.0,EU,84.0,5.0,4.0,4.0,38.65090090090091
177,food,10.0,1,high,Sea,MAT_0343,Cardboard,Cardboard Boxes,291.0,53.0,82.0,AMERICAS,85.0,5.0,4.0,4.0,39.44802739726028
177,food,10.0,1,high,Sea,MAT_0345,Cardboard,Cardboard Boxes,197.0,50.0,78.0,ROW,87.0,6.0,3.0,5.0,38.25751515151516
177,food,10.0,1,high,Sea,MAT_0347,Cardboard,Cardboard Boxes,169.0,46.0,77.0,EU,90.0,5.0,3.0,3.0,39.84876470588235
177,food,10.0,1,high,Sea,MAT_0349,Cardboard,Cardboard Boxes,154.0,48.0,79.0,AMERICAS,86.0,5.0,3.0,4.0,39.05193548387097
177,food,10.0,1,high,Sea,MAT_0351,Cardboard,Cardboard Boxes,157.0,47.0,78.0,ROW,90.0,5.0,4.0,4.0,39.85189873417722
177,food,10.0,1,high,Sea,MAT_0353,Cardboard,Cardboard Boxes,242.0,52.0,81.0,EU,88.0,4.0,4.0,5.0,39.44223456790124
177,food,10.0,1,high,Sea,MAT_0355,Cardboard,Cardboard Boxes,291.0,53.0,82.0,AMERICAS,85.0,5.0,4.0,4.0,39.845027397260274
177,food,10.0,1,high,Sea,MAT_0357,Cardboard,Cardboard Boxes,332.0,51.0,76.0,ROW,84.0,5.0,3.0,3.0,38.65090090090091
177,food,10.0,1,high,Sea,MAT_0359,Cardboard,Cardboard Boxes,197.0,50.0,78.0,EU,87.0,4.0,4.0,5.0,38.25451515151516
177,food,10.0,1,high,Sea,MAT_0361,Cardboard,Cardboard Boxes,169.0,46.0,77.0,AMERICAS,90.0,5.0,3.0,3.0,39.84576470588235
177,food,10.0,1,high,Sea,MAT_0363,Cardboard,Cardboard Boxes,154.0,48.0,79.0,ROW,86.0,6.0,3.0,4.0,39.04893548387097
177,food,10.0,1,high,Sea,MAT_0365,Cardboard,Cardboard Boxes,157.0,47.0,78.0,EU,90.0,5.0,4.0,4.0,39.84289873417722
177,food,10.0,1,high,Sea,MAT_0367,Cardboard,Cardboard Boxes,242.0,52.0,81.0,AMERICAS,88.0,6.0,3.0,5.0,39.44823456790124
177,food,10.0,1,high,Sea,MAT_0369,Cardboard,Cardboard Boxes,291.0,53.0,82.0,ROW,85.0,4.0,4.0,4.0,39.84802739726028
177,food,10.0,1,high,Sea,MAT_0371,Cardboard,Cardboard Boxes,332.0,51.0,76.0,EU,84.0,5.0,4.0,4.0,38.64490090090091
177,food,10.0,1,high,Sea,MAT_0373,Cardboard,Cardboard Boxes,197.0,50.0,78.0,AMERICAS,87.0,5.0,5.0,3.0,38.25751515151516
177,food,10.0,1,high,Sea,MAT_0375,Cardboard,Cardboard Boxes,169.0,46.0,77.0,ROW,90.0,6.0,3.0,5.0,39.04276470588236
177,food,10.0,1,high,Sea,MAT_0377,Cardboard,Cardboard Boxes,154.0,48.0,79.0,EU,86.0,6.0,3.0,4.0,37.45193548387097
177,food,10.0,1,high,Sea,MAT_0379,Cardboard,Cardboard Boxes,157.0,47.0,78.0,AMERICAS,90.0,5.0,4.0,4.0,39.84889873417722
177,food,10.0,1,high,Sea,MAT_0381,Cardboard,Cardboard Boxes,242.0,52.0,81.0,ROW,88.0,6.0,3.0,5.0,39.44523456790124
177,food,10.0,1,high,Sea,MAT_0383,Cardboard,Cardboard Boxes,291.0,53.0,82.0,EU,85.0,4.0,4.0,4.0,39.845027397260274
177,food,10.0,1,high,Sea,MAT_0385,Cardboard,Cardboard Boxes,332.0,51.0,76.0,AMERICAS,84.0,5.0,3.0,3.0,38.64790090090091
177,food,10.0,1,high,Sea,MAT_0387,Cardboard,Cardboard Boxes,197.0,50.0,78.0,ROW,87.0,5.0,5.0,4.0,38.25751515151516
177,food,10.0,1,high,Sea,MAT_0389,Cardboard,Cardboard Boxes,169.0,46.0,77.0,EU,90.0,6.0,3.0,5.0,39.04276470588236
177,food,10.0,1,high,Sea,MAT_0391,Cardboard,Cardboard Boxes,154.0,48.0,79.0,AMERICAS,86.0,5.0,3.0,3.0,37.44893548387097
177,food,10.0,1,high,Sea,MAT_0393,Cardboard,Cardboard Boxes,157.0,47.0,78.0,ROW,90.0,5.0,4.0,4.0,39.84889873417722
177,food,10.0,1,high,Sea,MAT_0395,Cardboard,Cardboard Boxes,242.0,52.0,81.0,EU,88.0,5.0,4.0,4.0,39.44823456790124
177,food,10.0,1,high,Sea,MAT_0397,Cardboard,Cardboard Boxes,291.0,53.0,82.0,AMERICAS,85.0,5.0,4.0,4.0,39.85102739726028
177,food,10.0,1,high,Sea,MAT_0399,Cardboard,Cardboard Boxes,332.0,51.0,76.0,ROW,84.0,5.0,3.0,4.0,38.64190090090091
177,food,10.0,1,high,Sea,MAT_0401,Cardboard,Cardboard Boxes,197.0,50.0,78.0,EU,87.0,5.0,4.0,4.0,38.26051515151516
177,food,10.0,1,high,Sea,MAT_0403,Cardboard,Cardboard Boxes,169.0,46.0,77.0,AMERICAS,90.0,5.0,3.0,3.0,39.05176470588236
178,food,5.0,1,high,Road,MAT_0001,Cardboard,Cardboard Boxes,188.0,49.0,79.0,EMEA,85.0,6.0,5.0,4.0,39.0395873015873
178,food,5.0,1,high,Road,MAT_0006,Plastic,Foldable & Stackable Containers,52407.0,87.0,38.0,APAC,97.0,8.0,8.0,6.0,33.5770057243169
178,food,5.0,1,high,Road,MAT_0011,Cardboard,Cardboard Boxes,196.0,50.0,83.0,LATAM,92.0,5.0,5.0,4.0,39.8395228426396
178,food,5.0,1,high,Road,MAT_0015,Plastic,Foldable & Stackable Containers,73043.0,82.0,41.0,AMERICAS,91.0,8.0,9.0,6.0,34.326004107113526
178,food,5.0,1,high,Road,MAT_0016,Cardboard,Cardboard Boxes,355.0,47.0,84.0,EU,91.0,5.0,5.0,3.0,37.05384269662922
178,food,5.0,1,high,Road,MAT_0019,Plastic,Foldable & Stackable Containers,58200.0,94.0,41.0,LATAM,87.0,8.0,9.0,6.0,33.9590051545506
178,food,5.0,1,high,Road,MAT_0020,Cardboard,Cardboard Boxes,218.0,53.0,78.0,LATAM,83.0,5.0,4.0,5.0,36.642369863013705
178,food,5.0,1,high,Road,MAT_0023,Cardboard,Cardboard Boxes,211.0,44.0,75.0,AMERICAS,93.0,4.0,5.0,3.0,35.86041509433962
178,food,5.0,1,high,Road,MAT_0024,Plastic,Foldable & Stackable Containers,15440.0,89.0,34.0,EMEA,91.0,8.0,7.0,7.0,34.79501942879347
178,food,5.0,1,high,Road,MAT_0027,Cardboard,Cardboard Boxes,96.0,50.0,79.0,APAC,85.0,6.0,4.0,3.0,39.856092783505154
178,food,5.0,1,high,Road,MAT_0032,Plastic,Foldable & Stackable Containers,40345.0,88.0,41.0,ROW,98.0,7.0,9.0,7.0,35.58600743568135
178,food,5.0,1,high,Road,MAT_0033,Cardboard,Cardboard Boxes,265.0,45.0,78.0,AMERICAS,90.0,6.0,3.0,3.0,37.45412781954887
178,food,5.0,1,high,Road,MAT_0034,Cardboard,Cardboard Boxes,192.0,51.0,80.0,AMERICAS,92.0,5.0,3.0,5.0,39.44555440414508
178,food,5.0,1,high,Road,MAT_0039,Cardboard,Cardboard Boxes,256.0,51.0,76.0,AMERICAS,83.0,4.0,5.0,5.0,39.836167315175096
178,food,5.0,1,high,Road,MAT_0040,Cardboard,Cardboard Boxes,352.0,50.0,80.0,EU,86.0,4.0,5.0,3.0,39.85384985835695
178,food,5.0,1,high,Road,MAT_0047,Plastic,Foldable & Stackable Containers,98971.0,91.0,42.0,EMEA,93.0,8.0,8.0,8.0,31.577003031160327
178,food,5.0,1,high,Road,MAT_0048,Cardboard,Cardboard Boxes,90.0,52.0,76.0,EMEA,89.0,4.0,4.0,4.0,39.85629670329671
178,food,5.0,1,high,Road,MAT_0050,Cardboard,Cardboard Boxes,298.0,49.0,77.0,ROW,93.0,5.0,5.0,3.0,37.05400334448161
178,food,5.0,1,high,Road,MAT_0052,Plastic,Foldable & Stackable Containers,69350.0,89.0,36.0,APAC,90.0,9.0,9.0,7.0,31.932004325820824
178,food,5.0,1,high,Road,MAT_0053,Plastic,Foldable & Stackable Containers,70484.0,89.0,41.0,EMEA,96.0,9.0,8.0,8.0,31.15900425622473
178,food,5.0,1,high,Road,MAT_0055,Plastic,Foldable & Stackable Containers,53148.0,90.0,40.0,ROW,88.0,7.0,9.0,7.0,31.52000564450883
178,food,5.0,1,high,Road,MAT_0057,Plastic,Foldable & Stackable Containers,66060.0,95.0,42.0,EMEA,94.0,8.0,8.0,8.0,31.562004541257327
178,food,5.0,1,high,Road,MAT_0058,Cardboard,Cardboard Boxes,115.0,50.0,78.0,ROW,83.0,5.0,5.0,5.0,39.84658620689655
178,food,5.0,1,high,Road,MAT_0059,Cardboard,Cardboard Boxes,148.0,46.0,81.0,APAC,85.0,5.0,5.0,5.0,37.84301342281879
178,food,5.0,1,high,Road,MAT_0060,Cardboard,Cardboard Boxes,218.0,50.0,78.0,LATAM,90.0,4.0,4.0,5.0,39.8393698630137
178,food,5.0,1,high,Road,MAT_0061,Cardboard,Cardboard Boxes,287.0,49.0,81.0,EU,81.0,6.0,4.0,4.0,38.24204166666667
178,food,5.0,1,high,Road,MAT_0066,Cardboard,Cardboard Boxes,283.0,50.0,75.0,ROW,83.0,6.0,3.0,5.0,39.83605633802817
178,food,5.0,1,high,Road,MAT_0067,Plastic,Foldable & Stackable Containers,50911.0,89.0,42.0,ROW,90.0,8.0,9.0,6.0,33.138005892520425
178,food,5.0,1,high,Road,MAT_0068,Cardboard,Cardboard Boxes,168.0,54.0,84.0,EMEA,78.0,6.0,5.0,5.0,38.657775147929
178,food,5.0,1,high,Road,MAT_0069,Plastic,Foldable & Stackable Containers,21746.0,83.0,39.0,EMEA,82.0,9.0,8.0,7.0,32.33501379500621
178,food,5.0,1,high,Road,MAT_0073,Plastic,Foldable & Stackable Containers,46640.0,94.0,42.0,ROW,88.0,9.0,8.0,7.0,36.35900643210909
178,food,5.0,1,high,Road,MAT_0074,Cardboard,Cardboard Boxes,169.0,46.0,77.0,EU,90.0,6.0,3.0,3.0,39.84876470588235
178,food,5.0,1,high,Road,MAT_0077,Plastic,Foldable & Stackable Containers,84051.0,94.0,44.0,APAC,89.0,9.0,8.0,8.0,33.14100356921905
178,food,5.0,1,high,Road,MAT_0078,Plastic,Foldable & Stackable Containers,78380.0,87.0,39.0,EMEA,87.0,9.0,9.0,8.0,34.77100382745819
178,food,5.0,1,high,Road,MAT_0079,Cardboard,Cardboard Boxes,250.0,48.0,79.0,ROW,87.0,4.0,4.0,5.0,39.04519521912351
178,food,5.0,1,high,Road,MAT_0080,Plastic,Foldable & Stackable Containers,22417.0,89.0,38.0,EU,98.0,7.0,9.0,7.0,36.31101338210368
178,food,5.0,1,high,Road,MAT_0081,Plastic,Foldable & Stackable Containers,86303.0,86.0,40.0,EU,85.0,9.0,9.0,8.0,33.95900347608453
178,food,5.0,1,high,Road,MAT_0083,Cardboard,Cardboard Boxes,201.0,44.0,81.0,EU,85.0,5.0,5.0,3.0,39.83948514851485
178,food,5.0,1,high,Road,MAT_0086,Cardboard,Cardboard Boxes,312.0,48.0,81.0,EU,80.0,5.0,4.0,5.0,39.84495846645368
178,food,5.0,1,high,Road,MAT_0091,Plastic,Foldable & Stackable Containers,89433.0,90.0,43.0,LATAM,91.0,8.0,9.0,8.0,37.55300335442896
178,food,5.0,1,high,Road,MAT_0093,Plastic,Foldable & Stackable Containers,51800.0,93.0,38.0,EMEA,86.0,7.0,9.0,7.0,32.320005791394
178,food,5.0,1,high,Road,MAT_0095,Cardboard,Cardboard Boxes,90.0,49.0,74.0,AMERICAS,80.0,5.0,3.0,3.0,39.84729670329671
178,food,5.0,1,high,Road,MAT_0096,Cardboard,Cardboard Boxes,197.0,50.0,78.0,AMERICAS,87.0,4.0,3.0,4.0,39.46051515151515
178,food,5.0,1,high,Road,MAT_0097,Cardboard,Cardboard Boxes,291.0,53.0,82.0,AMERICAS,85.0,5.0,3.0,3.0,38.63902739726028
178,food,5.0,1,high,Road,MAT_0103,Cardboard,Cardboard Boxes,242.0,52.0,80.0,APAC,88.0,4.0,4.0,5.0,39.44823456790124
178,food,5.0,1,high,Road,MAT_0104,Cardboard,Cardboard Boxes,187.0,46.0,77.0,EU,83.0,6.0,3.0,5.0,39.84559574468085
178,food,5.0,1,high,Road,MAT_0105,Plastic,Foldable & Stackable Containers,52150.0,86.0,41.0,LATAM,90.0,7.0,9.0,8.0,33.56800575252632
178,food,5.0,1,high,Road,MAT_0108,Plastic,Foldable & Stackable Containers,61952.0,89.0,43.0,EU,89.0,8.0,9.0,7.0,36.37400484238052
178,food,5.0,1,high,Road,MAT_0109,Plastic,Foldable & Stackable Containers,35850.0,87.0,44.0,EU,89.0,8.0,7.0,7.0,37.153008367967416
178,food,5.0,1,high,Road,MAT_0111,Cardboard,Cardboard Boxes,152.0,50.0,77.0,LATAM,83.0,5.0,3.0,3.0,39.848960784313725
178,food,5.0,1,high,Road,MAT_0115,Cardboard,Cardboard Boxes,154.0,48.0,79.0,APAC,86.0,5.0,3.0,4.0,37.43693548387097
178,food,5.0,1,high,Road,MAT_0116,Cardboard,Cardboard Boxes,272.0,48.0,79.0,AMERICAS,92.0,6.0,4.0,5.0,37.0510989010989
178,food,5.0,1,high,Road,MAT_0118,Plastic,Foldable & Stackable Containers,68093.0,89.0,43.0,APAC,92.0,8.0,9.0,8.0,34.35600440567451
178,food,5.0,1,high,Road,MAT_0121,Cardboard,Cardboard Boxes,310.0,48.0,80.0,EU,93.0,5.0,4.0,4.0,39.85996463022508
178,food,5.0,1,high,Road,MAT_0123,Cardboard,Cardboard Boxes,332.0,50.0,76.0,ROW,84.0,5.0,5.0,4.0,38.64490090090091
178,food,5.0,1,high,Road,MAT_0126,Plastic,Foldable & Stackable Containers,10935.0,92.0,36.0,APAC,91.0,8.0,7.0,6.0,33.97402743233357
178,food,5.0,1,high,Road,MAT_0127,Cardboard,Cardboard Boxes,153.0,53.0,77.0,EMEA,86.0,4.0,5.0,4.0,39.84894805194806
178,food,5.0,1,high,Road,MAT_0130,Cardboard,Cardboard Boxes,275.0,49.0,83.0,AMERICAS,92.0,6.0,4.0,4.0,38.24508695652175
178,food,5.0,1,high,Road,MAT_0132,Cardboard,Cardboard Boxes,101.0,48.0,79.0,APAC,83.0,6.0,4.0,4.0,39.44394117647059
178,food,5.0,1,high,Road,MAT_0134,Cardboard,Cardboard Boxes,242.0,52.0,79.0,EMEA,93.0,5.0,4.0,4.0,39.45423456790124
178,food,5.0,1,high,Road,MAT_0136,Cardboard,Cardboard Boxes,200.0,51.0,78.0,ROW,84.0,5.0,3.0,5.0,38.65749253731344
178,food,5.0,1,high,Road,MAT_0137,Cardboard,Cardboard Boxes,130.0,52.0,84.0,APAC,88.0,5.0,5.0,4.0,38.64929007633588
178,food,5.0,1,high,Road,MAT_0139,Plastic,Foldable & Stackable Containers,84260.0,94.0,38.0,LATAM,88.0,8.0,8.0,6.0,33.544003560366
178,food,5.0,1,high,Road,MAT_0140,Cardboard,Cardboard Boxes,252.0,48.0,80.0,AMERICAS,85.0,4.0,4.0,5.0,39.44818577075099
178,food,5.0,1,high,Road,MAT_0144,Plastic,Foldable & Stackable Containers,37036.0,87.0,41.0,LATAM,96.0,7.0,7.0,6.0,32.3380081000081
178,food,5.0,1,high,Road,MAT_0146,Plastic,Foldable & Stackable Containers,62453.0,92.0,36.0,ROW,90.0,8.0,9.0,8.0,31.953004803535404
178,food,5.0,1,high,Road,MAT_0147,Cardboard,Cardboard Boxes,154.0,50.0,82.0,EU,85.0,4.0,4.0,4.0,39.84293548387097
178,food,5.0,1,high,Road,MAT_0153,Plastic,Foldable & Stackable Containers,68326.0,89.0,41.0,APAC,86.0,9.0,8.0,8.0,34.32000439065085
178,food,5.0,1,high,Road,MAT_0154,Cardboard,Cardboard Boxes,157.0,47.0,78.0,EMEA,90.0,6.0,5.0,5.0,39.84889873417722
178,food,5.0,1,high,Road,MAT_0158,Cardboard,Cardboard Boxes,101.0,53.0,77.0,APAC,86.0,6.0,5.0,3.0,39.44994117647059
178,food,5.0,1,high,Road,MAT_0159,Plastic,Foldable & Stackable Containers,60408.0,92.0,40.0,LATAM,88.0,8.0,9.0,6.0,31.95300496614743
178,food,5.0,1,high,Road,MAT_0160,Cardboard,Cardboard Boxes,209.0,49.0,81.0,LATAM,86.0,5.0,3.0,3.0,39.83642857142857
178,food,5.0,1,high,Road,MAT_0163,Cardboard,Cardboard Boxes,168.0,53.0,79.0,EMEA,84.0,5.0,4.0,5.0,39.848775147929
178,food,5.0,1,high,Road,MAT_0166,Cardboard,Cardboard Boxes,230.0,50.0,81.0,AMERICAS,83.0,6.0,3.0,4.0,39.448298701298704
178,food,5.0,1,high,Road,MAT_0168,Plastic,Foldable & Stackable Containers,86202.0,88.0,38.0,EU,94.0,8.0,7.0,7.0,35.5740034801573
178,food,5.0,1,high,Road,MAT_0172,Cardboard,Cardboard Boxes,332.0,51.0,76.0,APAC,84.0,4.0,5.0,4.0,38.64790090090091
178,food,5.0,1,high,Road,MAT_0173,Cardboard,Cardboard Boxes,152.0,47.0,77.0,LATAM,86.0,6.0,5.0,3.0,38.25196078431373
178,food,5.0,1,high,Road,MAT_0175,Cardboard,Cardboard Boxes,242.0,52.0,81.0,LATAM,88.0,6.0,3.0,5.0,39.44523456790124
178,food,5.0,1,high,Road,MAT_0176,Plastic,Foldable & Stackable Containers,41490.0,88.0,36.0,AMERICAS,86.0,7.0,7.0,7.0,34.75600723048372
178,food,5.0,1,high,Road,MAT_0178,Cardboard,Cardboard Boxes,275.0,48.0,77.0,EMEA,92.0,6.0,4.0,5.0,37.84508695652174
178,food,5.0,1,high,Road,MAT_0181,Cardboard,Cardboard Boxes,153.0,53.0,77.0,EU,86.0,5.0,5.0,4.0,39.04894805194806
178,food,5.0,1,high,Road,MAT_0184,Plastic,Foldable & Stackable Containers,40250.0,94.0,36.0,APAC,96.0,9.0,9.0,6.0,33.556007453230976
178,food,5.0,1,high,Road,MAT_0186,Cardboard,Cardboard Boxes,209.0,49.0,81.0,ROW,86.0,5.0,3.0,3.0,38.642428571428574
178,food,5.0,1,high,Road,MAT_0188,Plastic,Foldable & Stackable Containers,35850.0,87.0,44.0,APAC,89.0,9.0,8.0,8.0,33.556008367967415
178,food,5.0,1,high,Road,MAT_0193,Cardboard,Cardboard Boxes,252.0,48.0,77.0,EU,85.0,6.0,4.0,4.0,39.03918577075099
178,food,5.0,1,high,Road,MAT_0194,Plastic,Foldable & Stackable Containers,52150.0,86.0,41.0,APAC,90.0,8.0,9.0,6.0,33.96200575252632
178,food,5.0,1,high,Road,MAT_0196,Cardboard,Cardboard Boxes,332.0,51.0,78.0,ROW,84.0,4.0,3.0,3.0,38.64490090090091
178,food,5.0,1,high,Road,MAT_0199,Cardboard,Cardboard Boxes,355.0,47.0,84.0,LATAM,91.0,5.0,3.0,3.0,38.25984269662922
