product_id,product_name,category,product_weight_kg,fragility_index,shipping_type,normalized_product_weight,fragility_level
409,Beard Oil Bottle - Vanilla,Cosmetics,0.16,3,Road,0.01,
410,Hair Gel Jar - Strong Hold,Cosmetics,0.37,2,Road,0.023125,
411,Medicine Pack - Allergy Relief,Pharmacy,0.17,3,Air,0.010625,
412,Medicine Syrup - Sore Throat,Pharmacy,0.31,3,Air,0.019375,
413,Vitamin Bottle - Daily Immunity,Pharmacy,0.27,3,Road,0.016875,
414,Vitamin Box - Essentials,Pharmacy,0.53,3,Road,0.033125,
415,First Aid Kit - Compact,Pharmacy,0.55,3,Road,0.034375,
416,Digital Thermometer - Infrared,Pharmacy,0.1,3,Air,0.00625,
417,Glucose Meter - Pro,Pharmacy,0.23,3,Air,0.014375,
418,Eye Drop Bottle - Multi Action,Pharmacy,0.05,3,Air,0.003125,
419,Nasal Spray - Herbal,Pharmacy,0.08,3,Air,0.005,
420,Bandage Roll - Adhesive,Pharmacy,0.21,2,Road,0.013125,
421,Water Bottle - Everyday,Drinkware,0.65,3,Road,0.040625,
422,Travel Tumbler - Office,Drinkware,0.47,3,Road,0.029375,
423,Thermos Flask - Slim,Drinkware,0.72,3,Road,0.045,
424,Glass Bottle - Decor,Drinkware,0.88,4,Sea,0.055,
425,Wine Bottle - White,Drinkware,1.3,4,Sea,0.08125,
426,Juice Pack - Kids Mix,Drinkware,1.0,3,Road,0.0625,
427,Energy Drink - Citrus,Drinkware,0.57,2,Road,0.035625,
428,Snack Pack - Spicy Mix,Food,0.43,2,Road,0.026875,
429,Snack Bag - Sour Cream,Food,0.29,2,Road,0.018125,
430,Snack Box - Student Pack,Food,0.85,2,Road,0.053125,
431,Chocolate Box - Assorted,Food,0.65,2,Air,0.040625,
432,Cereal Box - Protein,Food,0.6,2,Road,0.0375,
433,Cereal Packet - Strawberry,Food,0.47,2,Road,0.029375,
434,Tea Box - Lemon,Food,0.32,2,Air,0.02,
435,Coffee Pack - Classic Blend,Food,0.37,2,Air,0.023125,
436,Granola Pack - Chocolate,Food,0.59,2,Road,0.036875,
437,Instant Noodles Pack - Cheese,Food,0.53,2,Road,0.033125,
438,Rice Bag 3kg,Food,3.0,1,Road,0.1875,high
439,Sugar Pack 3kg,Food,3.0,1,Road,0.1875,high
440,Cookie Tin - Butter,Food,1.05,2,Road,0.065625,
441,Protein Bar Pack - Nuts,Food,0.47,2,Road,0.029375,
442,Snack Mix - Sweet & Salty,Food,0.6,2,Road,0.0375,
443,Chocolate Bag - Caramel,Food,0.44,2,Air,0.0275,
444,Spice Jar Set - Grill,Food,0.92,2,Air,0.0575,
445,Frozen Veggie Pack - Peas,Food,1.1,2,Air,0.06875,
446,Smartphone - Plus Edition,Electronics,0.35,5,Air,0.021875,
447,Smartphone - Compact,Electronics,0.26,5,Air,0.01625,
448,Tablet - Office Edition,Electronics,0.62,4,Air,0.03875,
449,Tablet Device - Kids Pro,Electronics,0.57,4,Air,0.035625,
450,Laptop - Office Basic,Electronics,2.4,5,Air,0.15,
451,Headphones - Gaming,Electronics,0.36,4,Air,0.0225,
452,Bluetooth Speaker - Party,Electronics,1.3,4,Road,0.08125,
453,Power Bank - Travel,Electronics,0.24,3,Air,0.015,
454,USB Flash Drive - 32GB,Electronics,0.05,2,Air,0.003125,
455,Router - Home Basic,Electronics,0.5,3,Road,0.03125,
456,"LED Monitor 23""",Electronics,3.8,4,Sea,0.2375,
457,"Smart TV 42""",Electronics,8.5,4,Sea,0.53125,
458,Graphic Tablet - Entry,Electronics,0.8,4,Air,0.05,
459,Office Paper Ream - Laser,Paper Product,2.5,1,Road,0.15625,high
460,Notebook - Plain,Paper Product,0.46,1,Road,0.02875,high
461,Book - Biography,Paper Product,0.95,1,Road,0.059375,high
462,Diary - Fabric Cover,Paper Product,0.53,1,Road,0.033125,high
463,Children Story Book - Space,Paper Product,0.43,1,Road,0.026875,high
464,Coloring Book Set - Vehicles,Paper Product,1.15,1,Road,0.071875,high
465,Recipe Book - Family Dinners,Paper Product,0.72,1,Road,0.045,high
466,Planner Notebook - Monthly,Paper Product,0.51,1,Air,0.031875,high
467,Hardcover Novel - Mystery,Paper Product,1.08,1,Road,0.0675,high
468,Magazine Bundle - Tech,Paper Product,0.87,1,Road,0.054375,high
469,Perfume Bottle - Rose,Cosmetics,0.22,4,Road,0.01375,
470,Perfume Set - Classic,Cosmetics,0.78,4,Road,0.04875,
471,Shampoo Bottle - Smoothening,Cosmetics,0.41,3,Road,0.025625,
472,Shampoo Pack - Repair,Cosmetics,0.6,3,Road,0.0375,
473,Face Serum Bottle - Vitamin C,Cosmetics,0.19,4,Road,0.011875,
474,Lipstick - Nude,Cosmetics,0.11,3,Road,0.006875,
475,Compact Powder - Sand,Cosmetics,0.13,3,Road,0.008125,
476,Eyeshadow Kit - Colorful,Cosmetics,0.26,3,Road,0.01625,
477,Nail Polish Set - Metallic,Cosmetics,0.28,3,Road,0.0175,
478,Sunscreen Lotion SPF40,Cosmetics,0.34,2,Road,0.02125,
479,Beard Oil Bottle - Tea Tree,Cosmetics,0.17,3,Road,0.010625,
480,Hair Gel Jar - Styling,Cosmetics,0.35,2,Road,0.021875,
481,Medicine Pack - Digestive,Pharmacy,0.15,3,Air,0.009375,
482,Medicine Syrup - Immunity,Pharmacy,0.29,3,Air,0.018125,
483,Vitamin Bottle - Teens,Pharmacy,0.25,3,Road,0.015625,
484,Vitamin Box - Energy,Pharmacy,0.52,3,Road,0.0325,
485,First Aid Kit - Outdoor,Pharmacy,0.8,3,Road,0.05,
486,Digital Thermometer - Flexible,Pharmacy,0.09,3,Air,0.005625,
487,Glucose Meter - Home,Pharmacy,0.21,3,Air,0.013125,
488,Eye Drop Bottle - Contact Lens,Pharmacy,0.05,3,Air,0.003125,
489,Nasal Spray - Saline,Pharmacy,0.07,3,Air,0.004375,
490,Bandage Roll - Kids,Pharmacy,0.19,2,Road,0.011875,
491,Water Bottle - Trek,Drinkware,0.8,3,Road,0.05,
492,Travel Tumbler - Grip,Drinkware,0.49,3,Road,0.030625,
493,Thermos Flask - Compact,Drinkware,0.7,3,Road,0.04375,
494,Glass Bottle - Designer,Drinkware,0.92,4,Sea,0.0575,
495,Wine Bottle - Rose,Drinkware,1.33,4,Sea,0.083125,
496,Juice Pack - Citrus Mix,Drinkware,1.05,3,Road,0.065625,
497,Energy Drink - Berry,Drinkware,0.59,2,Road,0.036875,
498,Snack Pack - Corn Chips,Food,0.38,2,Road,0.02375,
499,Snack Bag - Tomato,Food,0.31,2,Road,0.019375,
500,Snack Box - Jumbo,Food,1.3,2,Road,0.08125,
501,Chocolate Box - Hazelnut,Food,0.68,2,Air,0.0425,
502,Cereal Box - Oats,Food,0.57,2,Road,0.035625,
503,Cereal Packet - Vanilla,Food,0.49,2,Road,0.030625,
504,Tea Box - Herbal Mix,Food,0.36,2,Air,0.0225,
505,Coffee Pack - Light Roast,Food,0.35,2,Air,0.021875,
506,Granola Pack - Almond,Food,0.61,2,Road,0.038125,
507,Instant Noodles Pack - Curry,Food,0.54,2,Road,0.03375,
508,Rice Bag 4kg,Food,4.0,1,Road,0.25,high
509,Sugar Pack 4kg,Food,4.0,1,Road,0.25,high
510,Cookie Tin - Festive,Food,1.2,2,Road,0.075,
511,Protein Bar Pack - Vanilla,Food,0.46,2,Road,0.02875,
512,Snack Mix - Crunchy,Food,0.58,2,Road,0.03625,
513,Chocolate Bag - Almond,Food,0.43,2,Air,0.026875,
514,Spice Jar Set - Baking,Food,0.88,2,Air,0.055,
515,Frozen Veggie Pack - Corn,Food,1.15,2,Air,0.071875,
516,Smartphone - Music Edition,Electronics,0.31,5,Air,0.019375,
517,Smartphone - Photo Pro,Electronics,0.34,5,Air,0.02125,
518,Tablet - Media,Electronics,0.63,4,Air,0.039375,
519,Tablet Device - Study,Electronics,0.6,4,Air,0.0375,
520,Laptop - Everyday,Electronics,2.6,5,Air,0.1625,
521,Headphones - On-Ear,Electronics,0.33,4,Air,0.020625,
522,Bluetooth Speaker - Desk,Electronics,0.65,4,Road,0.040625,
523,Power Bank - Pocket,Electronics,0.21,3,Air,0.013125,
524,USB Flash Drive - 16GB,Electronics,0.05,2,Air,0.003125,
525,Router - Mini,Electronics,0.48,3,Road,0.03,
526,"LED Monitor 25""",Electronics,4.0,4,Sea,0.25,
527,"Smart TV 48""",Electronics,9.5,4,Sea,0.59375,
528,Graphic Tablet - Art,Electronics,1.0,4,Air,0.0625,
529,Office Paper Ream - Bright,Paper Product,2.3,1,Road,0.14375,high
530,Notebook - Hard Cover,Paper Product,0.52,1,Road,0.0325,high
531,Book - Fantasy,Paper Product,0.98,1,Road,0.06125,high
532,Diary - Weekly,Paper Product,0.5,1,Road,0.03125,high
533,Children Story Book - Jungle,Paper Product,0.44,1,Road,0.0275,high
534,Coloring Book Set - Sea Life,Paper Product,1.12,1,Road,0.07,high
535,Recipe Book - Quick Snacks,Paper Product,0.66,1,Road,0.04125,high
536,Planner Notebook - Daily,Paper Product,0.54,1,Air,0.03375,high
537,Hardcover Novel - Adventure,Paper Product,1.02,1,Road,0.06375,high
538,Magazine Bundle - Health,Paper Product,0.86,1,Road,0.05375,high
539,Perfume Bottle - Musk,Cosmetics,0.23,4,Road,0.014375,
540,Perfume Set - Elite,Cosmetics,0.85,4,Road,0.053125,
541,Shampoo Bottle - Nourishing,Cosmetics,0.43,3,Road,0.026875,
542,Shampoo Pack - Daily Use,Cosmetics,0.57,3,Road,0.035625,
543,Face Serum Bottle - Repair,Cosmetics,0.17,4,Road,0.010625,
544,Lipstick - Shine,Cosmetics,0.1,3,Road,0.00625,
545,Compact Powder - Ivory,Cosmetics,0.12,3,Road,0.0075,
546,Eyeshadow Kit - Party,Cosmetics,0.27,3,Road,0.016875,
547,Nail Polish Set - Shimmer,Cosmetics,0.31,3,Road,0.019375,
548,Sunscreen Lotion SPF60,Cosmetics,0.36,2,Road,0.0225,
549,Beard Oil Bottle - Sandal,Cosmetics,0.18,3,Road,0.01125,
550,Hair Gel Jar - Volume,Cosmetics,0.39,2,Road,0.024375,
551,Medicine Pack - Balanced Diet,Pharmacy,0.16,3,Air,0.01,
552,Medicine Syrup - Kids Cough,Pharmacy,0.27,3,Air,0.016875,
553,Vitamin Bottle - Multi,Pharmacy,0.28,3,Road,0.0175,
554,Vitamin Box - Wellness,Pharmacy,0.54,3,Road,0.03375,
555,First Aid Kit - Travel Plus,Pharmacy,0.65,3,Road,0.040625,
556,Digital Thermometer - Smart,Pharmacy,0.1,3,Air,0.00625,
557,Glucose Meter - Clinic,Pharmacy,0.24,3,Air,0.015,
558,Eye Drop Bottle - Refresh,Pharmacy,0.05,3,Air,0.003125,
559,Nasal Spray - Night,Pharmacy,0.08,3,Air,0.005,
560,Bandage Roll - Wide,Pharmacy,0.23,2,Road,0.014375,
561,Water Bottle - Flip Cap,Drinkware,0.68,3,Road,0.0425,
562,Travel Tumbler - Colored,Drinkware,0.46,3,Road,0.02875,
563,Thermos Flask - Kids,Drinkware,0.65,3,Road,0.040625,
564,Glass Bottle - Everyday,Drinkware,0.86,4,Sea,0.05375,
565,Wine Bottle - Reserve White,Drinkware,1.32,4,Sea,0.0825,
566,Juice Pack - Apple,Drinkware,1.0,3,Road,0.0625,
567,Energy Drink - Lime,Drinkware,0.56,2,Road,0.035,
568,Snack Pack - Cheese Balls,Food,0.39,2,Road,0.024375,
569,Snack Bag - Chili,Food,0.29,2,Road,0.018125,
570,Snack Box - Sharing,Food,1.15,2,Road,0.071875,
571,Chocolate Box - Nut Mix,Food,0.67,2,Air,0.041875,
572,Cereal Box - Cornflakes,Food,0.54,2,Road,0.03375,
573,Cereal Packet - Raisin,Food,0.48,2,Road,0.03,
574,Tea Box - Black,Food,0.35,2,Air,0.021875,
575,Coffee Pack - Filter,Food,0.37,2,Air,0.023125,
576,Granola Pack - Classic,Food,0.6,2,Road,0.0375,
577,Instant Noodles Pack - Garlic,Food,0.51,2,Road,0.031875,
578,Rice Bag 6kg,Food,6.0,1,Sea,0.375,high
579,Sugar Pack 6kg,Food,6.0,1,Sea,0.375,high
580,Cookie Tin - Butter Almond,Food,1.25,2,Road,0.078125,
581,Protein Bar Pack - Peanut,Food,0.48,2,Road,0.03,
582,Snack Mix - Nuts & Seeds,Food,0.62,2,Road,0.03875,
583,Chocolate Bag - Crisp,Food,0.45,2,Air,0.028125,
584,Spice Jar Set - Everyday,Food,0.9,2,Air,0.05625,
585,Frozen Veggie Pack - Broccoli,Food,1.2,2,Air,0.075,
586,Smartphone - Rugged,Electronics,0.38,5,Air,0.02375,
587,Smartphone - Student,Electronics,0.3,5,Air,0.01875,
588,Tablet - Gaming,Electronics,0.68,4,Air,0.0425,
589,Tablet Device - Lite,Electronics,0.56,4,Air,0.035,
590,Laptop - Student,Electronics,2.1,5,Air,0.13125,
591,Headphones - Bass,Electronics,0.34,4,Air,0.02125,
592,Bluetooth Speaker - Tower,Electronics,2.2,4,Road,0.1375,
593,Power Bank - Solar,Electronics,0.33,3,Air,0.020625,
594,USB Flash Drive - 8GB,Electronics,0.05,2,Air,0.003125,
595,Router - Long Range,Electronics,0.7,3,Road,0.04375,
596,"LED Monitor 27"" Curved",Electronics,5.2,4,Sea,0.325,
597,"Smart TV 58""",Electronics,11.5,4,Sea,0.71875,
598,Graphic Tablet - Studio,Electronics,1.3,4,Air,0.08125,
599,Office Paper Ream - Recycled,Paper Product,2.0,1,Road,0.125,high
600,Notebook - Eco,Paper Product,0.44,1,Road,0.0275,high
601,Book - Classic Literature,Paper Product,0.92,1,Road,0.0575,high
602,Diary - Minimal,Paper Product,0.42,1,Road,0.02625,high
603,Children Story Book - Heroes,Paper Product,0.46,1,Road,0.02875,high
604,Coloring Book Set - Farm,Paper Product,1.08,1,Road,0.0675,high
605,Recipe Book - Salads,Paper Product,0.64,1,Road,0.04,high
606,Planner Notebook - Compact,Paper Product,0.49,1,Air,0.030625,high
607,Hardcover Novel - Sci-Fi,Paper Product,1.06,1,Road,0.06625,high
608,Magazine Bundle - Business,Paper Product,0.89,1,Road,0.055625,high
609,Perfume Bottle - Evening,Cosmetics,0.24,4,Road,0.015,
610,Perfume Set - Luxury,Cosmetics,0.88,4,Road,0.055,
611,Shampoo Bottle - Clarifying,Cosmetics,0.4,3,Road,0.025,
612,Shampoo Pack - Smooth,Cosmetics,0.59,3,Road,0.036875,
613,Face Serum Bottle - Night Repair,Cosmetics,0.18,4,Road,0.01125,
614,Lipstick - Berry,Cosmetics,0.11,3,Road,0.006875,
615,Compact Powder - Warm Beige,Cosmetics,0.13,3,Road,0.008125,
616,Eyeshadow Kit - Rose,Cosmetics,0.24,3,Road,0.015,
617,Nail Polish Set - Glitter Mix,Cosmetics,0.3,3,Road,0.01875,
618,Sunscreen Lotion SPF25,Cosmetics,0.31,2,Road,0.019375,
619,Beard Oil Bottle - Classic,Cosmetics,0.16,3,Road,0.01,
620,Hair Gel Jar - Matte,Cosmetics,0.36,2,Road,0.0225,
621,Medicine Pack - Detox,Pharmacy,0.17,3,Air,0.010625,
622,Medicine Syrup - Multi Symptoms,Pharmacy,0.33,3,Air,0.020625,
623,Vitamin Bottle - Hair & Nails,Pharmacy,0.29,3,Road,0.018125,
624,Vitamin Box - Bone Health,Pharmacy,0.56,3,Road,0.035,
625,First Aid Kit - Kids,Pharmacy,0.7,3,Road,0.04375,
626,Digital Thermometer - Dual Mode,Pharmacy,0.1,3,Air,0.00625,
627,Glucose Meter - Portable,Pharmacy,0.2,3,Air,0.0125,
628,Eye Drop Bottle - Anti Itch,Pharmacy,0.05,3,Air,0.003125,
629,Nasal Spray - Allergy,Pharmacy,0.08,3,Air,0.005,
630,Bandage Roll - Waterproof,Pharmacy,0.22,2,Road,0.01375,
631,Water Bottle - Clear,Drinkware,0.6,3,Road,0.0375,
632,Travel Tumbler - Matte,Drinkware,0.47,3,Road,0.029375,
633,Thermos Flask - Grip,Drinkware,0.69,3,Road,0.043125,
634,Glass Bottle - Bistro,Drinkware,0.9,4,Sea,0.05625,
635,Wine Bottle - Sparkling,Drinkware,1.36,4,Sea,0.085,
636,Juice Pack - Mixed Berry,Drinkware,1.03,3,Road,0.064375,
637,Energy Drink - Tropical,Drinkware,0.57,2,Road,0.035625,
638,Snack Pack - Nachos,Food,0.4,2,Road,0.025,
639,Snack Bag - Onion,Food,0.3,2,Road,0.01875,
640,Snack Box - Home Pack,Food,1.05,2,Road,0.065625,
641,Chocolate Box - Praline,Food,0.66,2,Air,0.04125,
642,Cereal Box - Muesli,Food,0.58,2,Road,0.03625,
643,Cereal Packet - Fruit Mix,Food,0.5,2,Road,0.03125,
644,Tea Box - English Breakfast,Food,0.35,2,Air,0.021875,
645,Coffee Pack - Espresso,Food,0.39,2,Air,0.024375,
646,Granola Pack - Maple,Food,0.6,2,Road,0.0375,
647,Instant Noodles Pack - Veg,Food,0.5,2,Road,0.03125,
648,Rice Bag 7kg,Food,7.0,1,Sea,0.4375,high
649,Sugar Pack 7kg,Food,7.0,1,Sea,0.4375,high
650,Cookie Tin - Premium Mix,Food,1.3,2,Road,0.08125,
651,Protein Bar Pack - Caramel,Food,0.49,2,Road,0.030625,
652,Snack Mix - Protein,Food,0.63,2,Road,0.039375,
653,Chocolate Bag - Hazelnut Crunch,Food,0.46,2,Air,0.02875,
654,Spice Jar Set - Exotic,Food,0.94,2,Air,0.05875,
655,Frozen Veggie Pack - Mixed Beans,Food,1.25,2,Air,0.078125,
656,Smartphone - Fashion,Electronics,0.32,5,Air,0.02,
657,Smartphone - Office Pro,Electronics,0.33,5,Air,0.020625,
658,Tablet - Slim,Electronics,0.59,4,Air,0.036875,
659,Tablet Device - Travel,Electronics,0.55,4,Air,0.034375,
660,Laptop - Executive,Electronics,2.7,5,Air,0.16875,
661,Headphones - Travel,Electronics,0.32,4,Air,0.02,
662,Bluetooth Speaker - Home,Electronics,0.7,4,Road,0.04375,
663,Power Bank - Dual USB,Electronics,0.25,3,Air,0.015625,
664,USB Flash Drive - 512GB,Electronics,0.08,2,Air,0.005,
665,Router - Smart,Electronics,0.68,3,Road,0.0425,
666,"LED Monitor 31""",Electronics,4.6,4,Sea,0.2875,
667,"Smart TV 46""",Electronics,9.0,4,Sea,0.5625,
668,Graphic Tablet - School,Electronics,0.95,4,Air,0.059375,
669,Office Paper Ream - Heavy,Paper Product,2.7,1,Road,0.16875,high
670,Notebook - Journal,Paper Product,0.5,1,Road,0.03125,high
671,Book - Poetry,Paper Product,0.88,1,Road,0.055,high
672,Diary - Magnetic,Paper Product,0.51,1,Road,0.031875,high
673,Children Story Book - Fantasy,Paper Product,0.47,1,Road,0.029375,high
674,Coloring Book Set - Robots,Paper Product,1.1,1,Road,0.06875,high
675,Recipe Book - Soups,Paper Product,0.63,1,Road,0.039375,high
676,Planner Notebook - Executive,Paper Product,0.56,1,Air,0.035,high
677,Hardcover Novel - Epic,Paper Product,1.1,1,Road,0.06875,high
678,Magazine Bundle - Lifestyle,Paper Product,0.9,1,Road,0.05625,high
679,Perfume Bottle - Day,Cosmetics,0.23,4,Road,0.014375,
680,Perfume Set - Weekend,Cosmetics,0.76,4,Road,0.0475,
681,Shampoo Bottle - Mild,Cosmetics,0.39,3,Road,0.024375,
682,Shampoo Pack - Volume Boost,Cosmetics,0.58,3,Road,0.03625,
683,Face Serum Bottle - Pore Tight,Cosmetics,0.17,4,Road,0.010625,
684,Lipstick - Coral,Cosmetics,0.1,3,Road,0.00625,
685,Compact Powder - Cool Beige,Cosmetics,0.12,3,Road,0.0075,
686,Eyeshadow Kit - Peach,Cosmetics,0.25,3,Road,0.015625,
687,Nail Polish Set - Quick Dry,Cosmetics,0.28,3,Road,0.0175,
688,Sunscreen Lotion SPF10,Cosmetics,0.27,2,Road,0.016875,
689,Beard Oil Bottle - Fresh,Cosmetics,0.15,3,Road,0.009375,
690,Hair Gel Jar - Extra Volume,Cosmetics,0.38,2,Road,0.02375,
691,Medicine Pack - Sleep Support,Pharmacy,0.16,3,Air,0.01,
692,Medicine Syrup - Cold & Flu,Pharmacy,0.32,3,Air,0.02,
693,Vitamin Bottle - Skin,Pharmacy,0.27,3,Road,0.016875,
694,Vitamin Box - Prenatal,Pharmacy,0.55,3,Road,0.034375,
695,First Aid Kit - Emergency,Pharmacy,0.85,3,Road,0.053125,
696,Digital Thermometer - Clinic,Pharmacy,0.11,3,Air,0.006875,
697,Glucose Meter - Standard,Pharmacy,0.22,3,Air,0.01375,
698,Eye Drop Bottle - Lubricant,Pharmacy,0.05,3,Air,0.003125,
699,Nasal Spray - Strong,Pharmacy,0.08,3,Air,0.005,
700,Bandage Roll - Gentle,Pharmacy,0.2,2,Road,0.0125,
701,Water Bottle - Grip,Drinkware,0.72,3,Road,0.045,
702,Travel Tumbler - Wide,Drinkware,0.5,3,Road,0.03125,
703,Thermos Flask - Classic,Drinkware,0.78,3,Road,0.04875,
704,Glass Bottle - Retro,Drinkware,0.89,4,Sea,0.055625,
705,Wine Bottle - Vintage Red,Drinkware,1.38,4,Sea,0.08625,
706,Juice Pack - Citrus Blend,Drinkware,1.04,3,Road,0.065,
707,Energy Drink - Original,Drinkware,0.58,2,Road,0.03625,
708,Snack Pack - Classic Mix,Food,0.42,2,Road,0.02625,
709,Snack Bag - Sour,Food,0.29,2,Road,0.018125,
710,Snack Box - Mini,Food,0.9,2,Road,0.05625,
711,Chocolate Box - White,Food,0.57,2,Air,0.035625,
712,Cereal Box - Fiber,Food,0.56,2,Road,0.035,
713,Cereal Packet - Nuts,Food,0.5,2,Road,0.03125,
714,Tea Box - Spiced,Food,0.34,2,Air,0.02125,
715,Coffee Pack - Strong,Food,0.38,2,Air,0.02375,
716,Granola Pack - Seed Mix,Food,0.62,2,Road,0.03875,
717,Instant Noodles Pack - Quick,Food,0.47,2,Road,0.029375,
718,Rice Bag 8kg,Food,8.0,1,Sea,0.5,high
719,Sugar Pack 8kg,Food,8.0,1,Sea,0.5,high
720,Cookie Tin - Everyday,Food,1.15,2,Road,0.071875,
721,Protein Bar Pack - Crunch,Food,0.5,2,Road,0.03125,
722,Snack Mix - Party,Food,0.65,2,Road,0.040625,
723,Chocolate Bag - Milk Crunch,Food,0.45,2,Air,0.028125,
724,Spice Jar Set - Kitchen,Food,0.91,2,Air,0.056875,
725,Frozen Veggie Pack - Spinach,Food,1.18,2,Air,0.07375,
726,Smartphone - Trend,Electronics,0.31,5,Air,0.019375,
727,Smartphone - Max Pro,Electronics,0.36,5,Air,0.0225,
728,Tablet - Office Pro,Electronics,0.66,4,Air,0.04125,
729,Tablet Device - School,Electronics,0.58,4,Air,0.03625,
730,Laptop - Home Use,Electronics,2.3,5,Air,0.14375,
731,Headphones - Sports,Electronics,0.31,4,Air,0.019375,
732,Bluetooth Speaker - Portable,Electronics,0.68,4,Road,0.0425,
733,Power Bank - Triple Port,Electronics,0.28,3,Air,0.0175,
734,USB Flash Drive - Duo,Electronics,0.06,2,Air,0.00375,
735,Router - Gaming Pro,Electronics,0.72,3,Road,0.045,
736,"LED Monitor 22""",Electronics,3.6,4,Sea,0.225,
737,"Smart TV 44""",Electronics,8.8,4,Sea,0.55,
738,Graphic Tablet - Basic,Electronics,0.82,4,Air,0.05125,
739,Office Paper Ream - Office,Paper Product,2.2,1,Road,0.1375,high
740,Notebook - Soft Cover,Paper Product,0.47,1,Road,0.029375,high
741,Book - Thriller Collection,Paper Product,1.1,1,Road,0.06875,high
742,Diary - Writer,Paper Product,0.52,1,Road,0.0325,high
743,Children Story Book - Ocean,Paper Product,0.45,1,Road,0.028125,high
744,Coloring Book Set - City,Paper Product,1.09,1,Road,0.068125,high
745,Recipe Book - World Cuisine,Paper Product,0.7,1,Road,0.04375,high
746,Planner Notebook - Workweek,Paper Product,0.53,1,Air,0.033125,high
747,Hardcover Novel - Modern,Paper Product,1.03,1,Road,0.064375,high
748,Magazine Bundle - Cars,Paper Product,0.88,1,Road,0.055,high
749,Perfume Bottle - Blossom,Cosmetics,0.22,4,Road,0.01375,
750,Perfume Set - Blossom,Cosmetics,0.8,4,Road,0.05,
751,Shampoo Bottle - Daily Care,Cosmetics,0.41,3,Road,0.025625,
752,Shampoo Pack - Smooth & Shine,Cosmetics,0.6,3,Road,0.0375,
753,Face Serum Bottle - Glow,Cosmetics,0.18,4,Road,0.01125,
754,Lipstick - Rose,Cosmetics,0.11,3,Road,0.006875,
755,Compact Powder - Neutral,Cosmetics,0.13,3,Road,0.008125,
756,Eyeshadow Kit - Pastel,Cosmetics,0.26,3,Road,0.01625,
757,Nail Polish Set - Soft,Cosmetics,0.29,3,Road,0.018125,
758,Sunscreen Lotion SPF18,Cosmetics,0.29,2,Road,0.018125,
759,Beard Oil Bottle - Citrus,Cosmetics,0.16,3,Road,0.01,
760,Hair Gel Jar - Flexible,Cosmetics,0.37,2,Road,0.023125,
761,Medicine Pack - Energy Boost,Pharmacy,0.17,3,Air,0.010625,
762,Medicine Syrup - Kids Fever,Pharmacy,0.28,3,Air,0.0175,
763,Vitamin Bottle - Joint,Pharmacy,0.3,3,Road,0.01875,
764,Vitamin Box - Daily Plus,Pharmacy,0.57,3,Road,0.035625,
765,First Aid Kit - Large,Pharmacy,0.95,3,Road,0.059375,
766,Digital Thermometer - Touch,Pharmacy,0.11,3,Air,0.006875,
767,Glucose Meter - Premium,Pharmacy,0.25,3,Air,0.015625,
768,Eye Drop Bottle - Soothing,Pharmacy,0.05,3,Air,0.003125,
769,Nasal Spray - Comfort,Pharmacy,0.08,3,Air,0.005,
770,Bandage Roll - Soft,Pharmacy,0.21,2,Road,0.013125,
771,Water Bottle - Colored,Drinkware,0.7,3,Road,0.04375,
772,Travel Tumbler - Slim,Drinkware,0.45,3,Road,0.028125,
773,Thermos Flask - Family,Drinkware,0.82,3,Road,0.05125,
774,Glass Bottle - Thick,Drinkware,0.93,4,Sea,0.058125,
775,Wine Bottle - House Red,Drinkware,1.34,4,Sea,0.08375,
776,Juice Pack - Mango,Drinkware,1.02,3,Road,0.06375,
777,Energy Drink - Energy Max,Drinkware,0.59,2,Road,0.036875,
778,Snack Pack - Light Salt,Food,0.39,2,Road,0.024375,
779,Snack Bag - Pepper,Food,0.3,2,Road,0.01875,
780,Snack Box - Entertainment,Food,1.1,2,Road,0.06875,
781,Chocolate Box - Assorted Nuts,Food,0.69,2,Air,0.043125,
782,Cereal Box - Multigrain,Food,0.59,2,Road,0.036875,
783,Cereal Packet - Banana,Food,0.51,2,Road,0.031875,
784,Tea Box - Classic,Food,0.35,2,Air,0.021875,
785,Coffee Pack - Mocha,Food,0.39,2,Air,0.024375,
786,Granola Pack - Honey Nut,Food,0.61,2,Road,0.038125,
787,Instant Noodles Pack - Teriyaki,Food,0.52,2,Road,0.0325,
788,Rice Bag 9kg,Food,9.0,1,Sea,0.5625,high
789,Sugar Pack 9kg,Food,9.0,1,Sea,0.5625,high
790,Cookie Tin - Gift Pack,Food,1.28,2,Road,0.08,
791,Protein Bar Pack - Cocoa,Food,0.51,2,Road,0.031875,
792,Snack Mix - Mix Nuts,Food,0.66,2,Road,0.04125,
793,Chocolate Bag - Nougat,Food,0.47,2,Air,0.029375,
794,Spice Jar Set - BBQ,Food,0.93,2,Air,0.058125,
795,Frozen Veggie Pack - French Beans,Food,1.22,2,Air,0.07625,
796,Smartphone - Youth,Electronics,0.3,5,Air,0.01875,
797,Smartphone - Max Ultra,Electronics,0.37,5,Air,0.023125,
798,Tablet - Media Pro,Electronics,0.68,4,Air,0.0425,
799,Tablet Device - Reader,Electronics,0.54,4,Air,0.03375,
800,Laptop - Ultra Slim,Electronics,1.8,5,Air,0.1125,
801,Headphones - Studio Pro,Electronics,0.41,4,Air,0.025625,
802,Bluetooth Speaker - Max,Electronics,1.5,4,Road,0.09375,
803,Power Bank - Quick,Electronics,0.29,3,Air,0.018125,
