category,product_weight_kg,fragility_index,shipping_type,material_type,packaging_type,supplier_region,biodegradation_time_days,recycled_content_percent,reusability_percent,load_handling_score,moisture_resistance_score,thermal_resistance_score,material_suitability_score,supplier_sustainability_compliance_percent,cost_impact_index,cost_impact_score
Electronics,1.3,4,Road,Plastic,Foldable & Stackable Containers,AMERICAS,41490.0,36.0,88.0,7.0,7.0,7.0,-16521.4,86.0,2,0.7428216222181651
Electronics,1.3,4,Road,Plastic,Foldable & Stackable Containers,APAC,40250.0,36.0,94.0,9.0,9.0,6.0,-16023.9,96.0,1,0.5502901459732166
Electronics,1.3,4,Road,Plastic,Foldable & Stackable Containers,APAC,35850.0,44.0,87.0,9.0,8.0,8.0,-14262.85,89.0,1,0.7239416426276875
Electronics,1.3,4,Road,Plastic,Foldable & Stackable Containers,APAC,52150.0,41.0,86.0,8.0,9.0,6.0,-20784.15,90.0,2,0.7760507327631235
Electronics,1.3,4,Road,Plastic,Foldable & Stackable Containers,AMERICAS,69350.0,41.0,89.0,8.0,8.0,7.0,-27663.4,90.0,1,0.5668124776315628
Electronics,1.3,4,Road,Plastic,Foldable & Stackable Containers,EU,46640.0,42.0,94.0,8.0,8.0,8.0,-18577.8,88.0,1,0.5847778664888418
Electronics,1.3,4,Road,Plastic,Foldable & Stackable Containers,LATAM,60408.0,40.0,92.0,9.0,8.0,7.0,-24086.2,88.0,1,0.624306318275807
Electronics,1.3,4,Road,Plastic,Foldable & Stackable Containers,APAC,50911.0,42.0,89.0,7.0,8.0,8.0,-20287.45,90.0,1,0.5930540504863715
Electronics,1.3,4,Road,Plastic,Foldable & Stackable Containers,EU,37036.0,42.0,87.0,9.0,9.0,7.0,-14737.95,96.0,2,0.7106295158495488
Electronics,1.3,4,Road,Plastic,Foldable & Stackable Containers,APAC,52407.0,38.0,87.0,9.0,9.0,7.0,-20887.750000000004,97.0,2,0.7239416426276875
Electronics,1.3,4,Road,Plastic,Foldable & Stackable Containers,LATAM,52150.0,41.0,86.0,7.0,9.0,8.0,-20784.15,90.0,2,0.7724314818177679
Electronics,1.3,4,Road,Plastic,Foldable & Stackable Containers,LATAM,40250.0,36.0,94.0,9.0,9.0,6.0,-16023.9,96.0,1,0.6162004649556022
Electronics,1.3,4,Road,Plastic,Foldable & Stackable Containers,LATAM,35850.0,44.0,87.0,9.0,8.0,8.0,-14262.85,89.0,1,0.7031763842574358
Electronics,1.3,4,Road,Plastic,Foldable & Stackable Containers,ROW,10935.0,36.0,92.0,8.0,7.0,7.0,-4298.4,91.0,2,0.693818646536583
Electronics,1.3,4,Road,Plastic,Foldable & Stackable Containers,APAC,69350.0,41.0,89.0,7.0,9.0,8.0,-27663.4,90.0,1,0.5930540504863715
Electronics,1.3,4,Road,Plastic,Foldable & Stackable Containers,EMEA,52150.0,41.0,86.0,9.0,8.0,8.0,-20784.15,90.0,2,0.7798774972088729
Electronics,1.3,4,Road,Plastic,Foldable & Stackable Containers,AMERICAS,46640.0,42.0,94.0,9.0,9.0,7.0,-18577.8,88.0,1,0.5457646807128654
Electronics,1.3,4,Road,Plastic,Foldable & Stackable Containers,ROW,35850.0,44.0,87.0,8.0,8.0,7.0,-14262.85,89.0,1,0.5499549860357317
Electronics,1.3,4,Road,Plastic,Foldable & Stackable Containers,APAC,60408.0,40.0,92.0,8.0,7.0,7.0,-24086.2,88.0,1,0.6062026661002387
Electronics,1.3,4,Road,Plastic,Foldable & Stackable Containers,AMERICAS,52407.0,38.0,87.0,8.0,9.0,8.0,-20887.750000000004,97.0,2,0.7335192090740436
Electronics,1.3,4,Road,Plastic,Foldable & Stackable Containers,ROW,69350.0,41.0,89.0,9.0,8.0,8.0,-27663.4,90.0,1,0.575840095969752
Electronics,1.3,4,Road,Plastic,Foldable & Stackable Containers,APAC,52150.0,41.0,86.0,7.0,9.0,8.0,-20784.15,90.0,2,0.7760507327631235
Electronics,1.3,4,Road,Plastic,Foldable & Stackable Containers,ROW,35850.0,44.0,87.0,9.0,8.0,8.0,-14262.85,89.0,1,0.5499549860357317
Electronics,1.3,4,Road,Plastic,Foldable & Stackable Containers,LATAM,46640.0,42.0,94.0,8.0,8.0,8.0,-18577.8,88.0,1,0.6162004649556022
Electronics,1.3,4,Road,Plastic,Foldable & Stackable Containers,EMEA,52407.0,38.0,87.0,9.0,8.0,7.0,-20887.750000000004,97.0,2,0.736523214163906
Electronics,1.3,4,Road,Plastic,Foldable & Stackable Containers,AMERICAS,60408.0,40.0,92.0,9.0,8.0,8.0,-24086.2,88.0,1,0.5740581894378465
Electronics,1.3,4,Road,Plastic,Foldable & Stackable Containers,APAC,40250.0,36.0,94.0,9.0,9.0,6.0,-16023.9,96.0,1,0.5502901459732166
Electronics,0.24,3,Air,Plastic,Foldable & Stackable Containers,APAC,52407.0,38.0,87.0,8.0,8.0,6.0,-20887.750000000004,97.0,2,0.7298073681498417
Electronics,0.24,3,Air,Plastic,Foldable & Stackable Containers,AMERICAS,73043.0,41.0,82.0,8.0,9.0,6.0,-29142.35,91.0,2,0.7797997768737771
Electronics,0.24,3,Air,Plastic,Foldable & Stackable Containers,LATAM,58200.0,41.0,94.0,8.0,9.0,6.0,-23202.15,87.0,2,0.6246653118264671
Electronics,0.24,3,Air,Plastic,Foldable & Stackable Containers,EMEA,15440.0,34.0,89.0,8.0,7.0,7.0,-6101.85,91.0,2,0.6487378541105933
Electronics,0.24,3,Air,Plastic,Foldable & Stackable Containers,ROW,40345.0,41.0,88.0,7.0,9.0,7.0,-16061.65,98.0,1,0.5595692537113313
Electronics,0.24,3,Air,Plastic,Foldable & Stackable Containers,EMEA,98971.0,42.0,91.0,8.0,8.0,8.0,-39510.95,93.0,1,0.6328380819320343
Electronics,0.24,3,Air,Plastic,Foldable & Stackable Containers,APAC,69350.0,36.0,89.0,9.0,9.0,7.0,-27665.15,90.0,1,0.591994432368927
Electronics,0.24,3,Air,Plastic,Foldable & Stackable Containers,EMEA,70484.0,41.0,89.0,9.0,8.0,8.0,-28117.000000000004,96.0,1,0.6487378541105933
Electronics,0.24,3,Air,Plastic,Foldable & Stackable Containers,ROW,53148.0,40.0,90.0,7.0,9.0,7.0,-21182.7,88.0,2,0.7035948064364453
Electronics,0.24,3,Air,Plastic,Foldable & Stackable Containers,EMEA,66060.0,42.0,95.0,8.0,8.0,8.0,-26345.55,94.0,1,0.5753310779406524
Electronics,0.24,3,Air,Plastic,Foldable & Stackable Containers,ROW,50911.0,42.0,89.0,8.0,9.0,6.0,-20287.45,90.0,1,0.5778114874492762
Electronics,0.24,3,Air,Plastic,Foldable & Stackable Containers,EMEA,21746.0,39.0,83.0,9.0,8.0,7.0,-8624.0,82.0,2,0.7807806347381359
Electronics,0.24,3,Air,Plastic,Foldable & Stackable Containers,ROW,46640.0,42.0,94.0,9.0,8.0,7.0,-18577.8,88.0,1,0.6166518481916087
Electronics,0.24,3,Air,Plastic,Foldable & Stackable Containers,APAC,84051.0,44.0,94.0,9.0,8.0,8.0,-33541.5,89.0,1,0.5502963989548246
Electronics,0.24,3,Air,Plastic,Foldable & Stackable Containers,EMEA,78380.0,39.0,87.0,9.0,9.0,8.0,-31276.6,87.0,2,0.7402545987097301
Electronics,0.24,3,Air,Plastic,Foldable & Stackable Containers,EU,22417.0,38.0,89.0,7.0,9.0,7.0,-8891.250000000002,98.0,1,0.6472510979766719
Electronics,0.24,3,Air,Plastic,Foldable & Stackable Containers,EU,86303.0,40.0,86.0,9.0,9.0,8.0,-34445.700000000004,85.0,2,0.7733565221943816
Electronics,0.24,3,Air,Plastic,Foldable & Stackable Containers,LATAM,89433.0,43.0,90.0,8.0,9.0,8.0,-35695.65,91.0,2,0.6708299845713765
Electronics,0.24,3,Air,Plastic,Foldable & Stackable Containers,EMEA,51800.0,38.0,93.0,7.0,9.0,7.0,-20643.45,86.0,2,0.65502697830031
Electronics,0.24,3,Air,Plastic,Foldable & Stackable Containers,LATAM,52150.0,41.0,86.0,7.0,9.0,8.0,-20784.15,90.0,2,0.7737340811168115
Electronics,0.24,3,Air,Plastic,Foldable & Stackable Containers,EU,61952.0,43.0,89.0,8.0,9.0,7.0,-24703.500000000004,89.0,2,0.6472510979766719
Electronics,0.24,3,Air,Plastic,Foldable & Stackable Containers,EU,35850.0,44.0,87.0,8.0,7.0,7.0,-14262.85,89.0,1,0.7139159503655491
Electronics,0.24,3,Air,Plastic,Foldable & Stackable Containers,APAC,68093.0,43.0,89.0,8.0,9.0,8.0,-27159.9,92.0,1,0.591994432368927
Electronics,0.24,3,Air,Plastic,Foldable & Stackable Containers,APAC,10935.0,36.0,92.0,8.0,7.0,6.0,-4298.4,91.0,2,0.6051696165512274
Electronics,0.24,3,Air,Plastic,Foldable & Stackable Containers,LATAM,84260.0,38.0,94.0,8.0,8.0,6.0,-33627.2,88.0,2,0.6246653118264671
Electronics,0.24,3,Air,Plastic,Foldable & Stackable Containers,LATAM,37036.0,41.0,87.0,7.0,7.0,6.0,-14738.3,96.0,2,0.7037477030705644
Electronics,0.24,3,Air,Plastic,Foldable & Stackable Containers,ROW,62453.0,36.0,92.0,8.0,9.0,8.0,-24905.6,90.0,2,0.6997767348419057
Electronics,0.24,3,Air,Plastic,Foldable & Stackable Containers,APAC,68326.0,41.0,89.0,9.0,8.0,8.0,-27253.800000000003,86.0,2,0.591994432368927
Electronics,0.24,3,Air,Plastic,Foldable & Stackable Containers,LATAM,60408.0,40.0,92.0,8.0,9.0,6.0,-24086.2,88.0,1,0.6267961556679045
Electronics,0.24,3,Air,Plastic,Foldable & Stackable Containers,EU,86202.0,38.0,88.0,8.0,7.0,7.0,-34405.5,94.0,2,0.7291225753430491
Electronics,0.24,3,Air,Plastic,Foldable & Stackable Containers,AMERICAS,41490.0,36.0,88.0,7.0,7.0,7.0,-16521.4,86.0,2,0.7524312851201167
Electronics,0.24,3,Air,Plastic,Foldable & Stackable Containers,APAC,40250.0,36.0,94.0,9.0,9.0,6.0,-16023.9,96.0,1,0.5502963989548246
Electronics,0.24,3,Air,Plastic,Foldable & Stackable Containers,APAC,35850.0,44.0,87.0,9.0,8.0,8.0,-14262.85,89.0,1,0.7298073681498417
Electronics,0.24,3,Air,Plastic,Foldable & Stackable Containers,APAC,52150.0,41.0,86.0,8.0,9.0,6.0,-20784.15,90.0,2,0.7766625575695214
Electronics,0.24,3,Air,Plastic,Foldable & Stackable Containers,AMERICAS,69350.0,41.0,89.0,8.0,8.0,7.0,-27663.4,90.0,1,0.5713083908299618
Electronics,0.24,3,Air,Plastic,Foldable & Stackable Containers,EU,46640.0,42.0,94.0,8.0,8.0,8.0,-18577.8,88.0,1,0.5877025954598641
Electronics,0.24,3,Air,Plastic,Foldable & Stackable Containers,LATAM,60408.0,40.0,92.0,9.0,8.0,7.0,-24086.2,88.0,1,0.6267961556679045
Electronics,0.24,3,Air,Plastic,Foldable & Stackable Containers,APAC,50911.0,42.0,89.0,7.0,8.0,8.0,-20287.45,90.0,1,0.591994432368927
Electronics,0.24,3,Air,Plastic,Foldable & Stackable Containers,EU,37036.0,42.0,87.0,9.0,9.0,7.0,-14737.95,96.0,2,0.7139159503655491
Electronics,0.24,3,Air,Plastic,Foldable & Stackable Containers,APAC,52407.0,38.0,87.0,9.0,9.0,7.0,-20887.750000000004,97.0,2,0.7298073681498417
Electronics,0.24,3,Air,Plastic,Foldable & Stackable Containers,LATAM,52150.0,41.0,86.0,7.0,9.0,8.0,-20784.15,90.0,2,0.7737340811168115
Electronics,0.24,3,Air,Plastic,Foldable & Stackable Containers,LATAM,40250.0,36.0,94.0,9.0,9.0,6.0,-16023.9,96.0,1,0.6246653118264671
Electronics,0.24,3,Air,Plastic,Foldable & Stackable Containers,LATAM,35850.0,44.0,87.0,9.0,8.0,8.0,-14262.85,89.0,1,0.7037477030705644
Electronics,0.24,3,Air,Plastic,Foldable & Stackable Containers,ROW,10935.0,36.0,92.0,8.0,7.0,7.0,-4298.4,91.0,2,0.6997767348419057
Electronics,0.24,3,Air,Plastic,Foldable & Stackable Containers,APAC,69350.0,41.0,89.0,7.0,9.0,8.0,-27663.4,90.0,1,0.591994432368927
Electronics,0.24,3,Air,Plastic,Foldable & Stackable Containers,EMEA,52150.0,41.0,86.0,9.0,8.0,8.0,-20784.15,90.0,2,0.7807806347381359
Electronics,0.24,3,Air,Plastic,Foldable & Stackable Containers,AMERICAS,46640.0,42.0,94.0,9.0,9.0,7.0,-18577.8,88.0,1,0.5470622915555555
Electronics,0.24,3,Air,Plastic,Foldable & Stackable Containers,ROW,35850.0,44.0,87.0,8.0,8.0,7.0,-14262.85,89.0,1,0.5563481669244958
Electronics,0.24,3,Air,Plastic,Foldable & Stackable Containers,APAC,60408.0,40.0,92.0,8.0,7.0,7.0,-24086.2,88.0,1,0.6051696165512274
Electronics,0.24,3,Air,Plastic,Foldable & Stackable Containers,AMERICAS,52407.0,38.0,87.0,8.0,9.0,8.0,-20887.750000000004,97.0,2,0.740635340841584
Electronics,0.24,3,Air,Plastic,Foldable & Stackable Containers,ROW,69350.0,41.0,89.0,9.0,8.0,8.0,-27663.4,90.0,1,0.5778114874492762
Electronics,0.24,3,Air,Plastic,Foldable & Stackable Containers,APAC,52150.0,41.0,86.0,7.0,9.0,8.0,-20784.15,90.0,2,0.7766625575695214
Electronics,0.24,3,Air,Plastic,Foldable & Stackable Containers,ROW,35850.0,44.0,87.0,9.0,8.0,8.0,-14262.85,89.0,1,0.5563481669244958
Electronics,0.24,3,Air,Plastic,Foldable & Stackable Containers,LATAM,46640.0,42.0,94.0,8.0,8.0,8.0,-18577.8,88.0,1,0.6246653118264671
Electronics,0.24,3,Air,Plastic,Foldable & Stackable Containers,EMEA,52407.0,38.0,87.0,9.0,8.0,7.0,-20887.750000000004,97.0,2,0.7402545987097301
Electronics,0.24,3,Air,Plastic,Foldable & Stackable Containers,AMERICAS,60408.0,40.0,92.0,9.0,8.0,8.0,-24086.2,88.0,1,0.5780175826478213
Electronics,0.24,3,Air,Plastic,Foldable & Stackable Containers,APAC,40250.0,36.0,94.0,9.0,9.0,6.0,-16023.9,96.0,1,0.5502963989548246
Electronics,0.05,2,Air,Plastic,Foldable & Stackable Containers,APAC,52407.0,38.0,87.0,8.0,8.0,6.0,-20887.750000000004,97.0,2,0.7236277927445669
Electronics,0.05,2,Air,Plastic,Foldable & Stackable Containers,AMERICAS,73043.0,41.0,82.0,8.0,9.0,6.0,-29142.35,91.0,2,0.7772674177211458
Electronics,0.05,2,Air,Plastic,Foldable & Stackable Containers,LATAM,58200.0,41.0,94.0,8.0,9.0,6.0,-23202.15,87.0,2,0.6192687213913546
Electronics,0.05,2,Air,Plastic,Foldable & Stackable Containers,EMEA,15440.0,34.0,89.0,8.0,7.0,7.0,-6101.85,91.0,2,0.645467817082718
Electronics,0.05,2,Air,Plastic,Foldable & Stackable Containers,ROW,40345.0,41.0,88.0,7.0,9.0,7.0,-16061.65,98.0,1,0.5691375647824977
Electronics,0.05,2,Air,Plastic,Foldable & Stackable Containers,EMEA,98971.0,42.0,91.0,8.0,8.0,8.0,-39510.95,93.0,1,0.6296565071530205
Electronics,0.05,2,Air,Plastic,Foldable & Stackable Containers,APAC,69350.0,36.0,89.0,9.0,9.0,7.0,-27665.15,90.0,1,0.5927959883548806
Electronics,0.05,2,Air,Plastic,Foldable & Stackable Containers,EMEA,70484.0,41.0,89.0,9.0,8.0,8.0,-28117.000000000004,96.0,1,0.645467817082718
Electronics,0.05,2,Air,Plastic,Foldable & Stackable Containers,ROW,53148.0,40.0,90.0,7.0,9.0,7.0,-21182.7,88.0,2,0.6880071176475346
Electronics,0.05,2,Air,Plastic,Foldable & Stackable Containers,EMEA,66060.0,42.0,95.0,8.0,8.0,8.0,-26345.55,94.0,1,0.5780448309975714
Electronics,0.05,2,Air,Plastic,Foldable & Stackable Containers,ROW,50911.0,42.0,89.0,8.0,9.0,6.0,-20287.45,90.0,1,0.5771665048916369
Electronics,0.05,2,Air,Plastic,Foldable & Stackable Containers,EMEA,21746.0,39.0,83.0,9.0,8.0,7.0,-8624.0,82.0,2,0.777385256063215
Electronics,0.05,2,Air,Plastic,Foldable & Stackable Containers,ROW,46640.0,42.0,94.0,9.0,8.0,7.0,-18577.8,88.0,1,0.6088838391445746
Electronics,0.05,2,Air,Plastic,Foldable & Stackable Containers,APAC,84051.0,44.0,94.0,9.0,8.0,8.0,-33541.5,89.0,1,0.5506195713376043
Electronics,0.05,2,Air,Plastic,Foldable & Stackable Containers,EMEA,78380.0,39.0,87.0,9.0,9.0,8.0,-31276.6,87.0,2,0.7340648357703035
Electronics,0.05,2,Air,Plastic,Foldable & Stackable Containers,EU,22417.0,38.0,89.0,7.0,9.0,7.0,-8891.250000000002,98.0,1,0.6446769922773774
Electronics,0.05,2,Air,Plastic,Foldable & Stackable Containers,EU,86303.0,40.0,86.0,9.0,9.0,8.0,-34445.700000000004,85.0,2,0.7712805144846445
Electronics,0.05,2,Air,Plastic,Foldable & Stackable Containers,LATAM,89433.0,43.0,90.0,8.0,9.0,8.0,-35695.65,91.0,2,0.6655114737744136
Electronics,0.05,2,Air,Plastic,Foldable & Stackable Containers,EMEA,51800.0,38.0,93.0,7.0,9.0,7.0,-20643.45,86.0,2,0.6511351554074982
Electronics,0.05,2,Air,Plastic,Foldable & Stackable Containers,LATAM,52150.0,41.0,86.0,7.0,9.0,8.0,-20784.15,90.0,2,0.771805749384075
Electronics,0.05,2,Air,Plastic,Foldable & Stackable Containers,EU,61952.0,43.0,89.0,8.0,9.0,7.0,-24703.500000000004,89.0,2,0.6446769922773774
Electronics,0.05,2,Air,Plastic,Foldable & Stackable Containers,EU,35850.0,44.0,87.0,8.0,7.0,7.0,-14262.85,89.0,1,0.7102610109774924
Electronics,0.05,2,Air,Plastic,Foldable & Stackable Containers,APAC,68093.0,43.0,89.0,8.0,9.0,8.0,-27159.9,92.0,1,0.5927959883548806
Electronics,0.05,2,Air,Plastic,Foldable & Stackable Containers,APAC,10935.0,36.0,92.0,8.0,7.0,6.0,-4298.4,91.0,2,0.6032595597177635
Electronics,0.05,2,Air,Plastic,Foldable & Stackable Containers,LATAM,84260.0,38.0,94.0,8.0,8.0,6.0,-33627.2,88.0,2,0.6192687213913546
Electronics,0.05,2,Air,Plastic,Foldable & Stackable Containers,LATAM,37036.0,41.0,87.0,7.0,7.0,6.0,-14738.3,96.0,2,0.6998814609753092
Electronics,0.05,2,Air,Plastic,Foldable & Stackable Containers,ROW,62453.0,36.0,92.0,8.0,9.0,8.0,-24905.6,90.0,2,0.6850855726986979
Electronics,0.05,2,Air,Plastic,Foldable & Stackable Containers,APAC,68326.0,41.0,89.0,9.0,8.0,8.0,-27253.800000000003,86.0,2,0.5927959883548806
Electronics,0.05,2,Air,Plastic,Foldable & Stackable Containers,LATAM,60408.0,40.0,92.0,8.0,9.0,6.0,-24086.2,88.0,1,0.623390823520453
Electronics,0.05,2,Air,Plastic,Foldable & Stackable Containers,EU,86202.0,38.0,88.0,8.0,7.0,7.0,-34405.5,94.0,2,0.7233173426888908
Electronics,0.05,2,Air,Plastic,Foldable & Stackable Containers,AMERICAS,41490.0,36.0,88.0,7.0,7.0,7.0,-16521.4,86.0,2,0.7479125806014665
Electronics,0.05,2,Air,Plastic,Foldable & Stackable Containers,APAC,40250.0,36.0,94.0,9.0,9.0,6.0,-16023.9,96.0,1,0.5506195713376043
Electronics,0.05,2,Air,Plastic,Foldable & Stackable Containers,APAC,35850.0,44.0,87.0,9.0,8.0,8.0,-14262.85,89.0,1,0.7236277927445669
Electronics,0.05,2,Air,Plastic,Foldable & Stackable Containers,APAC,52150.0,41.0,86.0,8.0,9.0,6.0,-20784.15,90.0,2,0.7736383576750859
Electronics,0.05,2,Air,Plastic,Foldable & Stackable Containers,AMERICAS,69350.0,41.0,89.0,8.0,8.0,7.0,-27663.4,90.0,1,0.5737989662900682
Electronics,0.05,2,Air,Plastic,Foldable & Stackable Containers,EU,46640.0,42.0,94.0,8.0,8.0,8.0,-18577.8,88.0,1,0.5875554912769287
Electronics,0.05,2,Air,Plastic,Foldable & Stackable Containers,LATAM,60408.0,40.0,92.0,9.0,8.0,7.0,-24086.2,88.0,1,0.623390823520453
Electronics,0.05,2,Air,Plastic,Foldable & Stackable Containers,APAC,50911.0,42.0,89.0,7.0,8.0,8.0,-20287.45,90.0,1,0.5927959883548806
Electronics,0.05,2,Air,Plastic,Foldable & Stackable Containers,EU,37036.0,42.0,87.0,9.0,9.0,7.0,-14737.95,96.0,2,0.7102610109774924
Electronics,0.05,2,Air,Plastic,Foldable & Stackable Containers,APAC,52407.0,38.0,87.0,9.0,9.0,7.0,-20887.750000000004,97.0,2,0.7236277927445669
Electronics,0.05,2,Air,Plastic,Foldable & Stackable Containers,LATAM,52150.0,41.0,86.0,7.0,9.0,8.0,-20784.15,90.0,2,0.771805749384075
Electronics,0.05,2,Air,Plastic,Foldable & Stackable Containers,LATAM,40250.0,36.0,94.0,9.0,9.0,6.0,-16023.9,96.0,1,0.6192687213913546
Electronics,0.05,2,Air,Plastic,Foldable & Stackable Containers,LATAM,35850.0,44.0,87.0,9.0,8.0,8.0,-14262.85,89.0,1,0.6998814609753092
Electronics,0.05,2,Air,Plastic,Foldable & Stackable Containers,ROW,10935.0,36.0,92.0,8.0,7.0,7.0,-4298.4,91.0,2,0.6850855726986979
Electronics,0.05,2,Air,Plastic,Foldable & Stackable Containers,APAC,69350.0,41.0,89.0,7.0,9.0,8.0,-27663.4,90.0,1,0.5927959883548806
Electronics,0.05,2,Air,Plastic,Foldable & Stackable Containers,EMEA,52150.0,41.0,86.0,9.0,8.0,8.0,-20784.15,90.0,2,0.777385256063215
Electronics,0.05,2,Air,Plastic,Foldable & Stackable Containers,AMERICAS,46640.0,42.0,94.0,9.0,9.0,7.0,-18577.8,88.0,1,0.5464445381508578
Electronics,0.05,2,Air,Plastic,Foldable & Stackable Containers,ROW,35850.0,44.0,87.0,8.0,8.0,7.0,-14262.85,89.0,1,0.5654687411039582
Electronics,0.05,2,Air,Plastic,Foldable & Stackable Containers,APAC,60408.0,40.0,92.0,8.0,7.0,7.0,-24086.2,88.0,1,0.6032595597177635
Electronics,0.05,2,Air,Plastic,Foldable & Stackable Containers,AMERICAS,52407.0,38.0,87.0,8.0,9.0,8.0,-20887.750000000004,97.0,2,0.7350596879831871
Electronics,0.05,2,Air,Plastic,Foldable & Stackable Containers,ROW,69350.0,41.0,89.0,9.0,8.0,8.0,-27663.4,90.0,1,0.5771665048916369
Electronics,0.05,2,Air,Plastic,Foldable & Stackable Containers,APAC,52150.0,41.0,86.0,7.0,9.0,8.0,-20784.15,90.0,2,0.7736383576750859
Electronics,0.05,2,Air,Plastic,Foldable & Stackable Containers,ROW,35850.0,44.0,87.0,9.0,8.0,8.0,-14262.85,89.0,1,0.5654687411039582
Electronics,0.05,2,Air,Plastic,Foldable & Stackable Containers,LATAM,46640.0,42.0,94.0,8.0,8.0,8.0,-18577.8,88.0,1,0.6192687213913546
Electronics,0.05,2,Air,Plastic,Foldable & Stackable Containers,EMEA,52407.0,38.0,87.0,9.0,8.0,7.0,-20887.750000000004,97.0,2,0.7340648357703035
Electronics,0.05,2,Air,Plastic,Foldable & Stackable Containers,AMERICAS,60408.0,40.0,92.0,9.0,8.0,8.0,-24086.2,88.0,1,0.5786346797097177
Electronics,0.05,2,Air,Plastic,Foldable & Stackable Containers,APAC,40250.0,36.0,94.0,9.0,9.0,6.0,-16023.9,96.0,1,0.5506195713376043
Electronics,0.5,3,Road,Plastic,Foldable & Stackable Containers,APAC,52407.0,38.0,87.0,8.0,8.0,6.0,-20887.750000000004,97.0,2,0.7287054815911731
Electronics,0.5,3,Road,Plastic,Foldable & Stackable Containers,AMERICAS,73043.0,41.0,82.0,8.0,9.0,6.0,-29142.35,91.0,2,0.7805142551391642
Electronics,0.5,3,Road,Plastic,Foldable & Stackable Containers,LATAM,58200.0,41.0,94.0,8.0,9.0,6.0,-23202.15,87.0,2,0.6186960158787056
Electronics,0.5,3,Road,Plastic,Foldable & Stackable Containers,EMEA,15440.0,34.0,89.0,8.0,7.0,7.0,-6101.85,91.0,2,0.6526492078397843
Electronics,0.5,3,Road,Plastic,Foldable & Stackable Containers,ROW,40345.0,41.0,88.0,7.0,9.0,7.0,-16061.65,98.0,1,0.5580095363359748
Electronics,0.5,3,Road,Plastic,Foldable & Stackable Containers,EMEA,98971.0,42.0,91.0,8.0,8.0,8.0,-39510.95,93.0,1,0.6409238428450598
Electronics,0.5,3,Road,Plastic,Foldable & Stackable Containers,APAC,69350.0,36.0,89.0,9.0,9.0,7.0,-27665.15,90.0,1,0.5958952434876039
Electronics,0.5,3,Road,Plastic,Foldable & Stackable Containers,EMEA,70484.0,41.0,89.0,9.0,8.0,8.0,-28117.000000000004,96.0,1,0.6526492078397843
Electronics,0.5,3,Road,Plastic,Foldable & Stackable Containers,ROW,53148.0,40.0,90.0,7.0,9.0,7.0,-21182.7,88.0,2,0.7017858538317223
Electronics,0.5,3,Road,Plastic,Foldable & Stackable Containers,EMEA,66060.0,42.0,95.0,8.0,8.0,8.0,-26345.55,94.0,1,0.5779908537011762
Electronics,0.5,3,Road,Plastic,Foldable & Stackable Containers,ROW,50911.0,42.0,89.0,8.0,9.0,6.0,-20287.45,90.0,1,0.5817743137622302
Electronics,0.5,3,Road,Plastic,Foldable & Stackable Containers,EMEA,21746.0,39.0,83.0,9.0,8.0,7.0,-8624.0,82.0,2,0.7821035359972881
Electronics,0.5,3,Road,Plastic,Foldable & Stackable Containers,ROW,46640.0,42.0,94.0,9.0,8.0,7.0,-18577.8,88.0,1,0.6101928652300563
Electronics,0.5,3,Road,Plastic,Foldable & Stackable Containers,APAC,84051.0,44.0,94.0,9.0,8.0,8.0,-33541.5,89.0,1,0.5521063174162484
Electronics,0.5,3,Road,Plastic,Foldable & Stackable Containers,EMEA,78380.0,39.0,87.0,9.0,9.0,8.0,-31276.6,87.0,2,0.73955236071042
Electronics,0.5,3,Road,Plastic,Foldable & Stackable Containers,EU,22417.0,38.0,89.0,7.0,9.0,7.0,-8891.250000000002,98.0,1,0.6506596377977362
Electronics,0.5,3,Road,Plastic,Foldable & Stackable Containers,EU,86303.0,40.0,86.0,9.0,9.0,8.0,-34445.700000000004,85.0,2,0.7725983549474499
Electronics,0.5,3,Road,Plastic,Foldable & Stackable Containers,LATAM,89433.0,43.0,90.0,8.0,9.0,8.0,-35695.65,91.0,2,0.6739583435185285
Electronics,0.5,3,Road,Plastic,Foldable & Stackable Containers,EMEA,51800.0,38.0,93.0,7.0,9.0,7.0,-20643.45,86.0,2,0.6609999898732775
Electronics,0.5,3,Road,Plastic,Foldable & Stackable Containers,LATAM,52150.0,41.0,86.0,7.0,9.0,8.0,-20784.15,90.0,2,0.7739596078729079
Electronics,0.5,3,Road,Plastic,Foldable & Stackable Containers,EU,61952.0,43.0,89.0,8.0,9.0,7.0,-24703.500000000004,89.0,2,0.6506596377977362
Electronics,0.5,3,Road,Plastic,Foldable & Stackable Containers,EU,35850.0,44.0,87.0,8.0,7.0,7.0,-14262.85,89.0,1,0.7134442663027062
Electronics,0.5,3,Road,Plastic,Foldable & Stackable Containers,APAC,68093.0,43.0,89.0,8.0,9.0,8.0,-27159.9,92.0,1,0.5958952434876039
Electronics,0.5,3,Road,Plastic,Foldable & Stackable Containers,APAC,10935.0,36.0,92.0,8.0,7.0,6.0,-4298.4,91.0,2,0.6093201991615245
Electronics,0.5,3,Road,Plastic,Foldable & Stackable Containers,LATAM,84260.0,38.0,94.0,8.0,8.0,6.0,-33627.2,88.0,2,0.6186960158787056
Electronics,0.5,3,Road,Plastic,Foldable & Stackable Containers,LATAM,37036.0,41.0,87.0,7.0,7.0,6.0,-14738.3,96.0,2,0.7060819755706771
