Material ID,Recyclability (%),Recycled Content (%),Reusability (%),Biodegradation Time (days),End-of-Life Disposal (%),Carbon Footprint (kg CO2/unit),CO2 Emission per kg (estimated),Waste Reduction Impact (%),Sustainability Target Progress (%),Load Handling Score,Moisture Resistance Score,Thermal Resistance Score,Cost per Unit (USD),Annual Usage (units),Total Material Weight (tons),Supplier Sustainability Compliance (%),Packaging Type_Bubble Wrap (Minimal Use),Packaging Type_Cardboard Boxes,Packaging Type_Foldable & Stackable Containers,Packaging Type_Plastic Totes & Pallets,Packaging Type_Protective Fillers (Paper/Biodegradable),Packaging Type_Steel Racks & Containers,Material Type_Cardboard,Material Type_Paper/Bio-Based,Material Type_Plastic,Material Type_Steel,Recyclability Category_High,Recyclability Category_Medium,Supplier Region_AMERICAS,Supplier Region_APAC,Supplier Region_EMEA,Supplier Region_EU,Supplier Region_LATAM,Supplier Region_ROW,"Suitable Product Categories_E-commerce, Food & Beverage, Consumer Goods, Apparel","Suitable Product Categories_Electronics, Medium-Value Goods, Retail Logistics","Suitable Product Categories_Fragile Items, Cosmetics, Pharmaceuticals, Internal Component Protection","Suitable Product Categories_Heavy Industrial Components, High-Security Goods","Suitable Product Categories_Industrial Components, Heavy Machinery, Automotive Parts","Suitable Product Categories_Low-Value Goods, Secondary Protection for Non-Fragile Items",Recommended Packaging Use Cases_Closed-loop logistics and bulk material handling,Recommended Packaging Use Cases_Cross-docking and returnable packaging programs,Recommended Packaging Use Cases_Last-mile delivery and primary e-commerce packaging,"Recommended Packaging Use Cases_Secure, high-load international shipping and long-term storage",Recommended Packaging Use Cases_Surface protection during transit; minimal void-fill,Recommended Packaging Use Cases_Void-fill and cushioning for fragile products,cii,cei,mss
MAT_0097,0.9333333333333332,0.8356164383561644,0.5154639175257731,0.0014430254693995,0.1249999999999999,0.1398809523809523,0.0875420875420875,0.5538461538461539,0.847826086956522,0.4444444444444445,0.2222222222222222,0.125,0.101010101010101,0.918295382493298,0.1485748938750757,0.5945945945945945,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,94.45502573423452,83.25877330001042,32.80927835051546
MAT_0098,0.977777777777778,0.9999999999999998,0.2783505154639175,0.0004884086204121,0.0833333333333333,0.0714285714285714,0.01010101010101,0.6153846153846154,0.8260869565217392,0.2222222222222222,0.2222222222222222,0.125,0.0885780885780886,0.6862520440059179,0.0948049322821912,0.4054054054054055,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,98.91464067068058,80.47143921370726,21.400343642611684
MAT_0099,0.6444444444444444,0.3972602739726027,0.9278350515463918,0.1060179712171919,0.3333333333333333,0.2648809523809524,0.4242424242424243,0.8769230769230769,0.6521739130434783,0.7777777777777777,0.6666666666666665,0.625,0.6033411033411035,0.4242188282145122,0.1896098645643824,0.8108108108108107,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,69.1830972271206,57.722979197205994,74.39003436426115
MAT_0100,1.0,0.917808219178082,0.268041237113402,0.0007714636163328,0.0416666666666666,0.0625,0.0,0.5230769230769231,0.847826086956522,0.2222222222222222,0.1111111111111111,0.125,0.0501165501165501,0.5862375830116688,0.0921770770163735,0.2972972972972971,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,99.97685609151002,82.85499723644054,17.86082474226804
MAT_0101,1.0,0.9589041095890408,0.3092783505154639,0.0005050589142898,0.0,0.0446428571428571,0.01010101010101,0.676923076923077,0.8043478260869565,0.2222222222222222,0.1111111111111111,0.0,0.0703185703185703,0.6977540963547171,0.0816656559531028,0.5945945945945945,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,99.58080782853091,82.66963849438076,16.185567010309278
MAT_0102,0.8666666666666667,0.6438356164383561,0.9587628865979382,0.898732912635908,0.25,0.9732142857142856,0.915824915824916,0.9384615384615383,0.4130434782608696,0.7777777777777777,0.8888888888888888,0.75,0.9887334887334888,0.0726831818636884,0.994137861330099,0.7567567567567568,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,32.40501598792612,45.73858329528433,84.17525773195875
MAT_0103,0.977777777777778,0.8082191780821917,0.5051546391752577,0.0011710706693973,0.1249999999999999,0.1428571428571428,0.0774410774410774,0.5538461538461539,0.7826086956521741,0.3333333333333333,0.3333333333333333,0.375,0.1138306138306138,0.9835033427144398,0.1287649080250656,0.6756756756756757,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,96.20055811560833,83.7448954253078,37.603092783505154
MAT_0104,1.0,0.7671232876712328,0.4432989690721649,0.0008658152816397,0.0833333333333333,0.1607142857142857,0.0808080808080808,0.6307692307692307,0.7391304347826089,0.5555555555555556,0.2222222222222222,0.375,0.0967365967365967,0.9472952378833552,0.1160299171214877,0.5405405405405406,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,96.74170230922758,84.02914954461347,39.69931271477664
MAT_0105,0.6666666666666667,0.273972602739726,0.8556701030927835,0.2892655555370552,0.4583333333333333,0.181547619047619,0.3905723905723905,0.8461538461538463,0.5217391304347827,0.6666666666666665,0.8888888888888888,0.75,0.4860139860139861,0.503832163475978,0.2270062664240953,0.7297297297297296,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,65.69913771099272,62.812702761156366,78.78006872852235
MAT_0106,0.1333333333333333,0.0136986301369863,0.0927835051546391,0.3981862279869239,0.9583333333333331,0.4910714285714286,0.3771043771043771,0.123076923076923,0.1304347826086958,0.6666666666666665,0.7777777777777777,0.5,0.0485625485625485,0.1747333058945237,0.0066707095209217,0.1081081081081081,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,46.97023807621719,53.42754267496536,55.1890034364261
MAT_0107,0.6888888888888889,0.3972602739726027,0.9587628865979382,0.1400789223929802,0.375,0.2559523809523809,0.4444444444444445,0.8,0.6086956521739131,0.6666666666666665,0.7777777777777777,0.625,0.5466200466200467,0.3766866525023081,0.1859712957347887,0.8648648648648647,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,68.68652121709948,62.5109220676231,75.00859106529208
MAT_0108,0.8222222222222224,0.3013698630136985,0.8865979381443299,0.3436676157334177,0.4166666666666667,0.2261904761904762,0.3838383838383838,0.7846153846153847,0.5652173913043479,0.7777777777777777,0.8888888888888888,0.625,0.4650349650349651,0.5156234357097567,0.2136648473822518,0.7027027027027029,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,69.00310284112878,69.14687717780501,80.2319587628866
MAT_0109,0.8666666666666667,0.3150684931506849,0.865979381443299,0.1987989588016228,0.4583333333333333,0.2291666666666666,0.4074074074074074,0.7692307692307692,0.5652173913043479,0.7777777777777777,0.6666666666666665,0.625,0.4405594405594406,0.4974804498481595,0.2025469981807155,0.7027027027027029,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,73.73973493965502,71.29161560089395,73.1529209621993
MAT_0110,0.8222222222222224,0.3698630136986301,0.9690721649484536,0.2381436032345971,0.375,0.244047619047619,0.4175084175084175,0.8615384615384616,0.7826086956521741,0.6666666666666665,0.6666666666666665,0.5,0.5594405594405595,0.3812807991367898,0.1795027289266221,0.9459459459459458,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,70.82202186929206,66.07608199360777,69.38144329896906
MAT_0111,1.0,0.7671232876712328,0.4845360824742267,0.0006715618530667,0.1249999999999999,0.1339285714285714,0.0774410774410774,0.5538461538461539,0.7391304347826089,0.4444444444444445,0.2222222222222222,0.125,0.0963480963480963,0.967918840450738,0.1303820497271073,0.5405405405405406,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,96.8822100467649,84.87331683207972,32.19072164948453
MAT_0112,0.8888888888888888,0.7123287671232876,0.9896907216494844,0.4188214921993373,0.2083333333333333,0.9821428571428572,0.9663299663299664,0.9076923076923078,0.3913043478260869,0.7777777777777777,1.0,0.875,0.9487179487179488,0.085052893867426,0.9747321609055992,0.7027027027027029,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,45.448823247487894,49.02458366375891,90.62714776632302
MAT_0113,0.7777777777777777,0.3561643835616437,0.9278350515463918,0.3711184002397642,0.3333333333333333,0.2678571428571428,0.3703703703703703,0.8769230769230769,0.7173913043478262,0.8888888888888888,0.6666666666666665,0.5,0.6021756021756023,0.4097022147568884,0.1697998787143723,0.7027027027027029,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,67.3849665113256,61.781254255481045,75.2233676975945
MAT_0114,1.0,0.9726027397260272,0.3092783505154639,0.0005883103836782,0.0416666666666666,0.0744047619047619,0.0033670033670033,0.6461538461538461,0.8913043478260869,0.1111111111111111,0.1111111111111111,0.25,0.067987567987568,0.6721025173253835,0.0994542146755609,0.4324324324324322,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,99.84767055380952,82.78618861093088,17.852233676975946
MAT_0115,0.8666666666666667,0.7945205479452053,0.4639175257731959,0.0006826620489851,0.1249999999999999,0.175595238095238,0.0909090909090909,0.5538461538461539,0.7826086956521741,0.4444444444444445,0.2222222222222222,0.25,0.1169386169386169,0.9145021524633746,0.1449363250454821,0.6216216216216217,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,92.3431565021668,79.43141966853308,34.27835051546392
MAT_0116,0.8444444444444446,0.7945205479452053,0.4639175257731959,0.0013375736081741,0.1249999999999999,0.175595238095238,0.074074074074074,0.5230769230769231,0.8260869565217392,0.5555555555555556,0.3333333333333333,0.375,0.1017871017871018,0.9407099235792072,0.1279563371740448,0.783783783783784,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,92.33024316212517,79.52232875944216,43.445017182130584
MAT_0117,0.711111111111111,0.3972602739726027,0.9484536082474226,0.1713870249809909,0.3333333333333333,0.2648809523809524,0.3737373737373737,0.8923076923076922,0.673913043478261,0.8888888888888888,0.7777777777777777,0.625,0.5621600621600622,0.4172219317663548,0.1956741459470385,0.9189189189189192,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,71.24222763440865,62.19440239027867,81.46907216494846
MAT_0118,0.711111111111111,0.3013698630136985,0.8865979381443299,0.3777507673010428,0.4166666666666667,0.2232142857142857,0.404040404040404,0.8153846153846154,0.5869565217391306,0.7777777777777777,0.8888888888888888,0.75,0.4584304584304585,0.4719623569195857,0.2166969880735799,0.783783783783784,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,63.839194152685884,66.143769174697,82.73195876288659
MAT_0119,0.6888888888888889,0.4246575342465753,0.9896907216494844,0.1399346198460403,0.3333333333333333,0.2589285714285714,0.3872053872053872,0.8923076923076922,0.6086956521739131,0.6666666666666665,0.7777777777777777,0.625,0.5516705516705518,0.3896014327508148,0.1718213058419243,0.6216216216216217,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,70.98041258306996,62.876953516128765,75.627147766323
MAT_0120,1.0,0.9589041095890408,0.3092783505154639,0.0008103143020474,0.0416666666666666,0.0476190476190476,0.0067340067340067,0.6153846153846154,0.9130434782608696,0.1111111111111111,0.2222222222222222,0.25,0.0773115773115773,0.666240252733684,0.079846371538306,0.5675675675675673,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,99.70633030157832,82.3199881447304,21.18556701030928
MAT_0121,1.0,0.8082191780821917,0.4639175257731959,0.0015484773306248,0.1249999999999999,0.1458333333333333,0.0639730639730639,0.5692307692307692,0.7826086956521741,0.4444444444444445,0.3333333333333333,0.25,0.1204351204351204,0.9847492129881976,0.1239134829189407,0.8108108108108107,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,97.3946231211587,83.25659449370791,37.61168384879725
MAT_0122,0.3111111111111111,0.1232876712328767,0.0927835051546391,0.3660511608029881,0.9583333333333331,0.4910714285714286,0.4444444444444445,0.1076923076923077,0.1956521739130434,0.8888888888888888,0.8888888888888888,0.625,0.0641025641025641,0.1751782595637229,0.0309278350515463,0.162162162162162,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,50.57402073146592,57.98387523129791,67.6890034364261
MAT_0123,0.9333333333333332,0.7534246575342465,0.4845360824742267,0.0016705794857279,0.1249999999999999,0.125,0.0808080808080808,0.5846153846153846,0.7391304347826089,0.4444444444444445,0.4444444444444445,0.25,0.106060606060606,0.9741259441360668,0.120274914089347,0.5675675675675673,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,94.71755938310493,82.38769134645423,41.3573883161512
MAT_0124,0.8666666666666667,0.6986301369863013,0.9896907216494844,0.5748069953434679,0.2083333333333333,0.9672619047619048,0.9090909090909092,0.8923076923076922,0.4782608695652175,0.8888888888888888,1.0,0.875,0.9483294483294484,0.0784675795632779,0.994137861330099,0.7297297297297296,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,42.3921537760596,48.37734201651727,93.96048109965636
MAT_0125,0.5999999999999999,0.3698630136986301,0.9278350515463918,0.1624680175605099,0.375,0.2410714285714286,0.3703703703703703,0.8461538461538463,0.6304347826086958,0.6666666666666665,0.8888888888888888,0.5,0.5788655788655789,0.4054195356908462,0.1659591671720234,0.8108108108108107,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,68.3111446583699,57.61342208764889,75.2233676975945
MAT_0126,0.6888888888888889,0.2054794520547945,0.9175257731958762,0.0605182681474328,0.4583333333333333,0.2232142857142857,0.3838383838383838,0.7846153846153847,0.5869565217391306,0.7777777777777777,0.6666666666666665,0.5,0.480963480963481,0.5278151662458146,0.2233676975945017,0.7567567567567568,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,73.49758326870834,64.96900808241014,71.68384879725085
MAT_0127,1.0,0.7671232876712328,0.5154639175257731,0.0006771119510259,0.1249999999999999,0.1488095238095238,0.0774410774410774,0.5846153846153846,0.6521739130434783,0.3333333333333333,0.4444444444444445,0.25,0.1017871017871018,0.96688432316985,0.1253284819082271,0.6216216216216217,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,96.88204354382613,85.21992326116037,38.64261168384879
MAT_0128,0.8444444444444446,0.6849315068493149,0.979381443298969,0.5523790494902235,0.2083333333333333,0.9702380952380952,0.9595959595959596,0.9076923076923078,0.4565217391304348,0.7777777777777777,1.0,0.75,0.9895104895104896,0.0562643914702381,0.9690721649484536,0.8378378378378379,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,40.378123464788246,45.44543772378824,87.9209621993127
MAT_0129,1.0,0.917808219178082,0.2989690721649484,0.0008047642040882,0.0,0.0654761904761904,0.0067340067340067,0.6923076923076923,0.9130434782608696,0.1111111111111111,0.1111111111111111,0.25,0.0703185703185703,0.6591766132351469,0.0913685061653527,0.5405405405405406,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,99.70649680451709,82.46345292737045,17.646048109965633
MAT_0130,0.911111111111111,0.8493150684931505,0.4742268041237113,0.0013542239020518,0.1666666666666666,0.1607142857142857,0.0808080808080808,0.6307692307692307,0.7608695652173914,0.5555555555555556,0.3333333333333333,0.25,0.1153846153846154,0.958085364361436,0.1362441883970082,0.783783783783784,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,94.06038338394853,81.04863864657679,41.15120274914089
MAT_0131,0.6444444444444444,0.3698630136986301,0.9690721649484536,0.2297518551202428,0.2916666666666667,0.2232142857142857,0.404040404040404,0.8615384615384616,0.7173913043478262,0.7777777777777777,0.6666666666666665,0.625,0.6041181041181042,0.3806244924747211,0.1835455831817262,0.9189189189189192,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,66.27916151810989,58.5088714263972,75.21477663230239
MAT_0132,0.977777777777778,0.7945205479452053,0.4639175257731959,0.000388506857146,0.1249999999999999,0.1458333333333333,0.0841750841750841,0.5846153846153846,0.7173913043478262,0.5555555555555556,0.3333333333333333,0.25,0.1122766122766123,0.983903801016719,0.1229027693551647,0.5405405405405406,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,95.9546747606156,82.99785323496664,40.945017182130584
MAT_0133,0.3111111111111111,0.0958904109589041,0.1237113402061855,0.2801522946880012,1.0,0.4910714285714286,0.3973063973063973,0.0769230769230769,0.1521739130434782,0.8888888888888888,0.6666666666666665,0.5,0.0435120435120435,0.1580697909830139,0.0149585607438851,0.1891891891891892,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,55.036508600437415,59.63195796185487,59.14089347079038
MAT_0134,0.977777777777778,0.7945205479452053,0.5051546391752577,0.0011710706693973,0.1249999999999999,0.1220238095238095,0.0707070707070706,0.5692307692307692,0.847826086956522,0.4444444444444445,0.3333333333333333,0.25,0.1006216006216006,0.96688432316985,0.1372549019607843,0.8108108108108107,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,96.46991838496861,84.40534608575847,38.43642611683848
MAT_0135,1.0,0.8630136986301369,0.3092783505154639,0.0007437131265366,0.0416666666666666,0.0684523809523809,0.01010101010101,0.6153846153846154,0.8913043478260869,0.2222222222222222,0.0,0.25,0.0644910644910645,0.682825900753084,0.1081463513240347,0.4594594594594594,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,99.5736482021635,82.96101378575604,17.852233676975946
MAT_0136,0.9333333333333332,0.780821917808219,0.4948453608247423,0.0009379665551096,0.1666666666666666,0.1696428571428571,0.0673400673400673,0.6153846153846154,0.7391304347826089,0.4444444444444445,0.2222222222222222,0.375,0.1204351204351204,0.9665394840762206,0.1356377602587426,0.5675675675675673,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,95.27825830974402,81.87515119473883,37.396907216494846
MAT_0137,0.9333333333333332,0.8630136986301369,0.5051546391752577,0.0005494596979636,0.1249999999999999,0.1279761904761904,0.0774410774410774,0.5692307692307692,0.7826086956521741,0.4444444444444445,0.4444444444444445,0.25,0.106060606060606,0.92810661089914,0.1287649080250656,0.6756756756756757,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,94.88587311141798,82.80006248047485,41.76975945017182
MAT_0138,0.6444444444444444,0.4109589041095889,0.9587628865979382,0.1398402681807334,0.375,0.2470238095238094,0.3905723905723905,0.8461538461538463,0.6521739130434783,0.7777777777777777,0.7777777777777777,0.625,0.5609945609945611,0.4116933824265548,0.1748534465332524,0.8648648648648647,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,69.51522966501571,60.45886301556405,78.34192439862542
MAT_0139,0.6666666666666667,0.2328767123287671,0.9381443298969072,0.4674792010078977,0.375,0.2232142857142857,0.4175084175084175,0.8307692307692309,0.5434782608695652,0.7777777777777777,0.7777777777777777,0.5,0.4860139860139861,0.4587249852609096,0.2100262785526581,0.6756756756756757,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,59.27528726942637,64.46218729723884,75.42955326460479
MAT_0140,0.977777777777778,0.8082191780821917,0.4639175257731959,0.0012265716489896,0.1249999999999999,0.1488095238095238,0.0774410774410774,0.6153846153846154,0.8043478260869565,0.3333333333333333,0.3333333333333333,0.375,0.0998445998445998,0.9566615126199984,0.1287649080250656,0.5945945945945945,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,96.19889308622056,83.61945385656726,36.77835051546392
MAT_0141,0.8666666666666667,0.6438356164383561,0.9587628865979382,0.8520399385049147,0.2083333333333333,0.9732142857142856,0.9090909090909092,0.8923076923076922,0.4565217391304348,0.8888888888888888,0.8888888888888888,0.875,0.9615384615384616,0.0825500294781805,0.9886800080857084,0.6486486486486485,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,34.075165481216196,47.09833465503569,90.0085910652921
MAT_0142,1.0,0.917808219178082,0.3195876288659793,0.0008214144979658,0.0416666666666666,0.0803571428571428,0.0067340067340067,0.6153846153846154,0.9130434782608696,0.0,0.1111111111111111,0.125,0.0889665889665889,0.6907127045396397,0.1069334950475035,0.4054054054054055,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,99.70599729570075,81.94342312899015,12.225085910652918
