material_id,material_type,strength_mpa,weight_capacity,co2_emission_score,biodegradability_percent,recyclability_percent,cost_per_kg,indusrty_use_case
MAT_0217,Plastic,8,7.5,1.52,0.011090517,93,0.668081456,"Industrial Components, Heavy Machinery, Automotive Parts"
MAT_0218,Paper/Bio-Based,2,2.25,0.3,2.588652482,100,0.225194667,"Fragile Items, Cosmetics, Pharmaceuticals, Internal Component Protection"
MAT_0219,Plastic,8,7.5,1.46,0.014458881,95,0.719384854,"Industrial Components, Heavy Machinery, Automotive Parts"
MAT_0220,Cardboard,5,4.5,0.48,1.852791878,99,0.503391682,"E-commerce, Food & Beverage, Consumer Goods, Apparel"
MAT_0221,Cardboard,4,4,0.5,1.448412698,100,0.357809463,"E-commerce, Food & Beverage, Consumer Goods, Apparel"
MAT_0222,Plastic,9,8.5,1.47,0.009855276,95,0.621581837,"Electronics, Medium-Value Goods, Retail Logistics"
MAT_0223,Paper/Bio-Based,1,1.75,0.29,2.991803279,100,0.2846949,"Fragile Items, Cosmetics, Pharmaceuticals, Internal Component Protection"
MAT_0224,Cardboard,5,4.25,0.5,2.37012987,96,0.361820418,"E-commerce, Food & Beverage, Consumer Goods, Apparel"
MAT_0225,Plastic,9,7.75,1.4,0.011549902,73,0.257576374,"Low-Value Goods, Secondary Protection for Non-Fragile Items"
MAT_0226,Plastic,9,8.5,1.47,0.006964718,85,0.579729869,"Electronics, Medium-Value Goods, Retail Logistics"
MAT_0227,Cardboard,5,4.5,0.5,1.327272727,99,0.391299194,"E-commerce, Food & Beverage, Consumer Goods, Apparel"
MAT_0228,Cardboard,5,4.75,0.49,1.586956522,100,0.414328374,"E-commerce, Food & Beverage, Consumer Goods, Apparel"
MAT_0229,Plastic,9,8,1.52,0.008488964,90,0.746388957,"Industrial Components, Heavy Machinery, Automotive Parts"
MAT_0230,Steel,9,9.25,3.02,0.003666241,88,0.09995571,"Heavy Industrial Components, High-Security Goods"
MAT_0231,Cardboard,5,4.5,0.5,1.46,97,0.458990445,"E-commerce, Food & Beverage, Consumer Goods, Apparel"
MAT_0232,Paper/Bio-Based,2,2.25,0.29,2.744360902,100,0.199694962,"Fragile Items, Cosmetics, Pharmaceuticals, Internal Component Protection"
MAT_0233,Plastic,7,7.75,1.48,0.006999041,84,0.601310915,"Electronics, Medium-Value Goods, Retail Logistics"
MAT_0234,Plastic,7,7,1.52,0.00489716,62,0.17679572,"Low-Value Goods, Secondary Protection for Non-Fragile Items"
MAT_0235,Cardboard,6,4.75,0.53,1.815920398,100,0.362451604,"E-commerce, Food & Beverage, Consumer Goods, Apparel"
MAT_0236,Plastic,8,7.75,1.56,0.014444005,86,0.650470761,"Industrial Components, Heavy Machinery, Automotive Parts"
MAT_0237,Cardboard,6,5.25,0.5,2.159763314,98,0.3302784,"E-commerce, Food & Beverage, Consumer Goods, Apparel"
MAT_0238,Cardboard,5,4.5,0.53,1.508264463,99,0.413833529,"E-commerce, Food & Beverage, Consumer Goods, Apparel"
MAT_0239,Plastic,9,8.25,1.52,0.009068323,84,0.642282934,"Electronics, Medium-Value Goods, Retail Logistics"
MAT_0240,Plastic,7,7,1.46,0.011427677,86,0.703311456,"Industrial Components, Heavy Machinery, Automotive Parts"
MAT_0241,Plastic,8,7.5,1.43,0.010887397,90,0.789017949,"Industrial Components, Heavy Machinery, Automotive Parts"
MAT_0242,Cardboard,5,4.5,0.5,1.254295533,100,0.310380466,"E-commerce, Food & Beverage, Consumer Goods, Apparel"
MAT_0243,Cardboard,5,4.25,0.53,1.09939759,97,0.406117297,"E-commerce, Food & Beverage, Consumer Goods, Apparel"
MAT_0244,Steel,8,8.25,3.15,0.004029276,95,0.108711206,"Heavy Industrial Components, High-Security Goods"
MAT_0245,Paper/Bio-Based,3,3,0.29,2.134502924,94,0.180278489,"Fragile Items, Cosmetics, Pharmaceuticals, Internal Component Protection"
MAT_0246,Plastic,9,7.75,1.52,0.004742477,90,0.729167786,"Industrial Components, Heavy Machinery, Automotive Parts"
MAT_0247,Plastic,9,8.5,1.41,0.010181311,87,0.597850959,"Electronics, Medium-Value Goods, Retail Logistics"
MAT_0248,Plastic,8,7.5,1.48,0.011549902,73,0.257576374,"Low-Value Goods, Secondary Protection for Non-Fragile Items"
MAT_0249,Plastic,8,7.25,1.53,0.009113608,94,0.70231296,"Industrial Components, Heavy Machinery, Automotive Parts"
MAT_0250,Steel,9,9.5,2.8,0.002313201,97,0.101365146,"Heavy Industrial Components, High-Security Goods"
MAT_0251,Cardboard,4,4.25,0.48,1.46,98,0.458990445,"E-commerce, Food & Beverage, Consumer Goods, Apparel"
MAT_0252,Paper/Bio-Based,1,1.75,0.3,2.744360902,100,0.199694962,"Fragile Items, Cosmetics, Pharmaceuticals, Internal Component Protection"
MAT_0253,Plastic,8,7.75,1.38,0.008488964,92,0.746388957,"Industrial Components, Heavy Machinery, Automotive Parts"
MAT_0254,Cardboard,6,4.75,0.49,2.324840764,100,0.329885089,"E-commerce, Food & Beverage, Consumer Goods, Apparel"
MAT_0255,Plastic,7,7,1.44,0.010885125,88,0.768410428,"Industrial Components, Heavy Machinery, Automotive Parts"
MAT_0256,Plastic,8,7.5,1.56,0.033379058,87,0.625451056,"Electronics, Medium-Value Goods, Retail Logistics"
MAT_0257,Cardboard,5,4.5,0.5,1.09939759,97,0.406117297,"E-commerce, Food & Beverage, Consumer Goods, Apparel"
MAT_0258,Plastic,9,7.75,1.5,0.011808094,90,0.758069386,"Industrial Components, Heavy Machinery, Automotive Parts"
MAT_0259,Paper/Bio-Based,2,2.25,0.31,3.509615385,99,0.230981538,"Fragile Items, Cosmetics, Pharmaceuticals, Internal Component Protection"
MAT_0260,Cardboard,5,4.75,0.53,2.37012987,94,0.361820418,"E-commerce, Food & Beverage, Consumer Goods, Apparel"
MAT_0261,Plastic,9,8,1.44,0.005699207,76,0.101348889,"Low-Value Goods, Secondary Protection for Non-Fragile Items"
MAT_0262,Plastic,8,7.5,1.42,0.014458881,95,0.719384854,"Industrial Components, Heavy Machinery, Automotive Parts"
MAT_0263,Cardboard,6,5,0.53,1.508264463,100,0.413833529,"E-commerce, Food & Beverage, Consumer Goods, Apparel"
MAT_0264,Plastic,7,7.75,1.46,0.005263158,84,0.54988243,"Electronics, Medium-Value Goods, Retail Logistics"
MAT_0265,Paper/Bio-Based,3,3,0.3,2.588652482,100,0.225194667,"Fragile Items, Cosmetics, Pharmaceuticals, Internal Component Protection"
MAT_0266,Cardboard,6,4.75,0.51,2.37012987,94,0.361820418,"E-commerce, Food & Beverage, Consumer Goods, Apparel"
MAT_0267,Plastic,9,8.5,1.42,0.006999041,82,0.601310915,"Electronics, Medium-Value Goods, Retail Logistics"
MAT_0268,Plastic,8,7.5,1.52,0.010887397,90,0.789017949,"Industrial Components, Heavy Machinery, Automotive Parts"
MAT_0269,Steel,9,9,2.97,0.003523234,97,0.105535821,"Heavy Industrial Components, High-Security Goods"
MAT_0270,Cardboard,6,5.25,0.51,1.852791878,99,0.503391682,"E-commerce, Food & Beverage, Consumer Goods, Apparel"
MAT_0271,Plastic,9,8.5,1.5,0.007825901,95,0.537307401,"Electronics, Medium-Value Goods, Retail Logistics"
MAT_0272,Plastic,7,6.75,1.52,0.008488964,92,0.746388957,"Industrial Components, Heavy Machinery, Automotive Parts"
MAT_0273,Cardboard,5,4.25,0.52,2.159763314,98,0.3302784,"E-commerce, Food & Beverage, Consumer Goods, Apparel"
MAT_0274,Cardboard,5,4.5,0.5,2.385620915,100,0.375738915,"E-commerce, Food & Beverage, Consumer Goods, Apparel"
MAT_0275,Plastic,8,7.75,1.48,0.010181311,87,0.597850959,"Electronics, Medium-Value Goods, Retail Logistics"
MAT_0276,Plastic,7,7.25,1.52,0.009113608,88,0.70231296,"Industrial Components, Heavy Machinery, Automotive Parts"
MAT_0277,Cardboard,5,4.5,0.51,1.746411483,100,0.409826416,"E-commerce, Food & Beverage, Consumer Goods, Apparel"
MAT_0278,Plastic,8,7.5,1.55,0.006042246,87,0.630629963,"Electronics, Medium-Value Goods, Retail Logistics"
MAT_0279,Plastic,9,7.75,1.41,0.014458881,94,0.719384854,"Industrial Components, Heavy Machinery, Automotive Parts"
MAT_0280,Steel,8,8.75,3.02,0.002313201,96,0.101365146,"Heavy Industrial Components, High-Security Goods"
MAT_0281,Cardboard,4,4.25,0.5,1.852791878,96,0.503391682,"E-commerce, Food & Beverage, Consumer Goods, Apparel"
MAT_0282,Plastic,7,6.75,1.55,0.011808094,90,0.758069386,"Industrial Components, Heavy Machinery, Automotive Parts"
MAT_0283,Cardboard,6,5,0.51,1.254295533,99,0.310380466,"E-commerce, Food & Beverage, Consumer Goods, Apparel"
MAT_0284,Plastic,8,8.25,1.52,0.006964718,85,0.579729869,"Electronics, Medium-Value Goods, Retail Logistics"
MAT_0285,Cardboard,5,4,0.53,2.37012987,98,0.361820418,"E-commerce, Food & Beverage, Consumer Goods, Apparel"
MAT_0286,Plastic,8,7.5,1.52,0.012455637,92,0.799218892,"Industrial Components, Heavy Machinery, Automotive Parts"
MAT_0287,Cardboard,5,4.75,0.47,1.46,98,0.458990445,"E-commerce, Food & Beverage, Consumer Goods, Apparel"
MAT_0288,Plastic,9,8.5,1.57,0.005263158,88,0.54988243,"Electronics, Medium-Value Goods, Retail Logistics"
MAT_0289,Cardboard,4,3.5,0.52,2.324840764,100,0.329885089,"E-commerce, Food & Beverage, Consumer Goods, Apparel"
MAT_0290,Plastic,7,7,1.5,0.010885125,87,0.768410428,"Industrial Components, Heavy Machinery, Automotive Parts"
MAT_0291,Plastic,7,7.75,1.48,0.006999041,82,0.601310915,"Electronics, Medium-Value Goods, Retail Logistics"
MAT_0292,Cardboard,5,4,0.53,1.815920398,100,0.362451604,"E-commerce, Food & Beverage, Consumer Goods, Apparel"
MAT_0293,Plastic,8,7.25,1.4,0.004742477,88,0.729167786,"Industrial Components, Heavy Machinery, Automotive Parts"
MAT_0294,Cardboard,6,5.25,0.5,1.09939759,97,0.406117297,"E-commerce, Food & Beverage, Consumer Goods, Apparel"
MAT_0295,Plastic,9,8.5,1.48,0.010181311,87,0.597850959,"Electronics, Medium-Value Goods, Retail Logistics"
MAT_0296,Plastic,7,7,1.5,0.012455637,85,0.799218892,"Industrial Components, Heavy Machinery, Automotive Parts"
MAT_0297,Cardboard,4,4,0.53,1.254295533,99,0.310380466,"E-commerce, Food & Beverage, Consumer Goods, Apparel"
MAT_0298,Plastic,8,8,1.5,0.007825901,95,0.537307401,"Electronics, Medium-Value Goods, Retail Logistics"
MAT_0299,Plastic,9,7.75,1.44,0.009113608,85,0.70231296,"Industrial Components, Heavy Machinery, Automotive Parts"
MAT_0300,Cardboard,6,4.75,0.49,1.852791878,99,0.503391682,"E-commerce, Food & Beverage, Consumer Goods, Apparel"
MAT_0301,Plastic,9,8.25,1.43,0.006964718,85,0.579729869,"Electronics, Medium-Value Goods, Retail Logistics"
MAT_0302,Plastic,7,7,1.52,0.008488964,95,0.746388957,"Industrial Components, Heavy Machinery, Automotive Parts"
MAT_0303,Cardboard,4,4.25,0.52,2.159763314,100,0.3302784,"E-commerce, Food & Beverage, Consumer Goods, Apparel"
MAT_0304,Plastic,9,8.5,1.53,0.006042246,82,0.630629963,"Electronics, Medium-Value Goods, Retail Logistics"
MAT_0305,Plastic,8,7.5,1.5,0.011808094,90,0.758069386,"Industrial Components, Heavy Machinery, Automotive Parts"
MAT_0306,Cardboard,5,4,0.51,2.324840764,100,0.329885089,"E-commerce, Food & Beverage, Consumer Goods, Apparel"
MAT_0307,Plastic,9,8.25,1.45,0.009068323,88,0.642282934,"Electronics, Medium-Value Goods, Retail Logistics"
MAT_0308,Plastic,8,8,1.48,0.004742477,87,0.729167786,"Industrial Components, Heavy Machinery, Automotive Parts"
MAT_0309,Cardboard,4,4,0.51,1.746411483,100,0.409826416,"E-commerce, Food & Beverage, Consumer Goods, Apparel"
MAT_0310,Plastic,9,8.25,1.47,0.010885125,90,0.768410428,"Industrial Components, Heavy Machinery, Automotive Parts"
MAT_0311,Cardboard,6,5,0.51,2.37012987,99,0.361820418,"E-commerce, Food & Beverage, Consumer Goods, Apparel"
MAT_0312,Plastic,9,8,1.36,0.012455637,85,0.799218892,"Industrial Components, Heavy Machinery, Automotive Parts"
MAT_0313,Cardboard,5,4,0.5,1.254295533,100,0.310380466,"E-commerce, Food & Beverage, Consumer Goods, Apparel"
MAT_0314,Plastic,7,7.25,1.49,0.014458881,95,0.719384854,"Industrial Components, Heavy Machinery, Automotive Parts"
MAT_0315,Cardboard,5,4.75,0.52,1.09939759,97,0.406117297,"E-commerce, Food & Beverage, Consumer Goods, Apparel"
MAT_0316,Plastic,8,7.25,1.47,0.009113608,88,0.70231296,"Industrial Components, Heavy Machinery, Automotive Parts"
MAT_0317,Cardboard,5,4.25,0.5,1.508264463,99,0.413833529,"E-commerce, Food & Beverage, Consumer Goods, Apparel"
MAT_0318,Plastic,9,8.25,1.55,0.011090517,85,0.668081456,"Industrial Components, Heavy Machinery, Automotive Parts"
MAT_0319,Cardboard,6,4.5,0.51,2.159763314,98,0.3302784,"E-commerce, Food & Beverage, Consumer Goods, Apparel"
MAT_0320,Plastic,8,7.75,1.46,0.011808094,90,0.758069386,"Industrial Components, Heavy Machinery, Automotive Parts"
MAT_0321,Cardboard,5,4.5,0.49,1.852791878,96,0.503391682,"E-commerce, Food & Beverage, Consumer Goods, Apparel"
MAT_0322,Plastic,8,7.75,1.46,0.008488964,92,0.746388957,"Industrial Components, Heavy Machinery, Automotive Parts"
MAT_0323,Cardboard,5,4.5,0.5,2.324840764,100,0.329885089,"E-commerce, Food & Beverage, Consumer Goods, Apparel"
MAT_0324,Plastic,7,7,1.4,0.010885125,88,0.768410428,"Industrial Components, Heavy Machinery, Automotive Parts"
MAT_0325,Cardboard,5,4.5,0.53,1.746411483,99,0.409826416,"E-commerce, Food & Beverage, Consumer Goods, Apparel"
MAT_0326,Plastic,7,7.25,1.52,0.004742477,90,0.729167786,"Industrial Components, Heavy Machinery, Automotive Parts"
MAT_0327,Cardboard,6,4.75,0.5,2.37012987,94,0.361820418,"E-commerce, Food & Beverage, Consumer Goods, Apparel"
MAT_0328,Plastic,8,7.5,1.55,0.012455637,85,0.799218892,"Industrial Components, Heavy Machinery, Automotive Parts"
MAT_0329,Cardboard,5,4.25,0.51,1.09939759,97,0.406117297,"E-commerce, Food & Beverage, Consumer Goods, Apparel"
MAT_0330,Plastic,8,7.5,1.53,0.009113608,88,0.70231296,"Industrial Components, Heavy Machinery, Automotive Parts"
MAT_0331,Cardboard,5,4.5,0.5,1.254295533,99,0.310380466,"E-commerce, Food & Beverage, Consumer Goods, Apparel"
MAT_0332,Plastic,7,7,1.5,0.014458881,95,0.719384854,"Industrial Components, Heavy Machinery, Automotive Parts"
MAT_0333,Cardboard,6,5,0.53,2.159763314,98,0.3302784,"E-commerce, Food & Beverage, Consumer Goods, Apparel"
MAT_0334,Plastic,9,7.75,1.48,0.010885125,88,0.768410428,"Industrial Components, Heavy Machinery, Automotive Parts"
MAT_0335,Cardboard,5,4.5,0.47,1.852791878,96,0.503391682,"E-commerce, Food & Beverage, Consumer Goods, Apparel"
MAT_0336,Plastic,9,8.5,1.37,0.011808094,90,0.758069386,"Industrial Components, Heavy Machinery, Automotive Parts"
MAT_0337,Cardboard,5,4.25,0.5,2.324840764,100,0.329885089,"E-commerce, Food & Beverage, Consumer Goods, Apparel"
MAT_0338,Plastic,7,7,1.42,0.009113608,94,0.70231296,"Industrial Components, Heavy Machinery, Automotive Parts"
MAT_0339,Cardboard,5,4,0.53,2.37012987,94,0.361820418,"E-commerce, Food & Beverage, Consumer Goods, Apparel"
MAT_0340,Plastic,7,7.25,1.52,0.012455637,85,0.799218892,"Industrial Components, Heavy Machinery, Automotive Parts"
MAT_0341,Cardboard,5,4.5,0.5,1.09939759,97,0.406117297,"E-commerce, Food & Beverage, Consumer Goods, Apparel"
MAT_0342,Plastic,8,7.5,1.48,0.008488964,92,0.746388957,"Industrial Components, Heavy Machinery, Automotive Parts"
MAT_0343,Cardboard,5,4.5,0.51,1.254295533,99,0.310380466,"E-commerce, Food & Beverage, Consumer Goods, Apparel"
MAT_0344,Plastic,9,7.75,1.5,0.010885125,88,0.768410428,"Industrial Components, Heavy Machinery, Automotive Parts"
MAT_0345,Cardboard,6,5,0.48,1.852791878,96,0.503391682,"E-commerce, Food & Beverage, Consumer Goods, Apparel"
MAT_0346,Plastic,8,7.75,1.46,0.004742477,90,0.729167786,"Industrial Components, Heavy Machinery, Automotive Parts"
MAT_0347,Cardboard,5,4,0.51,2.159763314,100,0.3302784,"E-commerce, Food & Beverage, Consumer Goods, Apparel"
MAT_0348,Plastic,8,7.75,1.43,0.014458881,95,0.719384854,"Industrial Components, Heavy Machinery, Automotive Parts"
MAT_0349,Cardboard,5,4.25,0.5,2.37012987,98,0.361820418,"E-commerce, Food & Beverage, Consumer Goods, Apparel"
MAT_0350,Plastic,9,7.75,1.46,0.011808094,90,0.758069386,"Industrial Components, Heavy Machinery, Automotive Parts"
MAT_0351,Cardboard,5,4.5,0.5,2.324840764,100,0.329885089,"E-commerce, Food & Beverage, Consumer Goods, Apparel"
MAT_0352,Plastic,8,7.75,1.42,0.009113608,88,0.70231296,"Industrial Components, Heavy Machinery, Automotive Parts"
MAT_0353,Cardboard,4,4.25,0.53,1.508264463,99,0.413833529,"E-commerce, Food & Beverage, Consumer Goods, Apparel"
MAT_0354,Plastic,7,7.25,1.4,0.012455637,85,0.799218892,"Industrial Components, Heavy Machinery, Automotive Parts"
MAT_0355,Cardboard,5,4.5,0.52,1.254295533,100,0.310380466,"E-commerce, Food & Beverage, Consumer Goods, Apparel"
MAT_0356,Plastic,9,8,1.47,0.010885125,87,0.768410428,"Industrial Components, Heavy Machinery, Automotive Parts"
MAT_0357,Cardboard,5,4,0.5,1.09939759,97,0.406117297,"E-commerce, Food & Beverage, Consumer Goods, Apparel"
MAT_0358,Plastic,7,7,1.52,0.008488964,92,0.746388957,"Industrial Components, Heavy Machinery, Automotive Parts"
MAT_0359,Cardboard,4,4.25,0.49,1.852791878,96,0.503391682,"E-commerce, Food & Beverage, Consumer Goods, Apparel"
MAT_0360,Plastic,8,7.5,1.44,0.004742477,90,0.729167786,"Industrial Components, Heavy Machinery, Automotive Parts"
MAT_0361,Cardboard,5,4,0.52,2.159763314,100,0.3302784,"E-commerce, Food & Beverage, Consumer Goods, Apparel"
MAT_0362,Plastic,8,7.75,1.5,0.014458881,95,0.719384854,"Industrial Components, Heavy Machinery, Automotive Parts"
MAT_0363,Cardboard,6,4.75,0.51,2.37012987,98,0.361820418,"E-commerce, Food & Beverage, Consumer Goods, Apparel"
MAT_0364,Plastic,9,7.75,1.54,0.011808094,90,0.758069386,"Industrial Components, Heavy Machinery, Automotive Parts"
MAT_0365,Cardboard,5,4.5,0.53,2.324840764,100,0.329885089,"E-commerce, Food & Beverage, Consumer Goods, Apparel"
MAT_0366,Plastic,7,6.75,1.45,0.009113608,88,0.70231296,"Industrial Components, Heavy Machinery, Automotive Parts"
MAT_0367,Cardboard,6,5,0.51,1.508264463,99,0.413833529,"E-commerce, Food & Beverage, Consumer Goods, Apparel"
MAT_0368,Plastic,7,7.5,1.46,0.012455637,85,0.799218892,"Industrial Components, Heavy Machinery, Automotive Parts"
MAT_0369,Cardboard,4,4,0.51,1.254295533,100,0.310380466,"E-commerce, Food & Beverage, Consumer Goods, Apparel"
MAT_0370,Plastic,9,7.75,1.53,0.010885125,87,0.768410428,"Industrial Components, Heavy Machinery, Automotive Parts"
MAT_0371,Cardboard,5,4.5,0.52,1.09939759,97,0.406117297,"E-commerce, Food & Beverage, Consumer Goods, Apparel"
MAT_0372,Plastic,8,7.75,1.49,0.008488964,92,0.746388957,"Industrial Components, Heavy Machinery, Automotive Parts"
MAT_0373,Cardboard,5,4.5,0.48,1.852791878,96,0.503391682,"E-commerce, Food & Beverage, Consumer Goods, Apparel"
MAT_0374,Plastic,7,7,1.41,0.004742477,90,0.729167786,"Industrial Components, Heavy Machinery, Automotive Parts"
MAT_0375,Cardboard,6,5,0.53,2.159763314,98,0.3302784,"E-commerce, Food & Beverage, Consumer Goods, Apparel"
MAT_0376,Plastic,8,7.5,1.5,0.014458881,95,0.719384854,"Industrial Components, Heavy Machinery, Automotive Parts"
MAT_0377,Cardboard,6,4.75,0.5,2.37012987,94,0.361820418,"E-commerce, Food & Beverage, Consumer Goods, Apparel"
MAT_0378,Plastic,7,6.75,1.46,0.011808094,90,0.758069386,"Industrial Components, Heavy Machinery, Automotive Parts"
MAT_0379,Cardboard,5,4.5,0.51,2.324840764,100,0.329885089,"E-commerce, Food & Beverage, Consumer Goods, Apparel"
MAT_0380,Plastic,8,7.75,1.46,0.009113608,88,0.70231296,"Industrial Components, Heavy Machinery, Automotive Parts"
MAT_0381,Cardboard,6,5,0.52,1.508264463,99,0.413833529,"E-commerce, Food & Beverage, Consumer Goods, Apparel"
MAT_0382,Plastic,7,7.5,1.53,0.012455637,85,0.799218892,"Industrial Components, Heavy Machinery, Automotive Parts"
MAT_0383,Cardboard,4,4,0.52,1.254295533,100,0.310380466,"E-commerce, Food & Beverage, Consumer Goods, Apparel"
MAT_0384,Plastic,9,7.75,1.48,0.010885125,87,0.768410428,"Industrial Components, Heavy Machinery, Automotive Parts"
MAT_0385,Cardboard,5,4,0.51,1.09939759,97,0.406117297,"E-commerce, Food & Beverage, Consumer Goods, Apparel"
MAT_0386,Plastic,7,7.25,1.5,0.008488964,92,0.746388957,"Industrial Components, Heavy Machinery, Automotive Parts"
MAT_0387,Cardboard,5,4.75,0.48,1.852791878,96,0.503391682,"E-commerce, Food & Beverage, Consumer Goods, Apparel"
MAT_0388,Plastic,7,6.75,1.45,0.004742477,90,0.729167786,"Industrial Components, Heavy Machinery, Automotive Parts"
MAT_0389,Cardboard,6,5,0.53,2.159763314,98,0.3302784,"E-commerce, Food & Beverage, Consumer Goods, Apparel"
MAT_0390,Plastic,8,7.5,1.41,0.014458881,95,0.719384854,"Industrial Components, Heavy Machinery, Automotive Parts"
MAT_0391,Cardboard,5,4,0.51,2.37012987,94,0.361820418,"E-commerce, Food & Beverage, Consumer Goods, Apparel"
MAT_0392,Plastic,9,7.75,1.52,0.011808094,90,0.758069386,"Industrial Components, Heavy Machinery, Automotive Parts"
MAT_0393,Cardboard,5,4.5,0.51,2.324840764,100,0.329885089,"E-commerce, Food & Beverage, Consumer Goods, Apparel"
MAT_0394,Plastic,7,7.25,1.53,0.009113608,88,0.70231296,"Industrial Components, Heavy Machinery, Automotive Parts"
MAT_0395,Cardboard,5,4.5,0.51,1.508264463,99,0.413833529,"E-commerce, Food & Beverage, Consumer Goods, Apparel"
MAT_0396,Plastic,9,7.75,1.38,0.012455637,85,0.799218892,"Industrial Components, Heavy Machinery, Automotive Parts"
MAT_0397,Cardboard,5,4.5,0.5,1.254295533,100,0.310380466,"E-commerce, Food & Beverage, Consumer Goods, Apparel"
MAT_0398,Plastic,7,7.25,1.52,0.010885125,87,0.768410428,"Industrial Components, Heavy Machinery, Automotive Parts"
MAT_0399,Cardboard,5,4.25,0.53,1.09939759,97,0.406117297,"E-commerce, Food & Beverage, Consumer Goods, Apparel"
MAT_0400,Plastic,7,6.75,1.48,0.008488964,92,0.746388957,"Industrial Components, Heavy Machinery, Automotive Parts"
MAT_0401,Cardboard,5,4.5,0.47,1.852791878,96,0.503391682,"E-commerce, Food & Beverage, Consumer Goods, Apparel"
MAT_0402,Plastic,9,8,1.46,0.004742477,90,0.729167786,"Industrial Components, Heavy Machinery, Automotive Parts"
MAT_0403,Cardboard,5,4,0.5,2.159763314,98,0.3302784,"E-commerce, Food & Beverage, Consumer Goods, Apparel"
