material_id,strength_mpa,weight_capacity,biodegradability_percent,co2_emission_score,recyclability_percent,cost_per_kg,industry_use_case,material_type_Cardboard,material_type_Paper/Bio-Based,material_type_Plastic,material_type_Steel
MAT_0157,0.13043478260869565,0.0851063829787234,0.0,0.5178571428571428,0.48888888888888893,0.33333333333333337,"Low-Value Goods, Secondary Protection for Non-Fragile Items",False,False,True,False
MAT_0158,0.052173913043478265,0.04255319148936171,0.9693877551020408,0.1369047619047619,0.9777777777777779,0.1333333333333333,"E-commerce, Food & Beverage, Consumer Goods, Apparel",True,False,False,False
MAT_0159,0.13043478260869565,0.0851063829787234,0.0,0.20535714285714285,0.5777777777777777,0.33333333333333337,"Electronics, Medium-Value Goods, Retail Logistics",False,False,True,False
MAT_0160,0.052173913043478265,0.04255319148936171,0.9693877551020408,0.125,1.0,0.1333333333333333,"E-commerce, Food & Beverage, Consumer Goods, Apparel",True,False,False,False
MAT_0161,0.0,0.0,0.9999999999999999,0.06547619047619047,0.9777777777777779,0.0,"Fragile Items, Cosmetics, Pharmaceuticals, Internal Component Protection",False,True,False,False
MAT_0162,1.0,1.0,0.0,0.943452380952381,0.8888888888888888,0.9999999999999999,"Heavy Industrial Components, High-Security Goods",False,False,False,True
MAT_0163,0.052173913043478265,0.04255319148936171,0.9693877551020408,0.1607142857142857,1.0,0.1333333333333333,"E-commerce, Food & Beverage, Consumer Goods, Apparel",True,False,False,False
MAT_0164,0.13043478260869565,0.0851063829787234,0.0,0.24702380952380948,0.7333333333333334,0.33333333333333337,"Industrial Components, Heavy Machinery, Automotive Parts",False,False,True,False
MAT_0165,1.0,1.0,0.0,0.9821428571428571,0.6888888888888889,0.9999999999999999,"Heavy Industrial Components, High-Security Goods",False,False,False,True
MAT_0166,0.052173913043478265,0.04255319148936171,0.9693877551020408,0.16369047619047616,0.9777777777777779,0.1333333333333333,"E-commerce, Food & Beverage, Consumer Goods, Apparel",True,False,False,False
MAT_0167,0.0,0.0,0.9999999999999999,0.06845238095238096,0.9555555555555557,0.0,"Fragile Items, Cosmetics, Pharmaceuticals, Internal Component Protection",False,True,False,False
MAT_0168,0.13043478260869565,0.0851063829787234,0.0,0.2232142857142857,0.7777777777777777,0.33333333333333337,"Electronics, Medium-Value Goods, Retail Logistics",False,False,True,False
MAT_0169,0.13043478260869565,0.0851063829787234,0.0,0.5089285714285714,0.48888888888888893,0.33333333333333337,"Low-Value Goods, Secondary Protection for Non-Fragile Items",False,False,True,False
MAT_0170,0.13043478260869565,0.0851063829787234,0.0,0.25595238095238093,0.8888888888888888,0.33333333333333337,"Industrial Components, Heavy Machinery, Automotive Parts",False,False,True,False
MAT_0171,0.0,0.0,0.9999999999999999,0.05952380952380951,1.0,0.0,"Fragile Items, Cosmetics, Pharmaceuticals, Internal Component Protection",False,True,False,False
MAT_0172,0.052173913043478265,0.04255319148936171,0.9693877551020408,0.14285714285714285,0.9333333333333331,0.1333333333333333,"E-commerce, Food & Beverage, Consumer Goods, Apparel",True,False,False,False
MAT_0173,0.052173913043478265,0.04255319148936171,0.9693877551020408,0.14285714285714285,0.911111111111111,0.1333333333333333,"E-commerce, Food & Beverage, Consumer Goods, Apparel",True,False,False,False
MAT_0174,0.13043478260869565,0.0851063829787234,0.0,0.26785714285714285,0.711111111111111,0.33333333333333337,"Industrial Components, Heavy Machinery, Automotive Parts",False,False,True,False
MAT_0175,0.052173913043478265,0.04255319148936171,0.9693877551020408,0.14583333333333334,0.9777777777777779,0.1333333333333333,"E-commerce, Food & Beverage, Consumer Goods, Apparel",True,False,False,False
MAT_0176,0.13043478260869565,0.0851063829787234,0.0,0.17559523809523808,0.7333333333333334,0.33333333333333337,"Electronics, Medium-Value Goods, Retail Logistics",False,False,True,False
MAT_0177,0.13043478260869565,0.0851063829787234,0.0,0.24702380952380948,0.8222222222222224,0.33333333333333337,"Industrial Components, Heavy Machinery, Automotive Parts",False,False,True,False
MAT_0178,0.052173913043478265,0.04255319148936171,0.9693877551020408,0.18154761904761907,0.8888888888888888,0.1333333333333333,"E-commerce, Food & Beverage, Consumer Goods, Apparel",True,False,False,False
MAT_0179,1.0,1.0,0.0,0.9732142857142857,0.8666666666666667,0.9999999999999999,"Heavy Industrial Components, High-Security Goods",False,False,False,True
MAT_0180,0.13043478260869565,0.0851063829787234,0.0,0.5238095238095237,0.5111111111111111,0.33333333333333337,"Low-Value Goods, Secondary Protection for Non-Fragile Items",False,False,True,False
MAT_0181,0.052173913043478265,0.04255319148936171,0.9693877551020408,0.14583333333333334,0.9555555555555557,0.1333333333333333,"E-commerce, Food & Beverage, Consumer Goods, Apparel",True,False,False,False
MAT_0182,0.13043478260869565,0.0851063829787234,0.0,0.2648809523809524,0.7555555555555555,0.33333333333333337,"Industrial Components, Heavy Machinery, Automotive Parts",False,False,True,False
MAT_0183,0.13043478260869565,0.0851063829787234,0.0,0.22619047619047622,0.8444444444444446,0.33333333333333337,"Industrial Components, Heavy Machinery, Automotive Parts",False,False,True,False
MAT_0184,0.13043478260869565,0.0851063829787234,0.0,0.19345238095238093,0.6666666666666667,0.33333333333333337,"Electronics, Medium-Value Goods, Retail Logistics",False,False,True,False
MAT_0185,0.0,0.0,0.9999999999999999,0.0625,0.9777777777777779,0.0,"Fragile Items, Cosmetics, Pharmaceuticals, Internal Component Protection",False,True,False,False
MAT_0186,0.052173913043478265,0.04255319148936171,0.9693877551020408,0.1607142857142857,0.9333333333333331,0.1333333333333333,"E-commerce, Food & Beverage, Consumer Goods, Apparel",True,False,False,False
MAT_0187,0.13043478260869565,0.0851063829787234,0.0,0.24999999999999994,0.7777777777777777,0.33333333333333337,"Industrial Components, Heavy Machinery, Automotive Parts",False,False,True,False
MAT_0188,0.13043478260869565,0.0851063829787234,0.0,0.22916666666666669,0.6666666666666667,0.33333333333333337,"Electronics, Medium-Value Goods, Retail Logistics",False,False,True,False
MAT_0189,1.0,1.0,0.0,0.943452380952381,0.8666666666666667,0.9999999999999999,"Heavy Industrial Components, High-Security Goods",False,False,False,True
MAT_0190,0.13043478260869565,0.0851063829787234,0.0,0.26785714285714285,0.8888888888888888,0.33333333333333337,"Industrial Components, Heavy Machinery, Automotive Parts",False,False,True,False
MAT_0191,0.13043478260869565,0.0851063829787234,0.0,0.22916666666666669,0.7999999999999998,0.33333333333333337,"Industrial Components, Heavy Machinery, Automotive Parts",False,False,True,False
MAT_0192,0.13043478260869565,0.0851063829787234,0.0,0.488095238095238,0.15555555555555545,0.33333333333333337,"Low-Value Goods, Secondary Protection for Non-Fragile Items",False,False,True,False
MAT_0193,0.052173913043478265,0.04255319148936171,0.9693877551020408,0.16964285714285715,0.9555555555555557,0.1333333333333333,"E-commerce, Food & Beverage, Consumer Goods, Apparel",True,False,False,False
MAT_0194,0.13043478260869565,0.0851063829787234,0.0,0.22619047619047622,0.6888888888888889,0.33333333333333337,"Electronics, Medium-Value Goods, Retail Logistics",False,False,True,False
MAT_0195,1.0,1.0,0.0,0.9999999999999999,0.7333333333333334,0.9999999999999999,"Heavy Industrial Components, High-Security Goods",False,False,False,True
MAT_0196,0.052173913043478265,0.04255319148936171,0.9693877551020408,0.1607142857142857,0.9333333333333331,0.1333333333333333,"E-commerce, Food & Beverage, Consumer Goods, Apparel",True,False,False,False
MAT_0197,0.0,0.0,0.9999999999999999,0.07440476190476192,1.0,0.0,"Fragile Items, Cosmetics, Pharmaceuticals, Internal Component Protection",False,True,False,False
MAT_0198,0.13043478260869565,0.0851063829787234,0.0,0.24999999999999994,0.8666666666666667,0.33333333333333337,"Industrial Components, Heavy Machinery, Automotive Parts",False,False,True,False
MAT_0199,0.052173913043478265,0.04255319148936171,0.9693877551020408,0.1220238095238095,0.911111111111111,0.1333333333333333,"E-commerce, Food & Beverage, Consumer Goods, Apparel",True,False,False,False
MAT_0200,0.13043478260869565,0.0851063829787234,0.0,0.24999999999999994,0.711111111111111,0.33333333333333337,"Industrial Components, Heavy Machinery, Automotive Parts",False,False,True,False
MAT_0201,0.13043478260869565,0.0851063829787234,0.0,0.20833333333333331,0.5999999999999999,0.33333333333333337,"Electronics, Medium-Value Goods, Retail Logistics",False,False,True,False
MAT_0202,0.052173913043478265,0.04255319148936171,0.9693877551020408,0.125,0.9777777777777779,0.1333333333333333,"E-commerce, Food & Beverage, Consumer Goods, Apparel",True,False,False,False
MAT_0203,0.052173913043478265,0.04255319148936171,0.9693877551020408,0.18154761904761907,1.0,0.1333333333333333,"E-commerce, Food & Beverage, Consumer Goods, Apparel",True,False,False,False
MAT_0204,0.13043478260869565,0.0851063829787234,0.0,0.244047619047619,0.8666666666666667,0.33333333333333337,"Industrial Components, Heavy Machinery, Automotive Parts",False,False,True,False
MAT_0205,0.13043478260869565,0.0851063829787234,0.0,0.2232142857142857,0.8666666666666667,0.33333333333333337,"Electronics, Medium-Value Goods, Retail Logistics",False,False,True,False
MAT_0206,0.13043478260869565,0.0851063829787234,0.0,0.2589285714285714,0.7777777777777777,0.33333333333333337,"Industrial Components, Heavy Machinery, Automotive Parts",False,False,True,False
MAT_0207,0.13043478260869565,0.0851063829787234,0.0,0.5178571428571428,0.28888888888888875,0.33333333333333337,"Low-Value Goods, Secondary Protection for Non-Fragile Items",False,False,True,False
MAT_0208,0.13043478260869565,0.0851063829787234,0.0,0.2232142857142857,0.6444444444444444,0.33333333333333337,"Electronics, Medium-Value Goods, Retail Logistics",False,False,True,False
MAT_0209,1.0,1.0,0.0,0.9732142857142857,0.9333333333333331,0.9999999999999999,"Heavy Industrial Components, High-Security Goods",False,False,False,True
MAT_0210,0.13043478260869565,0.0851063829787234,0.0,0.2589285714285714,0.7777777777777777,0.33333333333333337,"Industrial Components, Heavy Machinery, Automotive Parts",False,False,True,False
MAT_0211,0.052173913043478265,0.04255319148936171,0.9693877551020408,0.13392857142857142,1.0,0.1333333333333333,"E-commerce, Food & Beverage, Consumer Goods, Apparel",True,False,False,False
MAT_0212,0.0,0.0,0.9999999999999999,0.047619047619047616,1.0,0.0,"Fragile Items, Cosmetics, Pharmaceuticals, Internal Component Protection",False,True,False,False
MAT_0213,0.052173913043478265,0.04255319148936171,0.9693877551020408,0.12797619047619047,0.911111111111111,0.1333333333333333,"E-commerce, Food & Beverage, Consumer Goods, Apparel",True,False,False,False
MAT_0214,0.13043478260869565,0.0851063829787234,0.0,0.18154761904761907,0.6444444444444444,0.33333333333333337,"Electronics, Medium-Value Goods, Retail Logistics",False,False,True,False
MAT_0215,0.13043478260869565,0.0851063829787234,0.0,0.2589285714285714,0.5999999999999999,0.33333333333333337,"Industrial Components, Heavy Machinery, Automotive Parts",False,False,True,False
MAT_0216,0.052173913043478265,0.04255319148936171,0.9693877551020408,0.1607142857142857,0.9333333333333331,0.1333333333333333,"E-commerce, Food & Beverage, Consumer Goods, Apparel",True,False,False,False
MAT_0217,0.13043478260869565,0.0851063829787234,0.0,0.2648809523809524,0.8444444444444446,0.33333333333333337,"Industrial Components, Heavy Machinery, Automotive Parts",False,False,True,False
MAT_0218,0.0,0.0,0.9999999999999999,0.05654761904761904,1.0,0.0,"Fragile Items, Cosmetics, Pharmaceuticals, Internal Component Protection",False,True,False,False
MAT_0219,0.13043478260869565,0.0851063829787234,0.0,0.2589285714285714,0.8888888888888888,0.33333333333333337,"Industrial Components, Heavy Machinery, Automotive Parts",False,False,True,False
MAT_0220,0.052173913043478265,0.04255319148936171,0.9693877551020408,0.1369047619047619,0.9777777777777779,0.1333333333333333,"E-commerce, Food & Beverage, Consumer Goods, Apparel",True,False,False,False
MAT_0221,0.052173913043478265,0.04255319148936171,0.9693877551020408,0.13392857142857142,1.0,0.1333333333333333,"E-commerce, Food & Beverage, Consumer Goods, Apparel",True,False,False,False
MAT_0222,0.13043478260869565,0.0851063829787234,0.0,0.18154761904761907,0.8888888888888888,0.33333333333333337,"Electronics, Medium-Value Goods, Retail Logistics",False,False,True,False
MAT_0223,0.0,0.0,0.9999999999999999,0.05654761904761904,1.0,0.0,"Fragile Items, Cosmetics, Pharmaceuticals, Internal Component Protection",False,True,False,False
MAT_0224,0.052173913043478265,0.04255319148936171,0.9693877551020408,0.1607142857142857,0.911111111111111,0.1333333333333333,"E-commerce, Food & Beverage, Consumer Goods, Apparel",True,False,False,False
MAT_0225,0.13043478260869565,0.0851063829787234,0.0,0.4910714285714286,0.3999999999999999,0.33333333333333337,"Low-Value Goods, Secondary Protection for Non-Fragile Items",False,False,True,False
MAT_0226,0.13043478260869565,0.0851063829787234,0.0,0.18154761904761907,0.6666666666666667,0.33333333333333337,"Electronics, Medium-Value Goods, Retail Logistics",False,False,True,False
MAT_0227,0.052173913043478265,0.04255319148936171,0.9693877551020408,0.1488095238095238,0.9777777777777779,0.1333333333333333,"E-commerce, Food & Beverage, Consumer Goods, Apparel",True,False,False,False
MAT_0228,0.052173913043478265,0.04255319148936171,0.9693877551020408,0.125,1.0,0.1333333333333333,"E-commerce, Food & Beverage, Consumer Goods, Apparel",True,False,False,False
MAT_0229,0.13043478260869565,0.0851063829787234,0.0,0.26785714285714285,0.7777777777777777,0.33333333333333337,"Industrial Components, Heavy Machinery, Automotive Parts",False,False,True,False
MAT_0230,1.0,1.0,0.0,0.9791666666666666,0.7333333333333334,0.9999999999999999,"Heavy Industrial Components, High-Security Goods",False,False,False,True
MAT_0231,0.052173913043478265,0.04255319148936171,0.9693877551020408,0.1220238095238095,0.9333333333333331,0.1333333333333333,"E-commerce, Food & Beverage, Consumer Goods, Apparel",True,False,False,False
MAT_0232,0.0,0.0,0.9999999999999999,0.0625,1.0,0.0,"Fragile Items, Cosmetics, Pharmaceuticals, Internal Component Protection",False,True,False,False
MAT_0233,0.13043478260869565,0.0851063829787234,0.0,0.2232142857142857,0.6444444444444444,0.33333333333333337,"Electronics, Medium-Value Goods, Retail Logistics",False,False,True,False
MAT_0234,0.13043478260869565,0.0851063829787234,0.0,0.5,0.15555555555555545,0.33333333333333337,"Low-Value Goods, Secondary Protection for Non-Fragile Items",False,False,True,False
MAT_0235,0.052173913043478265,0.04255319148936171,0.9693877551020408,0.1607142857142857,1.0,0.1333333333333333,"E-commerce, Food & Beverage, Consumer Goods, Apparel",True,False,False,False
MAT_0236,0.13043478260869565,0.0851063829787234,0.0,0.24999999999999994,0.6888888888888889,0.33333333333333337,"Industrial Components, Heavy Machinery, Automotive Parts",False,False,True,False
MAT_0237,0.052173913043478265,0.04255319148936171,0.9693877551020408,0.13988095238095238,0.9555555555555557,0.1333333333333333,"E-commerce, Food & Beverage, Consumer Goods, Apparel",True,False,False,False
MAT_0238,0.052173913043478265,0.04255319148936171,0.9693877551020408,0.14285714285714285,0.9777777777777779,0.1333333333333333,"E-commerce, Food & Beverage, Consumer Goods, Apparel",True,False,False,False
MAT_0239,0.13043478260869565,0.0851063829787234,0.0,0.18154761904761907,0.6444444444444444,0.33333333333333337,"Electronics, Medium-Value Goods, Retail Logistics",False,False,True,False
MAT_0240,0.13043478260869565,0.0851063829787234,0.0,0.25595238095238093,0.6888888888888889,0.33333333333333337,"Industrial Components, Heavy Machinery, Automotive Parts",False,False,True,False
MAT_0241,0.13043478260869565,0.0851063829787234,0.0,0.2589285714285714,0.7777777777777777,0.33333333333333337,"Industrial Components, Heavy Machinery, Automotive Parts",False,False,True,False
MAT_0242,0.052173913043478265,0.04255319148936171,0.9693877551020408,0.13988095238095238,1.0,0.1333333333333333,"E-commerce, Food & Beverage, Consumer Goods, Apparel",True,False,False,False
MAT_0243,0.052173913043478265,0.04255319148936171,0.9693877551020408,0.14285714285714285,0.9333333333333331,0.1333333333333333,"E-commerce, Food & Beverage, Consumer Goods, Apparel",True,False,False,False
MAT_0244,1.0,1.0,0.0,0.9732142857142857,0.8888888888888888,0.9999999999999999,"Heavy Industrial Components, High-Security Goods",False,False,False,True
MAT_0245,0.0,0.0,0.9999999999999999,0.047619047619047616,0.8666666666666667,0.0,"Fragile Items, Cosmetics, Pharmaceuticals, Internal Component Protection",False,True,False,False
MAT_0246,0.13043478260869565,0.0851063829787234,0.0,0.24999999999999994,0.7777777777777777,0.33333333333333337,"Industrial Components, Heavy Machinery, Automotive Parts",False,False,True,False
MAT_0247,0.13043478260869565,0.0851063829787234,0.0,0.2232142857142857,0.711111111111111,0.33333333333333337,"Electronics, Medium-Value Goods, Retail Logistics",False,False,True,False
MAT_0248,0.13043478260869565,0.0851063829787234,0.0,0.5178571428571428,0.3999999999999999,0.33333333333333337,"Low-Value Goods, Secondary Protection for Non-Fragile Items",False,False,True,False
MAT_0249,0.13043478260869565,0.0851063829787234,0.0,0.26785714285714285,0.8666666666666667,0.33333333333333337,"Industrial Components, Heavy Machinery, Automotive Parts",False,False,True,False
MAT_0250,1.0,1.0,0.0,0.943452380952381,0.9333333333333331,0.9999999999999999,"Heavy Industrial Components, High-Security Goods",False,False,False,True
MAT_0251,0.052173913043478265,0.04255319148936171,0.9693877551020408,0.1220238095238095,0.9555555555555557,0.1333333333333333,"E-commerce, Food & Beverage, Consumer Goods, Apparel",True,False,False,False
MAT_0252,0.0,0.0,0.9999999999999999,0.05654761904761904,1.0,0.0,"Fragile Items, Cosmetics, Pharmaceuticals, Internal Component Protection",False,True,False,False
MAT_0253,0.13043478260869565,0.0851063829787234,0.0,0.24999999999999994,0.8222222222222224,0.33333333333333337,"Industrial Components, Heavy Machinery, Automotive Parts",False,False,True,False
MAT_0254,0.052173913043478265,0.04255319148936171,0.9693877551020408,0.13392857142857142,1.0,0.1333333333333333,"E-commerce, Food & Beverage, Consumer Goods, Apparel",True,False,False,False
MAT_0255,0.13043478260869565,0.0851063829787234,0.0,0.2232142857142857,0.7333333333333334,0.33333333333333337,"Industrial Components, Heavy Machinery, Automotive Parts",False,False,True,False
MAT_0256,0.13043478260869565,0.0851063829787234,0.0,0.19047619047619047,0.711111111111111,0.33333333333333337,"Electronics, Medium-Value Goods, Retail Logistics",False,False,True,False
MAT_0257,0.052173913043478265,0.04255319148936171,0.9693877551020408,0.125,0.9333333333333331,0.1333333333333333,"E-commerce, Food & Beverage, Consumer Goods, Apparel",True,False,False,False
MAT_0258,0.13043478260869565,0.0851063829787234,0.0,0.26785714285714285,0.7777777777777777,0.33333333333333337,"Industrial Components, Heavy Machinery, Automotive Parts",False,False,True,False
MAT_0259,0.0,0.0,0.9999999999999999,0.0625,0.9777777777777779,0.0,"Fragile Items, Cosmetics, Pharmaceuticals, Internal Component Protection",False,True,False,False
MAT_0260,0.052173913043478265,0.04255319148936171,0.9693877551020408,0.18154761904761907,0.8666666666666667,0.1333333333333333,"E-commerce, Food & Beverage, Consumer Goods, Apparel",True,False,False,False
MAT_0261,0.13043478260869565,0.0851063829787234,0.0,0.5446428571428572,0.46666666666666656,0.33333333333333337,"Low-Value Goods, Secondary Protection for Non-Fragile Items",False,False,True,False
MAT_0262,0.13043478260869565,0.0851063829787234,0.0,0.24702380952380948,0.8888888888888888,0.33333333333333337,"Industrial Components, Heavy Machinery, Automotive Parts",False,False,True,False
MAT_0263,0.052173913043478265,0.04255319148936171,0.9693877551020408,0.14285714285714285,1.0,0.1333333333333333,"E-commerce, Food & Beverage, Consumer Goods, Apparel",True,False,False,False
MAT_0264,0.13043478260869565,0.0851063829787234,0.0,0.2232142857142857,0.6444444444444444,0.33333333333333337,"Electronics, Medium-Value Goods, Retail Logistics",False,False,True,False
MAT_0265,0.0,0.0,0.9999999999999999,0.05654761904761904,1.0,0.0,"Fragile Items, Cosmetics, Pharmaceuticals, Internal Component Protection",False,True,False,False
MAT_0266,0.052173913043478265,0.04255319148936171,0.9693877551020408,0.18154761904761907,0.8666666666666667,0.1333333333333333,"E-commerce, Food & Beverage, Consumer Goods, Apparel",True,False,False,False
MAT_0267,0.13043478260869565,0.0851063829787234,0.0,0.18154761904761907,0.5999999999999999,0.33333333333333337,"Electronics, Medium-Value Goods, Retail Logistics",False,False,True,False
MAT_0268,0.13043478260869565,0.0851063829787234,0.0,0.26785714285714285,0.7777777777777777,0.33333333333333337,"Industrial Components, Heavy Machinery, Automotive Parts",False,False,True,False
MAT_0269,1.0,1.0,0.0,0.9672619047619048,0.9333333333333331,0.9999999999999999,"Heavy Industrial Components, High-Security Goods",False,False,False,True
MAT_0270,0.052173913043478265,0.04255319148936171,0.9693877551020408,0.1607142857142857,0.9777777777777779,0.1333333333333333,"E-commerce, Food & Beverage, Consumer Goods, Apparel",True,False,False,False
MAT_0271,0.13043478260869565,0.0851063829787234,0.0,0.19940476190476192,0.8888888888888888,0.33333333333333337,"Electronics, Medium-Value Goods, Retail Logistics",False,False,True,False
MAT_0272,0.13043478260869565,0.0851063829787234,0.0,0.24999999999999994,0.8222222222222224,0.33333333333333337,"Industrial Components, Heavy Machinery, Automotive Parts",False,False,True,False
MAT_0273,0.052173913043478265,0.04255319148936171,0.9693877551020408,0.1220238095238095,0.9555555555555557,0.1333333333333333,"E-commerce, Food & Beverage, Consumer Goods, Apparel",True,False,False,False
MAT_0274,0.052173913043478265,0.04255319148936171,0.9693877551020408,0.1607142857142857,1.0,0.1333333333333333,"E-commerce, Food & Beverage, Consumer Goods, Apparel",True,False,False,False
MAT_0275,0.13043478260869565,0.0851063829787234,0.0,0.2232142857142857,0.711111111111111,0.33333333333333337,"Electronics, Medium-Value Goods, Retail Logistics",False,False,True,False
MAT_0276,0.13043478260869565,0.0851063829787234,0.0,0.2589285714285714,0.7333333333333334,0.33333333333333337,"Industrial Components, Heavy Machinery, Automotive Parts",False,False,True,False
MAT_0277,0.052173913043478265,0.04255319148936171,0.9693877551020408,0.125,1.0,0.1333333333333333,"E-commerce, Food & Beverage, Consumer Goods, Apparel",True,False,False,False
MAT_0278,0.13043478260869565,0.0851063829787234,0.0,0.2232142857142857,0.711111111111111,0.33333333333333337,"Electronics, Medium-Value Goods, Retail Logistics",False,False,True,False
MAT_0279,0.13043478260869565,0.0851063829787234,0.0,0.2589285714285714,0.8666666666666667,0.33333333333333337,"Industrial Components, Heavy Machinery, Automotive Parts",False,False,True,False
MAT_0280,1.0,1.0,0.0,0.9999999999999999,0.911111111111111,0.9999999999999999,"Heavy Industrial Components, High-Security Goods",False,False,False,True
MAT_0281,0.052173913043478265,0.04255319148936171,0.9693877551020408,0.1607142857142857,0.911111111111111,0.1333333333333333,"E-commerce, Food & Beverage, Consumer Goods, Apparel",True,False,False,False
MAT_0282,0.13043478260869565,0.0851063829787234,0.0,0.2648809523809524,0.7777777777777777,0.33333333333333337,"Industrial Components, Heavy Machinery, Automotive Parts",False,False,True,False
MAT_0283,0.052173913043478265,0.04255319148936171,0.9693877551020408,0.125,0.9777777777777779,0.1333333333333333,"E-commerce, Food & Beverage, Consumer Goods, Apparel",True,False,False,False
MAT_0284,0.13043478260869565,0.0851063829787234,0.0,0.18154761904761907,0.6666666666666667,0.33333333333333337,"Electronics, Medium-Value Goods, Retail Logistics",False,False,True,False
MAT_0285,0.052173913043478265,0.04255319148936171,0.9693877551020408,0.1607142857142857,0.9555555555555557,0.1333333333333333,"E-commerce, Food & Beverage, Consumer Goods, Apparel",True,False,False,False
MAT_0286,0.13043478260869565,0.0851063829787234,0.0,0.2410714285714286,0.8222222222222224,0.33333333333333337,"Industrial Components, Heavy Machinery, Automotive Parts",False,False,True,False
MAT_0287,0.052173913043478265,0.04255319148936171,0.9693877551020408,0.1220238095238095,0.9555555555555557,0.1333333333333333,"E-commerce, Food & Beverage, Consumer Goods, Apparel",True,False,False,False
MAT_0288,0.13043478260869565,0.0851063829787234,0.0,0.20833333333333331,0.7333333333333334,0.33333333333333337,"Electronics, Medium-Value Goods, Retail Logistics",False,False,True,False
MAT_0289,0.052173913043478265,0.04255319148936171,0.9693877551020408,0.18154761904761907,1.0,0.1333333333333333,"E-commerce, Food & Beverage, Consumer Goods, Apparel",True,False,False,False
MAT_0290,0.13043478260869565,0.0851063829787234,0.0,0.24999999999999994,0.711111111111111,0.33333333333333337,"Industrial Components, Heavy Machinery, Automotive Parts",False,False,True,False
MAT_0291,0.13043478260869565,0.0851063829787234,0.0,0.22619047619047622,0.5999999999999999,0.33333333333333337,"Electronics, Medium-Value Goods, Retail Logistics",False,False,True,False
MAT_0292,0.052173913043478265,0.04255319148936171,0.9693877551020408,0.125,1.0,0.1333333333333333,"E-commerce, Food & Beverage, Consumer Goods, Apparel",True,False,False,False
MAT_0293,0.13043478260869565,0.0851063829787234,0.0,0.26190476190476186,0.7333333333333334,0.33333333333333337,"Industrial Components, Heavy Machinery, Automotive Parts",False,False,True,False
MAT_0294,0.052173913043478265,0.04255319148936171,0.9693877551020408,0.14285714285714285,0.9333333333333331,0.1333333333333333,"E-commerce, Food & Beverage, Consumer Goods, Apparel",True,False,False,False
MAT_0295,0.13043478260869565,0.0851063829787234,0.0,0.22916666666666669,0.711111111111111,0.33333333333333337,"Electronics, Medium-Value Goods, Retail Logistics",False,False,True,False
MAT_0296,0.13043478260869565,0.0851063829787234,0.0,0.2410714285714286,0.6666666666666667,0.33333333333333337,"Industrial Components, Heavy Machinery, Automotive Parts",False,False,True,False
MAT_0297,0.052173913043478265,0.04255319148936171,0.9693877551020408,0.125,0.9777777777777779,0.1333333333333333,"E-commerce, Food & Beverage, Consumer Goods, Apparel",True,False,False,False
MAT_0298,0.13043478260869565,0.0851063829787234,0.0,0.18154761904761907,0.8888888888888888,0.33333333333333337,"Electronics, Medium-Value Goods, Retail Logistics",False,False,True,False
MAT_0299,0.13043478260869565,0.0851063829787234,0.0,0.26785714285714285,0.6666666666666667,0.33333333333333337,"Industrial Components, Heavy Machinery, Automotive Parts",False,False,True,False
MAT_0300,0.052173913043478265,0.04255319148936171,0.9693877551020408,0.1369047619047619,0.9777777777777779,0.1333333333333333,"E-commerce, Food & Beverage, Consumer Goods, Apparel",True,False,False,False
MAT_0301,0.13043478260869565,0.0851063829787234,0.0,0.20833333333333331,0.6666666666666667,0.33333333333333337,"Electronics, Medium-Value Goods, Retail Logistics",False,False,True,False
MAT_0302,0.13043478260869565,0.0851063829787234,0.0,0.2708333333333333,0.8888888888888888,0.33333333333333337,"Industrial Components, Heavy Machinery, Automotive Parts",False,False,True,False
MAT_0303,0.052173913043478265,0.04255319148936171,0.9693877551020408,0.1607142857142857,1.0,0.1333333333333333,"E-commerce, Food & Beverage, Consumer Goods, Apparel",True,False,False,False
MAT_0304,0.13043478260869565,0.0851063829787234,0.0,0.20535714285714285,0.5999999999999999,0.33333333333333337,"Electronics, Medium-Value Goods, Retail Logistics",False,False,True,False
MAT_0305,0.13043478260869565,0.0851063829787234,0.0,0.24999999999999994,0.7777777777777777,0.33333333333333337,"Industrial Components, Heavy Machinery, Automotive Parts",False,False,True,False
MAT_0306,0.052173913043478265,0.04255319148936171,0.9693877551020408,0.1220238095238095,1.0,0.1333333333333333,"E-commerce, Food & Beverage, Consumer Goods, Apparel",True,False,False,False
MAT_0307,0.13043478260869565,0.0851063829787234,0.0,0.19345238095238093,0.7333333333333334,0.33333333333333337,"Electronics, Medium-Value Goods, Retail Logistics",False,False,True,False
MAT_0308,0.13043478260869565,0.0851063829787234,0.0,0.26190476190476186,0.711111111111111,0.33333333333333337,"Industrial Components, Heavy Machinery, Automotive Parts",False,False,True,False
MAT_0309,0.052173913043478265,0.04255319148936171,0.9693877551020408,0.14285714285714285,1.0,0.1333333333333333,"E-commerce, Food & Beverage, Consumer Goods, Apparel",True,False,False,False
MAT_0310,0.13043478260869565,0.0851063829787234,0.0,0.2232142857142857,0.7777777777777777,0.33333333333333337,"Industrial Components, Heavy Machinery, Automotive Parts",False,False,True,False
MAT_0311,0.052173913043478265,0.04255319148936171,0.9693877551020408,0.1607142857142857,0.9777777777777779,0.1333333333333333,"E-commerce, Food & Beverage, Consumer Goods, Apparel",True,False,False,False
