product_id,material_name,predicted_cost,predicted_co2,recyclability,suitability_score,norm_cost,norm_co2,final_score,rank
238,Cardboard,3.14,0.79,0.99,4.333333333333333,0.11383061382619152,0.14285714281462586,-1.3219936730077546,1.0
239,Plastic,11.84,0.92,0.84,8.0,0.45182595180839835,0.18154761899358704,-2.2939879287594045,1.0
240,Plastic,14.41,1.17,0.86,7.0,0.5516705516491193,0.2559523808762046,-1.943713120242403,1.0
241,Plastic,15.74,1.18,0.9,7.333333333333333,0.6033411033176636,0.2589285713515093,-2.0313190975992477,1.0
242,Cardboard,2.81,0.78,1.0,4.333333333333333,0.10101010100617677,0.13988095233932116,-1.3277326839963506,1.0
243,Cardboard,2.94,0.79,0.97,4.0,0.10606060605648561,0.14285714281462586,-1.2223246753386665,1.0
244,Steel,25.43,3.58,0.95,8.333333333333334,0.9797979797599147,0.9732142854246386,-2.009096320444634,1.0
245,Paper/Bio-Based,1.23,0.47,0.94,3.0,0.03962703962550012,0.04761904760487528,-0.9678261738308873,1.0
246,Plastic,14.65,1.15,0.9,7.333333333333333,0.5609945609727663,0.2499999999255952,-2.046701631730491,1.0
247,Plastic,11.55,1.06,0.87,8.333333333333334,0.4405594405423248,0.2232142856478529,-2.3878678821429467,1.0
248,Plastic,1.42,2.05,0.73,7.333333333333333,0.047008547006720726,0.5178571427030186,-2.103540293087078,1.0
249,Plastic,15.25,1.21,0.94,7.0,0.584304584281884,0.26785714277742345,-1.938351481882208,1.0
250,Steel,24.33,3.48,0.97,9.666666666666666,0.9370629370265321,0.9434523806715915,-2.4328454046905628,1.0
251,Cardboard,3.39,0.72,0.98,4.333333333333333,0.1235431235383239,0.1220238094874929,-1.324329920092255,1.0
252,Paper/Bio-Based,1.76,0.5,1.0,2.0,0.06021756021522077,0.0565476190307894,-0.6649704462261969,1.0
253,Plastic,14.94,1.15,0.92,7.666666666666667,0.5722610722388399,0.2499999999255952,-2.1453216783506694,1.0
254,Cardboard,2.77,0.76,1.0,4.333333333333333,0.09945609945223559,0.13392857138871175,-1.3299845987477157,1.0
255,Plastic,14.4,1.06,0.88,7.0,0.551282051260634,0.2232142856478529,-1.955651098927454,1.0
256,Plastic,12.59,0.95,0.87,7.333333333333333,0.4809634809447955,0.19047619041950112,-2.085568098590711,1.0
257,Cardboard,2.94,0.73,0.97,4.333333333333333,0.10606060605648561,0.12499999996279762,-1.3276818181942147,1.0
258,Plastic,14.68,1.21,0.9,7.333333333333333,0.5621600621382222,0.26785714277742345,-2.040994838525306,1.0
259,Paper/Bio-Based,1.96,0.52,0.99,2.333333333333333,0.06798756798492667,0.06249999998139882,-0.7598537296101022,1.0
260,Cardboard,3.22,0.92,0.94,4.666666666666667,0.11693861693407388,0.18154761899358704,-1.4044541292217019,1.0
261,Plastic,1.18,2.14,0.76,7.666666666666667,0.03768453768307364,0.5446428569807611,-2.2013017816008493,1.0
262,Plastic,14.41,1.14,0.95,7.333333333333333,0.5516705516491193,0.24702380945029048,-2.055391691670177,1.0
263,Cardboard,3.14,0.79,1.0,4.666666666666667,0.11383061382619152,0.14285714281462586,-1.422993673007755,1.0
264,Plastic,11.28,1.06,0.84,8.0,0.4300699300532218,0.2232142856478529,-2.2880147352896776,1.0
265,Paper/Bio-Based,1.6,0.5,1.0,3.0,0.054001553999456046,0.0565476190307894,-0.9668352480909262,1.0
266,Cardboard,3.22,0.92,0.94,4.333333333333333,0.11693861693407388,0.18154761899358704,-1.3044541292217016,1.0
267,Plastic,12.72,0.92,0.82,8.333333333333334,0.48601398599510437,0.18154761899358704,-2.3817315185033925,1.0
268,Plastic,15.74,1.21,0.9,7.333333333333333,0.6033411033176636,0.26785714277742345,-2.0286405261714737,1.0
269,Steel,24.62,3.56,0.97,9.0,0.9483294482926058,0.9672619044740292,-2.2223225941700093,1.0
270,Cardboard,3.87,0.85,0.99,5.0,0.14219114218561807,0.1607142856664541,-1.5081283716443783,1.0
271,Plastic,11.69,0.98,0.95,8.333333333333334,0.44599844598111893,0.19940476184541522,-2.40137903765204,1.0
272,Plastic,14.94,1.15,0.92,6.666666666666667,0.5722610722388399,0.2499999999255952,-1.8453216783506696,1.0
273,Cardboard,2.82,0.72,0.98,4.0,0.10139860139466206,0.1220238094874929,-1.2309732767353536,1.0
274,Cardboard,2.83,0.85,1.0,4.333333333333333,0.10178710178314736,0.1607142856664541,-1.3212495837651195,1.0
275,Plastic,11.55,1.06,0.87,7.666666666666667,0.4405594405423248,0.2232142856478529,-2.1878678821429465,1.0
276,Plastic,15.25,1.18,0.88,7.333333333333333,0.584304584281884,0.2589285713515093,-2.0350300533099817,1.0
277,Cardboard,3.06,0.73,1.0,4.333333333333333,0.11072261071830916,0.12499999996279762,-1.3292832167956679,1.0
278,Plastic,12.01,1.06,0.87,7.333333333333333,0.4584304584126484,0.2232142856478529,-2.0825065767818494,1.0
279,Plastic,14.41,1.18,0.94,7.333333333333333,0.5516705516491193,0.2589285713515093,-2.050820263099811,1.0
280,Steel,24.33,3.67,0.96,9.0,0.9370629370265321,0.999999999702381,-2.214881118981326,1.0
281,Cardboard,3.87,0.85,0.96,4.333333333333333,0.14219114218561807,0.1607142856664541,-1.3051283716443782,1.0
282,Plastic,14.68,1.2,0.9,6.666666666666667,0.5621600621382222,0.2648809523021187,-1.8418876956678978,1.0
283,Cardboard,2.81,0.73,0.99,4.666666666666667,0.10101010100617677,0.12499999996279762,-1.4311969697093079,1.0
284,Plastic,12.45,0.92,0.85,8.333333333333334,0.47552447550600135,0.18154761899358704,-2.3878783716501233,1.0
285,Cardboard,3.22,0.85,0.98,3.6666666666666665,0.11693861693407388,0.1607142856664541,-1.1147041292198416,1.0
286,Plastic,15.11,1.12,0.92,7.333333333333333,0.5788655788430899,0.24107142849968113,-2.0460188977971683,1.0
287,Cardboard,3.39,0.72,0.98,4.666666666666667,0.1235431235383239,0.1220238094874929,-1.4243299200922552,1.0
288,Plastic,11.28,1.01,0.88,8.333333333333334,0.4300699300532218,0.20833333327132936,-2.3964790210026345,1.0
289,Cardboard,2.77,0.92,1.0,3.333333333333333,0.09945609945223559,0.18154761899358704,-1.0156988844662531,1.0
290,Plastic,14.4,1.15,0.87,7.0,0.551282051260634,0.2499999999255952,-1.9466153846441314,1.0
291,Plastic,12.72,1.07,0.82,8.0,0.48601398599510437,0.2261904761231576,-2.2683386613645213,1.0
292,Cardboard,2.6,0.73,1.0,3.6666666666666665,0.09285159284798557,0.12499999996279762,-1.134644522156765,1.0
293,Plastic,14.65,1.19,0.88,7.0,0.5609945609727663,0.26190476182681405,-1.941130203160126,1.0
294,Cardboard,2.94,0.79,0.97,5.0,0.10606060605648561,0.14285714281462586,-1.5223246753386666,1.0
295,Plastic,11.55,1.08,0.87,8.333333333333334,0.4405594405423248,0.2291666665984623,-2.386082167857764,1.0
296,Plastic,15.11,1.12,0.85,7.0,0.5788655788430899,0.24107142849968113,-1.9390188977971687,1.0
297,Cardboard,2.81,0.73,0.99,4.0,0.10101010100617677,0.12499999996279762,-1.2311969697093077,1.0
298,Plastic,11.69,0.92,0.95,8.0,0.44599844598111893,0.18154761899358704,-2.3067361805075883,1.0
299,Plastic,15.25,1.21,0.85,7.333333333333333,0.584304584281884,0.26785714277742345,-2.0293514818822076,1.0
300,Cardboard,3.87,0.77,0.99,4.333333333333333,0.14219114218561807,0.13690476186401646,-1.3152712287851094,1.0
301,Plastic,12.45,1.01,0.85,8.0,0.47552447550600135,0.20833333327132936,-2.2798426573668005,1.0
302,Plastic,14.94,1.22,0.95,7.0,0.5722610722388399,0.2708333332527282,-1.9420716783525296,1.0
303,Cardboard,2.82,0.85,1.0,4.333333333333333,0.10139860139466206,0.1607142856664541,-1.3213661338816651,1.0
304,Plastic,12.01,1.0,0.82,8.333333333333334,0.4584304584126484,0.20535714279602466,-2.382863719637398,1.0
305,Plastic,14.68,1.15,0.9,7.333333333333333,0.5621600621382222,0.2499999999255952,-2.0463519813808544,1.0
306,Cardboard,2.77,0.72,1.0,3.6666666666666665,0.09945609945223559,0.1220238094874929,-1.1335560273180814,1.0
307,Plastic,11.84,0.96,0.88,8.0,0.45182595180839835,0.19345238089480582,-2.2944165001890386,1.0
308,Plastic,14.65,1.19,0.87,8.0,0.5609945609727663,0.26190476182681405,-2.2401302031601262,1.0
309,Cardboard,3.06,0.79,1.0,4.0,0.11072261071830916,0.14285714281462586,-1.2239260739401194,1.0
310,Plastic,14.4,1.06,0.9,8.0,0.551282051260634,0.2232142856478529,-2.257651098927454,1.0
311,Cardboard,3.22,0.85,0.99,4.666666666666667,0.11693861693407388,0.1607142856664541,-1.4157041292198418,1.0
312,Plastic,15.11,1.18,0.85,7.666666666666667,0.5788655788430899,0.2589285713515093,-2.13366175494162,1.0
313,Cardboard,2.81,0.78,1.0,3.6666666666666665,0.10101010100617677,0.13988095233932116,-1.1277326839963506,1.0
314,Plastic,14.41,1.18,0.95,7.333333333333333,0.5516705516491193,0.2589285713515093,-2.0518202630998115,1.0
315,Cardboard,2.94,0.73,0.97,4.666666666666667,0.10606060605648561,0.12499999996279762,-1.4276818181942152,1.0
316,Plastic,15.25,1.21,0.88,7.0,0.584304584281884,0.26785714277742345,-1.932351481882208,1.0
317,Cardboard,3.14,0.79,0.99,4.0,0.11383061382619152,0.14285714281462586,-1.2219936730077547,1.0
318,Plastic,14.55,1.2,0.85,8.0,0.5571095570879134,0.2648809523021187,-2.23840284718299,1.0
319,Cardboard,2.82,0.78,0.98,4.0,0.10139860139466206,0.13988095233932116,-1.225616133879805,1.0
320,Plastic,14.68,1.15,0.9,7.666666666666667,0.5621600621382222,0.2499999999255952,-2.1463519813808545,1.0
321,Cardboard,3.87,0.85,0.96,4.333333333333333,0.14219114218561807,0.1607142856664541,-1.3051283716443782,1.0
322,Plastic,14.94,1.15,0.92,7.666666666666667,0.5722610722388399,0.2499999999255952,-2.1453216783506694,1.0
323,Cardboard,2.77,0.92,1.0,4.333333333333333,0.09945609945223559,0.18154761899358704,-1.3156988844662532,1.0
324,Plastic,14.4,1.06,0.88,7.0,0.551282051260634,0.2232142856478529,-1.955651098927454,1.0
325,Cardboard,3.06,0.79,0.99,4.333333333333333,0.11072261071830916,0.14285714281462586,-1.3229260739401194,1.0
326,Plastic,14.65,1.21,0.9,7.333333333333333,0.5609945609727663,0.26785714277742345,-2.041344488874943,1.0
327,Cardboard,3.22,0.92,0.94,4.333333333333333,0.11693861693407388,0.18154761899358704,-1.3044541292217016,1.0
328,Plastic,15.11,1.12,0.85,7.333333333333333,0.5788655788430899,0.24107142849968113,-2.0390188977971686,1.0
329,Cardboard,2.94,0.79,0.97,4.0,0.10606060605648561,0.14285714281462586,-1.2223246753386665,1.0
330,Plastic,15.25,1.15,0.88,7.333333333333333,0.584304584281884,0.2499999999255952,-2.037708624737756,1.0
331,Cardboard,2.81,0.73,0.99,4.333333333333333,0.10101010100617677,0.12499999996279762,-1.3311969697093076,1.0
332,Plastic,14.41,1.21,0.95,7.0,0.5516705516491193,0.26785714277742345,-1.9491416916720372,1.0
333,Cardboard,2.82,0.72,0.98,4.666666666666667,0.10139860139466206,0.1220238094874929,-1.4309732767353538,1.0
334,Plastic,14.4,1.15,0.88,7.333333333333333,0.551282051260634,0.2499999999255952,-2.047615384644131,1.0
335,Cardboard,3.87,0.77,0.96,4.333333333333333,0.14219114218561807,0.13690476186401646,-1.3122712287851095,1.0
336,Plastic,14.68,1.2,0.9,8.333333333333334,0.5621600621382222,0.2648809523021187,-2.3418876956678973,1.0
337,Cardboard,2.77,0.76,1.0,4.0,0.09945609945223559,0.13392857138871175,-1.2299845987477158,1.0
338,Plastic,15.25,1.18,0.94,7.0,0.584304584281884,0.2589285713515093,-1.9410300533099822,1.0
339,Cardboard,3.22,0.85,0.94,3.6666666666666665,0.11693861693407388,0.1607142856664541,-1.1107041292198416,1.0
340,Plastic,15.11,1.18,0.85,7.333333333333333,0.5788655788430899,0.2589285713515093,-2.03366175494162,1.0
341,Cardboard,2.94,0.79,0.97,4.333333333333333,0.10606060605648561,0.14285714281462586,-1.3223246753386664,1.0
342,Plastic,14.94,1.21,0.92,7.333333333333333,0.5722610722388399,0.26785714277742345,-2.0399645354951206,1.0
343,Cardboard,2.81,0.78,0.99,4.333333333333333,0.10101010100617677,0.13988095233932116,-1.3267326839963505,1.0
344,Plastic,14.4,1.15,0.88,7.333333333333333,0.551282051260634,0.2499999999255952,-2.047615384644131,1.0
345,Cardboard,3.87,0.77,0.96,4.666666666666667,0.14219114218561807,0.13690476186401646,-1.4122712287851098,1.0
346,Plastic,14.65,1.19,0.9,7.666666666666667,0.5609945609727663,0.26190476182681405,-2.1431302031601254,1.0
347,Cardboard,2.82,0.72,1.0,3.6666666666666665,0.10139860139466206,0.1220238094874929,-1.1329732767353535,1.0
348,Plastic,14.41,1.14,0.95,7.666666666666667,0.5516705516491193,0.24702380945029048,-2.155391691670177,1.0
349,Cardboard,3.22,0.85,0.98,4.0,0.11693861693407388,0.1607142856664541,-1.2147041292198417,1.0
350,Plastic,14.68,1.15,0.9,7.333333333333333,0.5621600621382222,0.2499999999255952,-2.0463519813808544,1.0
351,Cardboard,2.77,0.92,1.0,4.333333333333333,0.09945609945223559,0.18154761899358704,-1.3156988844662532,1.0
352,Plastic,15.25,1.21,0.88,7.666666666666667,0.584304584281884,0.26785714277742345,-2.132351481882208,1.0
353,Cardboard,3.14,0.73,0.99,4.333333333333333,0.11383061382619152,0.12499999996279762,-1.327350815863303,1.0
354,Plastic,15.11,1.18,0.85,7.333333333333333,0.5788655788430899,0.2589285713515093,-2.03366175494162,1.0
355,Cardboard,2.81,0.73,1.0,4.333333333333333,0.10101010100617677,0.12499999996279762,-1.3321969697093077,1.0
356,Plastic,14.4,1.06,0.87,7.666666666666667,0.551282051260634,0.2232142856478529,-2.154651098927454,1.0
357,Cardboard,2.94,0.72,0.97,3.6666666666666665,0.10606060605648561,0.1220238094874929,-1.1285746753368062,1.0
358,Plastic,14.94,1.22,0.92,7.0,0.5722610722388399,0.2708333332527282,-1.9390716783525297,1.0
359,Cardboard,3.87,0.85,0.96,4.333333333333333,0.14219114218561807,0.1607142856664541,-1.3051283716443782,1.0
360,Plastic,14.65,1.15,0.9,7.333333333333333,0.5609945609727663,0.2499999999255952,-2.046701631730491,1.0
361,Cardboard,2.82,0.78,1.0,3.6666666666666665,0.10139860139466206,0.13988095233932116,-1.127616133879805,1.0
362,Plastic,14.41,1.21,0.95,7.666666666666667,0.5516705516491193,0.26785714277742345,-2.149141691672037,1.0
363,Cardboard,3.22,0.92,0.98,4.333333333333333,0.11693861693407388,0.18154761899358704,-1.3084541292217016,1.0
364,Plastic,14.68,1.2,0.9,7.333333333333333,0.5621600621382222,0.2648809523021187,-2.0418876956678975,1.0
365,Cardboard,2.77,0.76,1.0,4.333333333333333,0.09945609945223559,0.13392857138871175,-1.3299845987477157,1.0
366,Plastic,15.25,1.13,0.88,6.666666666666667,0.584304584281884,0.24404761897498578,-1.8394943390229392,1.0
367,Cardboard,3.14,0.8,0.99,4.666666666666667,0.11383061382619152,0.14583333328993056,-1.4211008158651635,1.0
368,Plastic,15.11,1.12,0.85,7.666666666666667,0.5788655788430899,0.24107142849968113,-2.1390188977971687,1.0
369,Cardboard,2.81,0.73,1.0,4.0,0.10101010100617677,0.12499999996279762,-1.2321969697093078,1.0
370,Plastic,14.4,1.15,0.87,7.333333333333333,0.551282051260634,0.2499999999255952,-2.0466153846441313,1.0
371,Cardboard,2.94,0.79,0.97,4.333333333333333,0.10606060605648561,0.14285714281462586,-1.3223246753386664,1.0
372,Plastic,14.94,1.15,0.92,7.666666666666667,0.5722610722388399,0.2499999999255952,-2.1453216783506694,1.0
373,Cardboard,3.87,0.77,0.96,4.333333333333333,0.14219114218561807,0.13690476186401646,-1.3122712287851095,1.0
374,Plastic,14.65,1.19,0.9,7.0,0.5609945609727663,0.26190476182681405,-1.943130203160126,1.0
375,Cardboard,2.82,0.72,0.98,4.666666666666667,0.10139860139466206,0.1220238094874929,-1.4309732767353538,1.0
376,Plastic,14.41,1.21,0.95,7.333333333333333,0.5516705516491193,0.26785714277742345,-2.049141691672037,1.0
377,Cardboard,3.22,0.92,0.94,4.333333333333333,0.11693861693407388,0.18154761899358704,-1.3044541292217016,1.0
378,Plastic,14.68,1.2,0.9,6.666666666666667,0.5621600621382222,0.2648809523021187,-1.8418876956678978,1.0
379,Cardboard,2.77,0.76,1.0,4.333333333333333,0.09945609945223559,0.13392857138871175,-1.3299845987477157,1.0
380,Plastic,15.25,1.13,0.88,7.666666666666667,0.584304584281884,0.24404761897498578,-2.139494339022939,1.0
381,Cardboard,3.14,0.8,0.99,4.666666666666667,0.11383061382619152,0.14583333328993056,-1.4211008158651635,1.0
382,Plastic,15.11,1.12,0.85,7.666666666666667,0.5788655788430899,0.24107142849968113,-2.1390188977971687,1.0
383,Cardboard,2.81,0.73,1.0,4.0,0.10101010100617677,0.12499999996279762,-1.2321969697093078,1.0
384,Plastic,14.4,1.06,0.87,7.333333333333333,0.551282051260634,0.2232142856478529,-2.0546510989274536,1.0
385,Cardboard,2.94,0.72,0.97,3.6666666666666665,0.10606060605648561,0.1220238094874929,-1.1285746753368062,1.0
386,Plastic,14.94,1.22,0.92,7.333333333333333,0.5722610722388399,0.2708333332527282,-2.039071678352529,1.0
387,Cardboard,3.87,0.85,0.96,4.666666666666667,0.14219114218561807,0.1607142856664541,-1.4051283716443785,1.0
388,Plastic,14.65,1.15,0.9,6.666666666666667,0.5609945609727663,0.2499999999255952,-1.8467016317304916,1.0
389,Cardboard,2.82,0.78,0.98,4.666666666666667,0.10139860139466206,0.13988095233932116,-1.4256161338798052,1.0
390,Plastic,14.41,1.14,0.95,7.333333333333333,0.5516705516491193,0.24702380945029048,-2.055391691670177,1.0
391,Cardboard,3.22,0.92,0.94,3.6666666666666665,0.11693861693407388,0.18154761899358704,-1.1044541292217016,1.0
392,Plastic,14.68,1.2,0.9,7.333333333333333,0.5621600621382222,0.2648809523021187,-2.0418876956678975,1.0
393,Cardboard,2.77,0.76,1.0,4.333333333333333,0.09945609945223559,0.13392857138871175,-1.3299845987477157,1.0
394,Plastic,15.25,1.13,0.88,7.333333333333333,0.584304584281884,0.24404761897498578,-2.039494339022939,1.0
395,Cardboard,3.14,0.79,0.99,4.333333333333333,0.11383061382619152,0.14285714281462586,-1.3219936730077546,1.0
396,Plastic,15.11,1.18,0.85,7.333333333333333,0.5788655788430899,0.2589285713515093,-2.03366175494162,1.0
397,Cardboard,2.81,0.73,1.0,4.333333333333333,0.10101010100617677,0.12499999996279762,-1.3321969697093077,1.0
398,Plastic,14.4,1.15,0.87,7.333333333333333,0.551282051260634,0.2499999999255952,-2.0466153846441313,1.0
399,Cardboard,2.94,0.79,0.97,4.0,0.10606060605648561,0.14285714281462586,-1.2223246753386665,1.0
400,Plastic,14.94,1.15,0.92,6.666666666666667,0.5722610722388399,0.2499999999255952,-1.8453216783506696,1.0
401,Cardboard,3.87,0.77,0.96,4.333333333333333,0.14219114218561807,0.13690476186401646,-1.3122712287851095,1.0
402,Plastic,14.65,1.19,0.9,7.666666666666667,0.5609945609727663,0.26190476182681405,-2.1431302031601254,1.0
403,Cardboard,2.82,0.72,0.98,3.6666666666666665,0.10139860139466206,0.1220238094874929,-1.1309732767353535,1.0
404,Plastic,3.87,0.99,0.95,6.666666666666667,0.14219114218561807,0.20238095232071993,-1.9916283716480987,1.0
